Produto Original,Total Unidades,Frequencia,Termo de Busca
Maleato de Enalapril 5mg Germed 30 Comprimidos,365.0,14,Maleato De Enalapril Germed
"Vita E 400Mg, Caixa Contendo 30 Capsulas Gelatinosas Moles",365.0,14,Vita E Caixa Contendo Gelatinosas Moles
Cloridrato de Fluoxetina 20mg 30 Comprimidos,365.0,14,Cloridrato De Fluoxetina
"Clonazepan 2,5mg ml Germed Solução Oral 20ml",365.0,13,Clonazepan 2 Ml Germed Solução Oral
"Domperidona Sanofi Medley 1Mg Ml, Caixa Com 1 Frasco Com 100Ml De Suspensao De Uso Oral + 1 Pipeta Dosadora",365.0,13,Domperidona Sanofi Medley Ml
Sulfametoxazol + Trimetoprima - Teuto 40 + 8mg suspensão oral frasco com 100ml + copo medidor,365.0,13,Sulfametoxazol Trimetoprima Teuto 40 Suspensão Oral
Carbocisteina 100mg Xarope Pediátrico 100mL,364.0,12,Carbocisteina Xarope Pediátrico
Astro 500mg 5cpr,364.0,12,Astro 5Cpr
Hezo 3mg 20 Comprimidos Revestidos,364.0,14,Hezo Revestidos
Sominex 20Cpr Ems,364.0,15,Sominex 20Cpr Ems
Trayenta Linagliptina 5mg 30 Comprimidos,364.0,12,Trayenta Linagliptina
"Cloridrato de Metformina Prati-Donaduzzi 500mg, caixa com 30 comprimidos de liberação prolongada",364.0,12,Cloridrato De Metformina Prati Donaduzzi
"Maleato de Timolol Biosintética - Aché 0,25%, caixa com 1 frasco gotejador com 5mL de solução de uso oftálmico",364.0,14,Maleato De Timolol Biosintética Aché 0 25
"Triancinolona Acetonida Eurofarma 1mg/g, caixa com 1 bisnaga com 10g de pomada de uso bucal",364.0,13,Triancinolona Acetonida Eurofarma G
"Benerva 300Mg, Caixa Com 30 Comprimidos Revestidos",364.0,13,Benerva
Pepsamar 10 Comprimidos X20,364.0,12,Pepsamar X20
"Natrilix SR 1,5mg 30 Comprimidos Revestidos de Liberação Prolongada",364.0,14,Natrilix Sr 1 Revestidos De Liberação Prolongada
@ Amoxicilina 500Mg 15Cpr Ger,364.0,13,Amoxicilina 15Cpr Ger
Bendita Canfora Gel Bravir 1 Unidade Com 80G,364.0,12,Bendita Canfora Gel Bravir Com
Citalopram 20Mg 30Cpr Eur,364.0,13,Citalopram 30Cpr Eur
"Rubia 0,075mg, caixa com 84 comprimidos revestidos",364.0,14,Rubia 0
"Allestra 20 0,075Mg + 0,020Mg, Caixa Com 63 Comprimidos Revestidos",363.0,13,Allestra 20 0 0
Maresis Ar Sol Spray 100mL,363.0,14,Maresis Ar Sol Spray
Hemifumarato de Quetiapina 100mg Germed 30 Comprimidos Revestidos,363.0,13,Hemifumarato De Quetiapina Germed Revestidos
"Omeprazol Nova Química 40mg, caixa com 30 cápsulas duras de liberação retardada (embalagem fracionada)",363.0,17,Omeprazol Nova Química
Cloridrato de Memantina 10mg Prati Donaduzzi 60 Comprimidos,363.0,13,Cloridrato De Memantina Prati Donaduzzi
Ixium 50mg creme dermatológico 12 sachês com 025g,363.0,15,Ixium Creme Dermatológico 12 Sachês Com
Bactroban 20mg g Pomada de Uso Dermatológico 10g,363.0,12,Bactroban G Pomada De Uso Dermatológico
"Carvedilol Nova Química 12,5mg, caixa com 30 comprimidos",363.0,14,Carvedilol Nova Química 12
Angino Rub 3Mg Mel E Limao Com 16 Pastilhas,362.0,15,Angino Rub Mel E Limao Com 16 Pastilhas
"Jardiance 25mg, caixa com 30 comprimidos revestidos﻿",362.0,13,Jardiance
Primogyna 2mg Bayer com 28 Comprimidos,362.0,14,Primogyna Bayer Com
Clopin Duo 75mg + 100mg Com 30 Comprimidos,362.0,13,Clopin Duo Com
"Aciclovir Creme Neo Química 50mg/g, caixa com 1 bisnaga com 10g de creme de uso dermatológico",362.0,12,Aciclovir Creme Neo Química G
"Suplemento Alimentar de Fibras Nestlé FiberMais Zero Açúcares suco verde, lata com 200g",362.0,16,Suplemento Alimentar De Fibras Nestlé Fibermais Zero Açúcares Suco Verde Lata Com
"Tâmisa 30 0,075mg + 0,030mg, caixa com 84 comprimidos revestidos",362.0,14,Tâmisa 30 0 0
Noex Budesonida 100mcg Spray Nasal Aerossol 100 doses,362.0,13,Noex Budesonida Spray Nasal Aerossol 100 Doses
"Fentizol Ovulo 600Mg, Caixa Contendo 1 Ovulo De Uso Ginecologico + 1 Aplicador",362.0,15,Fentizol Ovulo Caixa Contendo 1 Ovulo De Uso Ginecologico 1 Aplicador
"Tioconazol + Tinidazol Prati-Donaduzzi 20Mg G + 30Mg G, Caixa Com 1 Bisnaga Com 35G De Creme De Uso Ginecologico + 7 Aplicadores",362.0,13,Tioconazol Tinidazol Prati Donaduzzi G G
Égide 50mg caixa com 60 comprimidos revestidos,362.0,12,Égide
Beclosol nasal aquoso 200doses,361.0,13,Beclosol Nasal Aquoso 200Doses
"Cloridrato De Metilfenidato 10Mg Ems, Caixa Com 30 Comprimidos",361.0,12,Cloridrato De Metilfenidato Ems
"Ciflogex Pastilha 3mg, caixa com 12 pastilhas, sabor cereja",361.0,14,Ciflogex Pastilha
"Cilostazol Eurofarma 100mg, caixa com 60 comprimidos",361.0,13,Cilostazol Eurofarma
Depakene 250mg frasco com 25 cápsulas,361.0,13,Depakene
"Dorilax DT 450mg + 50mg + 35mg, caixa com 12 comprimidos",361.0,14,Dorilax Dt
Succinato de Metoprolol 25mg Medley 30 Comprimidos Revestidos,361.0,13,Succinato De Metoprolol Medley Revestidos
Levedo de Cerveja Kester 100 comprimidos,361.0,13,Levedo De Cerveja Kester
Tadalafila 20mg 4 comprimidos,361.0,14,Tadalafila
"Levotiroxina Sodica Merck 125Mcg, Caixa Com 30 Comprimidos",361.0,13,Levotiroxina Sodica Merck
"Diamicron Mr 60Mg, Caixa Com 60 Comprimidos De Liberacao Prolongada",361.0,15,Diamicron Mr
"Seretide Spray 25 mcg/dose + 125 mcg/dose, caixa com 1 tubo com 120 doses de suspensão de uso inalatória + válvula dosadora",361.0,13,Seretide Spray Dose Dose
Sulfametoxazol Trimetoprima 400mg + 80mg Prati Donaduzzi 20 Comprimidos,361.0,15,Sulfametoxazol Trimetoprima Prati Donaduzzi
Maxidrate 6mg Gel Nasal com 30g,361.0,14,Maxidrate Gel Nasal Com
"Mamades 0,075 Mg 28 Comprimidos",361.0,13,Mamades 0
Aflexa colágeno 30 cápsulas,361.0,15,Aflexa Colágeno
Deriva Micro 1mg creme dermatológico bisnaga com 30g,361.0,14,Deriva Micro Creme Dermatológico Bisnaga Com
Olanzapina 10mg Prati Donaduzzi 30 Comprimidos,361.0,13,Olanzapina Prati Donaduzzi
@ Trivagel N Cre 60Gr,360.0,14,Trivagel N Cre R
"Acetilcisteina Injetavel Uniao Quimica 10 , Caixa Com 5 Ampolas Com 3Ml De Solucao De Uso Intramuscular",360.0,12,Acetilcisteina Injetavel Uniao Quimica 10
"Trezor 10mg, caixa com 30 comprimidos revestidos",360.0,14,Trezor
"Acido Acetilsalicilico Ems 100Mg, Blister Com 10 Comprimidos",360.0,13,Acido Acetilsalicilico Ems Blister Com
"Mioflex A 30mg + 125mg + 50mg + 300mg, caixa com 12 comprimidos",360.0,13,Mioflex A
Ansitec 5mg 60 Comprimidos,360.0,14,Ansitec
Vitamina C Vitergyl C 1 Gramas 10 Comprimidos Efervecente,360.0,13,Vitamina C Vitergyl C Ramas Efervecente
Prednisolona 20mg Germed 10 Comprimidos,360.0,14,Prednisolona Germed
Gel Facial Anti-idade Ivy C AOX 30gr,360.0,13,Gel Facial Anti Idade Ivy C Aox R
VELIJA 60MG 30CAP,360.0,12,Velija 30Cap
"Acetato De Ciproterona + Etinilestradiol Melcon 2,0 + 0,035Mg, Caixa Com 63 Comprimidos Revestidos",359.0,15,Acetato De Ciproterona Etinilestradiol Melcon 2 0 0
"Pasta D'água ADV Farma simples, fraco com 135g de pasta dermatológica",359.0,14,Pasta D Água Adv Farma Simples Fraco Com De Pasta Dermatológica
Hixizine 25mg caixa com 30 comprimidos,359.0,14,Hixizine
"Neblock 5mg, caixa com 30 comprimidos",359.0,12,Neblock
"Amoxicilina 80mg + Clavulanato 11,4mg Eurofarma Suspensão Oral 70ml",359.0,12,Amoxicilina Clavulanato 11 Eurofarma Suspensão Oral
"Levoid 25Mcg, Caixa Contendo 30 Comprimidos",359.0,14,Levoid Caixa Contendo
"Synthroid 150Mcg, Caixa Contendo 30 Comprimidos",359.0,13,Synthroid Caixa Contendo
"Nitrato De Miconazol Locao Cimed 20Mg G, Caixa Com 1 Frasco Com 30Ml De Locao De Uso Dermatologico",359.0,12,Nitrato De Miconazol Locao Cimed G
Azitromicina 1g Germed 1 Comprimido Revestido,359.0,13,Azitromicina Germed Revestido
"Dipirona Monoidratada Medley 500Mg, Caixa Com 30 Comprimidos",359.0,14,Dipirona Monoidratada Medley
Prelone Gotas Aché 20mL,359.0,14,Prelone Gotas Aché
"Celecoxibe 200Mg Ems, Caixa Com 30 Capsulas",359.0,14,Celecoxibe Ems
"Mestinon 60mg, caixa com 60 comprimidos",359.0,13,Mestinon
"Fledoid 5mg/g, caixa com 1 bisnaga com 40g de gel de uso dermatológico",358.0,14,Fledoid G
Xarelto 20mg 28 Comprimidos,358.0,13,Xarelto
"Esperson 2,5Mg G, Caixa Com 1 Bisnaga Com 20G De Pomada De Uso Dermatologico",358.0,14,Esperson 2 G
"Viagra 50mg, 2 comprimidos",358.0,13,Viagra
Esomeprazol Magnésico 40mg 14 Comprimidos Revestidos - EMS,358.0,13,Esomeprazol Magnésico Revestidos Ems
Cloridrato de Sertralina 100mg Eurofarma 30 Comprimidos Revestidos,358.0,14,Cloridrato De Sertralina Eurofarma Revestidos
Bup Xl 300Mg Com 30 Comprimidos De Liberacao Prolongada,358.0,12,Bup Xl Com De Liberacao Prolongada
Fumarato Quetiapina 50Mg Xr 30Cp Eur,358.0,12,Fumarato Quetiapina Xr 30Cp Eur
Floral De Bach Deixar De Fumar 30mL,358.0,14,Floral De Bach Deixar De Fumar
"Xalacom 2,5ml Solução Oftálmica Pfizer",358.0,15,Xalacom 2 Solução Oftálmica Pfizer
"Pondicilina 1,25mg + 1,25mg, caixa com 12 pastilhas, menta",358.0,13,Pondicilina 1 1
"Babydrax 3,5mg + 2,9mg + 20mg + 1,5mg, caixa com 4 envelopes com 27,9g de pó para solução de uso oral",358.0,12,Babydrax 3 2 1
"Flogoral 1,5mg/mL, caixa contendo 1 frasco spray com 30mL de colutório sabor cereja",358.0,14,Flogoral 1 Ml Caixa Contendo 1 Frasco Spray Com De Colutório Sabor Cereja
Neozine 100mg caixa com 20 comprimidos,358.0,13,Neozine
Ácido Acetilsalicílico 100mg Genérico Cimed 30 Comprimidos,358.0,14,Ácido Acetilsalicílico Genérico Cimed
"Acebrofilina Neo Química 5mg/mL, caixa com 1 frasco com 120mL de xarope infantil + copo medidor",358.0,13,Acebrofilina Neo Química Ml
Maracujá Concentrix sem Açúcar Legrand Pharma 100mL,358.0,12,Maracujá Concentrix Sem Açúcar Legrand Pharma
Algi Articular Com 30 Sachês Sabor Abacaxi,358.0,13,Algi Articular Com 30 Sachês Sabor Abacaxi
Lugano 12mcg + 250mcg 60 Cápsulas,358.0,14,Lugano
"Dipirona Monoidratada Comprimido Prati-Donaduzzi 500mg, blíster com 10 comprimidos",358.0,14,Dipirona Monoidratada Comprimido Prati Donaduzzi Blíster Com
"Selene 0,035mg + 2mg, caixa com 63 comprimidos revestidos",358.0,13,Selene 0
Cilodex Colírio 5ml,357.0,13,Cilodex Colírio
"Coversyl 4mg, caixa com 30 comprimidos",357.0,14,Coversyl
"Labirin 24Mg, Caixa Com 30 Comprimidos",357.0,16,Labirin
"Frusalt 460Mg G + 100Mg G + 440Mg G, Frasco Com 100G De Po Efervescente De Uso Oral",357.0,14,Frusalt G G G
"Sandrena 0,5mg 0,5g Organon 28 Sachês",357.0,14,Sandrena 0 0 Organon 28 Sachês
Menelat 30mg 30 Comprimidos Torrent,357.0,13,Menelat Torrent
"Minima 0,06Mg + 0,015Mg, Caixa Com 72 Comprimidos Revestidos + 12 Comprimidos Inertes",357.0,14,Minima 0 0
"Atroveran Dip 1g, caixa com 20 comprimidos",357.0,13,Atroveran Dip
"Diclofenaco Sódico Biosintética - Aché 50mg, caixa com 20 comprimidos revestidos",357.0,12,Diclofenaco Sódico Biosintética Aché
"Levolukast 10mg + 5mg, caixa com 14 comprimidos revestidos",357.0,15,Levolukast
"Simeticona Medquímica 75mg/mL, caixa com 1 frasco gotejador com 15mL de emulsão de uso oral",357.0,14,Simeticona Medquímica Ml
Resist 500mg 30 Cápsulas,357.0,13,Resist
Lavitan A-Z + Mulher 60 Comprimidos Revestidos,357.0,13,Lavitan A Z Mulher Revestidos
"Tylenol Comprimido 500Mg, Caixa Com 20 Comprimidos Revestidos",357.0,13,Tylenol Comprimido
Solução Antisséptica Bucal Malvatricin PPU com 250mL,357.0,14,Solução Antisséptica Bucal Malvatricin Ppu Com
"Pressat 2,5mg, caixa com 30 comprimidos",356.0,14,Pressat 2
Suplemento Alimentar Infantil Liromag com 30 sachês,356.0,13,Suplemento Alimentar Infantil Liromag Com 30 Sachês
"Dorflex UNO 1g, caixa com 10 comprimidos",356.0,13,Dorflex Uno
"Eliquis 2,5mg 60 Comprimidos Revestidos",356.0,13,Eliquis 2 Revestidos
Frontal 1mg caixa com 30 comprimidos,356.0,15,Frontal
"Dozemast 1.000mcg, caixa com 30 comprimidos sublingual",356.0,14,Dozemast 1
"Magnazia 153mg + 200mg + 25mg, caixa com 30 comprimidos, sabor abacaxi",356.0,13,Magnazia
Divena 40mg com 30 comprimidos,356.0,15,Divena Com
"Trol Par 37,5Mg + 325Mg, Com 20 Comprimidos",356.0,13,Trol Par 37 Com
Tericin AT 25 + 125mg creme vaginal bisnaga com 45g + 10 aplicadores,356.0,13,Tericin At 25 Creme Vaginal Bisnaga Com 10 Aplicadores
Fumarato Quetiapina 25mg 30Cp Teu,356.0,13,Fumarato Quetiapina 30Cp Teu
Novalgina 500mg 30 Comprimidos,356.0,12,Novalgina
"Avamys 0,5mg/g, caixa com 1 frasco spray com 120 doses de suspensão de uso nasal",356.0,14,Avamys 0 G
"Bramicar 40mg, Caixa Com 30 Comprimidos",356.0,14,Bramicar
"Baclofeno Uniao Quimica 10Mg, Caixa Com 20 Comprimidos",355.0,14,Baclofeno Uniao Quimica
Glicerin 6 supositórios Infantil,355.0,12,Glicerin 6 Supositórios Infantil
Biotonico Fontoura Frasco Com 400Ml De Solucao De Uso Oral,355.0,15,Biotonico Fontoura
Rosuvastatina Calcica 10mg com 30 Comprimidos Germed,355.0,13,Rosuvastatina Calcica Com Germed
Angeliq Estradiol 1mg + Drospirenona 2mg 28 comprimidos,355.0,15,Angeliq Estradiol Drospirenona
Bi-Profenid 150mg caixa com 10 comprimidos,355.0,15,Bi Profenid
Lavie 50mg ml Xarope 100ml,355.0,16,Lavie Ml Xarope
Doxaprost Mesilato de Doxazosina 2mg 30 Comprimidos,355.0,14,Doxaprost Mesilato De Doxazosina
"Solução Injetável Trulicity 1,5mg  0,5mL Eli Lilly 2 Canetas Descartáveis",355.0,13,Solução Injetável Trulicity 1 0 Eli Lilly 2 Canetas Descartáveis
"Dipirona Monoidratada Comprimido Prati-Donaduzzi 500mg, caixa com 20 comprimidos",355.0,13,Dipirona Monoidratada Comprimido Prati Donaduzzi
Flebon 50mg Farmoquimica 30 Comprimidos,355.0,13,Flebon Farmoquimica
"Diclofenaco Sódico Comprimido EMS 100mg, caixa com 10 comprimidos revestidos de liberação prolongada",355.0,12,Diclofenaco Sódico Comprimido Ems
"Adorlan 25mg + 25mg, caixa com 20 comprimidos",355.0,12,Adorlan
Celecoxibe 200mg Eurofarma 30 Comprimidos,355.0,13,Celecoxibe Eurofarma
Profenid Retard 200Mg Com 10 Comprimidos,355.0,14,Profenid Retard Com
"Suplemento Alimentar de Fibras Nestlé FiberMais Zero Açúcares laranja, lata com 170g",355.0,13,Suplemento Alimentar De Fibras Nestlé Fibermais Zero Açúcares Laranja Lata Com
"Bissulfato de Clopidogrel Nova Química 75mg, caixa com 28 comprimidos revestidos",355.0,14,Bissulfato De Clopidogrel Nova Química
"Diclofenaco Dietilamônio Cimed 10mg/g, caixa com 1 bisnaga com 60g de gel de uso dermatológico",355.0,13,Diclofenaco Dietilamônio Cimed G
Aerolin 5mg Solução para Nebulização 10mL GSK,354.0,13,Aerolin Solução Para Nebulização Gsk
"Tylenol Comprimido 750mg, blíster com 4 comprimidos revestidos",354.0,14,Tylenol Comprimido Blíster Com Revestidos
Rosuvastatina 10Mg Com 30 Comprimidos Althaia,354.0,14,Rosuvastatina Com Althaia
"Drospirenona + Etinilestradiol Eurofarma 3mg + 0,03mg, caixa com 63 comprimido revestidos",354.0,16,Drospirenona Etinilestradiol Eurofarma 0
Micardis 40mg caixa 30 comprimidos,354.0,14,Micardis Caixa
"Valtrian 50mg, caixa com 30 comprimidos revestidos",354.0,13,Valtrian
"Organoneuro Cerebral 100Mg + 100Mg + 25Mg + 10Mg + 5Mcg, Frasco Com 25 Drageas",354.0,14,Organoneuro Cerebral
Epez 10mg caixa com 30 comprimidos,354.0,12,Epez
"Contractubex 100Mg G + 10Mg G + 0,4Mg G, Caixa Com 1 Bisnaga Com 20G De Gel De Uso Dermatologico",354.0,15,Contractubex G G 0 G
Diosmin 500mg Caixa Com 30 Comprimidos Revestidos,354.0,13,Diosmin
"Diclofenaco Potassico Cimed 50Mg, Caixa Com 20 Comprimidos Revestidos",354.0,12,Diclofenaco Potassico Cimed
Paracetamol 750mg 20 Comprimidos - Cimed,354.0,13,Paracetamol Cimed
"Acetato de Clormadinona + Etinilestradiol Althaia 2mg + 0,03mg, caixa com 21 comprimidos revestidos",354.0,13,Acetato De Clormadinona Etinilestradiol Althaia 0
"Gino-Canesten 500mg, caixa com 1 comprimido vaginal + 1 aplicador",354.0,15,Gino Canesten
"Ezetimiba Ems 10Mg, Caixa Com 15 Comprimidos",354.0,14,Ezetimiba Ems
Fibra Leve Fiber Kester 200g,354.0,12,Fibra Leve Fiber Kester
"Tilugen 3,54mg mL Xarope 120mL",354.0,12,Tilugen 3 Ml Xarope
Arnica Gel 250mg 30g,354.0,15,Arnica Gel
"Rinosoro Jet XT 9,0mg ml Descongestionante Spray 100mL",354.0,12,Rinosoro Jet Xt 9 Ml Descongestionante Spray
Quet XR 50mg 30 Comprimidos,353.0,13,Quet Xr
"Nisulid 100Mg, Caixa Com 12 Comprimidos Dispersiveis",353.0,13,Nisulid
"Diovan Amlo Fix 160mg + 5mg, caixa com 28 comprimidos revestidos",353.0,12,Diovan Amlo Fix
"Actonel Chronos 35mg, caixa com 4 comprimidos revestidos de liberação retardada",353.0,14,Actonel Chronos
"Diovan Hct 80Mg + 12,5Mg, Caixa Com 28 Comprimidos Revestidos",353.0,14,Diovan Hct 12
"@ Cylocort Pom Oft3,5Gr",353.0,15,Cylocort Pom Oft3 R
"Sinvastatina Sandoz 40mg, caixa com 30 comprimidos revestidos",353.0,13,Sinvastatina Sandoz
Folifer Gotas 30Ml,353.0,14,Folifer Gotas
"Crestor 10mg, caixa com 30 comprimidos revestidos",353.0,13,Crestor
Quelatus Mulher 30 Cápsulas,353.0,13,Quelatus Mulher
Sabonete Antisséptico Darrow Soapelle barra com 70g,353.0,13,Sabonete Antisséptico Darrow Soapelle Barra Com
"Leite de Magnésia Magmax 1200mg/15mL, caixa com 1 frasco com 100mL de suspensão de uso oral, sabor tradicional",353.0,12,Leite De Magnésia Magmax
Cilostazol 50mg 60 comprimidos Eurofarma Genérico,353.0,12,Cilostazol Eurofarma Genérico
"Dramin B6 25mg/mL + 5mg/mL, caixa com 1 frasco gotejador com 30mL de solução de uso oral",353.0,14,Dramin B6 Ml Ml
"Hidroclorotiazida Medley 25mg, caixa com 30 comprimidos﻿",352.0,12,Hidroclorotiazida Medley
"Nistatina Gotas Prati-Donaduzzi 100.000Ui Ml, Caixa Com 1 Frasco Gotejador Com 50Ml De Suspensao De Uso Oral",352.0,16,Nistatina Gotas Prati Donaduzzi 100 000Ui Ml
Cloridrato de Terbinafina 1  EMS Creme Dermatológico 20g,352.0,12,Cloridrato De Terbinafina 1 Ems Creme Dermatológico
"Cloridrato de Tansulosina 0,4mg EMS com 30 Comprimidos",352.0,13,Cloridrato De Tansulosina 0 Ems Com
Sonitus PLUS Triptofano 210mcg Kester 60 comprimídos,352.0,14,Sonitus Plus Triptofano Kester 60 Comprimídos
"Naldecon Noite 400mg + 20mg + 400mg + 4mg, blíster com 4 comprimidos",352.0,13,Naldecon Noite Blíster Com
"Predsim Comprimido 5Mg, Caixa Com 10 Comprimidos",352.0,15,Predsim Comprimido
"Glimepirida Cimed 4Mg, Caixa Com 30 Comprimidos",352.0,13,Glimepirida Cimed
"Etna Cápsula 1,0mg + 2,5mg + 1,5mg, caixa com 20 cápsulas gelatinosas duras",352.0,12,Etna Cápsula 1 2 1
GENFIBROZILA 600 24CPR EMS GEN,352.0,13,Genfibrozila 600 24Cpr Ems Gen
Adipept 40mg 42 Comprimidos,352.0,12,Adipept
"Hidraplex 1 envelope com 28,31g de pó para solução de uso oral, sabor uva",352.0,13,Hidraplex Com 28 De Pó Para Solução De Sabor Uva
Ritmonorm 300mg 30 Comprimidos Abbott,352.0,13,Ritmonorm Abbott
"Novaderm Creme 5mg/g + 5mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",351.0,14,Novaderm Creme G G
"Montelucaste de Sódio Medquímica 4mg, caixa com 30 comprimidos mastigáveis",351.0,14,Montelucaste De Sódio Medquímica
Ganfort Solução Oftálmica Estéril 3ml,351.0,13,Ganfort Solução Oftálmica Estéril
Bactrim 400 + 80mg caixa com 20 comprimidos,351.0,12,Bactrim 400
"Montelucaste De Sodio Comprimido Biosintetica 5Mg, Caixa Com 30 Comprimidos Mastigaveis",351.0,13,Montelucaste De Sodio Comprimido Biosintetica
Daivobet Pomada 30g,351.0,12,Daivobet Pomada
"Montelair 5Mg, Caixa Contendo 30 Comprimidos Mastigaveis",351.0,12,Montelair Caixa Contendo Mastigaveis
"Sinustrat 9,0mg/mL, caixa com 1 frasco com 10mL de solução de uso nasal",351.0,13,Sinustrat 9 Ml
Salsep Kids Lencos Umedecidos Nasais Com 30 Unidades,351.0,14,Salsep Kids Lencos Umedecidos Nasais Com
"Glifage Xr 850Mg, Caixa Com 30 Comprimidos De Liberacao Prolongada",351.0,13,Glifage Xr
"Sal de Frutas Eno 2 envelopes com 5g de pó efervescente de uso oral, limão",351.0,15,Sal De Frutas Eno Com De Pó Efervescente De Limão
"Prometazina Teuto 20mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",351.0,14,Prometazina Teuto G
Restitue 40mg 30 Comprimidos,351.0,13,Restitue
"Luftal 75mg/mL, caixa com 1 frasco gotejador com 30mL de emulsão de uso oral",351.0,15,Luftal Ml
"Xarope 44E 1,30mg/mL + 13,30mg/mL, caixa com 1 frasco com 240mL de xarope",351.0,12,Xarope 44E 1 Ml 13 Ml
"Ácido Acetilsalicílico EMS 100mg, caixa com 30 comprimidos",351.0,14,Ácido Acetilsalicílico Ems
Suplemento Alimentar Gummmy Hair Men Sabor Blueberry Com 180Gr,350.0,14,Suplemento Alimentar Gummmy Hair Men Sabor Blueberry Com R
Ansitec 10Mg 60Cpr,350.0,12,Ansitec 60Cpr
Amytril 25mg cx 30 comp rev,350.0,13,Amytril Cx 30 Comp Rev
Tobramicina 3mg ml Germed Solução Oftálmica 5ml,350.0,13,Tobramicina Ml Germed Solução Oftálmica
"Cloridrato de Fexofenadina Cimed 180mg, caixa com 10 comprimidos revestidos",350.0,13,Cloridrato De Fexofenadina Cimed
"Prednisolona Eurofarma 5mg, caixa com 20 comprimidos",350.0,15,Prednisolona Eurofarma
"Doss 50000UI, caixa com 4 cápsulas moles",350.0,14,Doss 50000Ui
Ebatz 2mg 30 Comprimidos,350.0,14,Ebatz
Olmesartana Medoxomila 40mg + Hidroclorotiazida 25mg 30 comprimidos Eurofarma Genérico,350.0,12,Olmesartana Medoxomila Hidroclorotiazida Eurofarma Genérico
Fluconazol 150mg 2 cápsula Eurofarma Genérico,350.0,15,Fluconazol Eurofarma Genérico
Neosoro H 3  Solução Nasal Spray 60ml,350.0,12,Neosoro H 3 Solução Nasal Spray
"Brasart HCT 80mg + 12,5mg, caixa com 30 comprimidos revestidos",349.0,13,Brasart Hct 12
Fumarato Quetiapina  100 30cp Mer,349.0,13,Fumarato Quetiapina 100 30Cp Mer
"Lantus 100UI/mL, caixa com 1 carpule com 3mL de solução de uso subcutâneo",349.0,13,Lantus 100Ui Ml
Bicarbonato de Sódio ADV Farma caixa com 100g de pó para solução oral,349.0,13,Bicarbonato De Sódio Adv Farma
"Revange 37,5mg + 325,0mg 30 Comprimidos Revestidos",349.0,13,Revange 37 325 Revestidos
Droxaíne Suspensão Oral 240ml,349.0,13,Droxaíne Suspensão Oral
Atacand 8mg caixa com 30 comprimidos,349.0,14,Atacand
"Loratamed 10mg, caixa com 12 comprimidos",349.0,14,Loratamed
Oxalato de Escitalopram 10mg Nova Química 30 Comprimidos Revestidos,349.0,15,Oxalato De Escitalopram Nova Química Revestidos
"Melocox 15mg, caixa com 10 comprimidos",349.0,15,Melocox
Apice 150Mg Caixa Com 30 Capsulas,349.0,13,Apice
Fumasil 300 Mg 60 Comprimidos,349.0,13,Fumasil
"Cloridrato de Propranolol União Química 40mg, caixa com 30 comprimidos",349.0,12,Cloridrato De Propranolol União Química
"Novalgina Solução Oral 500mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral",349.0,13,Novalgina Solução Oral Ml
"Novanlo 5mg, caixa com 60 comprimidos",349.0,13,Novanlo
Protetor Solar SEC OC FPS60 Cor Clara Com 60 Ml,349.0,12,Protetor Solar Sec Oc Fps60 Cor Clara Com
Venula 200mg 60 Cápsulas Biolab,349.0,13,Venula Biolab
"Venolise 26,7mg, caixa com 30 comprimidos revestidos",349.0,16,Venolise 26
Venlafaxina 75 30Cap Eur,349.0,14,Venlafaxina 75 30Cap Eur
"Diprospan 5mg/mL + 2mg/mL, caixa com 1 ampola com 1mL de suspensão de uso intramuscular + seringa dosadora",348.0,13,Diprospan Ml Ml
@ Vigamox Col 5Ml,348.0,13,Vigamox Col
Calicida frasco com 10mL de solução de uso dermatológico,348.0,12,Calicida
Gynotran Óvulo Com 7 Unidades,348.0,14,Gynotran Óvulo Com
Dexador 5000mg 20 comprimidos,348.0,12,Dexador
Cimelide 50mg ml Gotas Suspensão Oral 15ml,348.0,13,Cimelide Ml Gotas Suspensão Oral
"Pregabalina Althaia 75Mg, Caixa Com 30 Capsulas",348.0,13,Pregabalina Althaia
"Losartana Potássica Medley 50mg, caixa com 30 comprimidos revestidos",348.0,13,Losartana Potássica Medley
Aldomet 250mg com 30 comprimidos revestidos,348.0,13,Aldomet Com Revestidos
Fentizol Creme Vaginal 7 Aplicadores,348.0,12,Fentizol Creme Vaginal 7 Aplicadores
"Vatis 300mg, caixa com 90 comprimidos revestidos",348.0,14,Vatis
"Alopurinol Medley 100mg, caixa com 30 comprimidos",348.0,12,Alopurinol Medley
Sedamed 20 Comprimidos,348.0,15,Sedamed
Zovirax Cre 10Gr,348.0,14,Zovirax Cre R
Leucogen 80mg Aché 30 Cápsulas,348.0,14,Leucogen Aché
Claritromicina 500mg Medley 10 Comprimidos,348.0,12,Claritromicina Medley
"Sany D 7.000UI, caixa com 8 comprimidos revestidos",348.0,12,Sany D 7 000Ui
"Tylenol Bebê 100mg/mL, caixa com 1 frasco com 15mL de suspensão de uso oral + seringa dosadora",348.0,14,Tylenol Bebê Ml
"Glyxambi 10mg + 5mg, caixa com 30 comprimidos revestidos",348.0,13,Glyxambi
