EAN;Produto_Original;Preco;Farmacia;Preco_De_Tabela;Preco_Pix;Preco_Cartao;Status_Preco
7896637023146;FLANCOX - 300mg, 14 comprimidos revestidos;Consultar;Vera Cruz;32.63;26.97;28.39;Disponível
7896227800034;Salonpas Gel 40g;Consultar;Vera Cruz;40.69;32.86;34.59;Esgotado
7896658030208;Oxotron 60mg 30 comprimidos;Consultar;Vera Cruz;81.54;65.84;69.31;Esgotado
7896006212690;Naxotec Naproxeno 500mg 10 Comprimidos;Consultar;Vera Cruz;20.07;19.07;20.07;Disponível
7896094917002;Fluidificante e Descongestionante Nasal Rinosoro XT Gotas 0,9% 30ml;Consultar;Vera Cruz;28.49;25.18;26.50;Disponível
7891317031350;Dexfer 100mg/ml Gotas Sabor doce de Leite 30ml;Consultar;Vera Cruz;58.11;49.69;52.30;Disponível
7896331706376;Solução Spray Desaftan Aftas e Afecções Bucais 25ml;Consultar;Vera Cruz;18.60;17.67;18.60;Esgotado
7896523216454;Pastilha Ciflogex Sabor Laranja 12un;Consultar;Vera Cruz;22.63;18.49;19.46;Disponível
7898277713302;Suplemento Alimentar Sulfato Ferroso 125mg/ml Arte Nativa Sabor Framboesa 30ml;Consultar;Vera Cruz;9.90;6.49;6.83;Esgotado
7896714274799;Blumel Hedera Xarope 15mg/ml 100ml;Consultar;Vera Cruz;39.90;34.49;36.31;Disponível
7897411610941;Loxonin 60mg 15 comprimidos;Consultar;Vera Cruz;42.94;35.08;36.93;Disponível
7898967006141;Evra 0,6mg + 6mg 3 adesivos transdérmicos;Consultar;Vera Cruz;148.16;111.20;58.53;Disponível
7896006213130;Colact 667mg/ml Sabor Ameixa 120ml;Consultar;Vera Cruz;29.77;19.23;20.24;Disponível
7896317900415;Dexador 5mg + 100mg + 100mg + 4mg Solução Injetável 3 ampolas A (2ml) + 3 ampolas B (1ml);Consultar;Vera Cruz;50.85;42.51;44.75;Disponível
7898636193509;Suplemento Hidroeletrolítico Sorox Sabor Tangerina 550ml;Consultar;Vera Cruz;12.90;11.52;12.13;Disponível
7896094203068;Gestinol 30mcg + 75mcg 84 comprimidos revestidos;Consultar;Vera Cruz;165.01;109.73;57.76;Disponível
7896523224459;Nevralgex Cimed 10 comprimidos;Consultar;Vera Cruz;8.13;4.09;4.31;Disponível
7896206407568;SELOKEN - 100mg, 30 comprimidos;Consultar;Vera Cruz;61.68;48.05;50.58;Disponível
7896255700283;Synthroid 112mcg 30 comprimidos;Consultar;Vera Cruz;55.85;41.91;44.12;Disponível
7891058271008;Dermatop 2,5mg/g Creme Dermatológico 20g;Consultar;Vera Cruz;85.69;69.20;72.84;Disponível
7892953001387;Pyridium 200mg 18 Drágeas;Consultar;Vera Cruz;35.90;26.60;28.00;Disponível
7894916508988;Dalyne 3,0mg + 0,3mg 21 comprimidos revestidos;Consultar;Vera Cruz;64.37;50.14;52.78;Disponível
7896004775623;Nidue 100mg + 20mg 12 comprimidos;Consultar;Vera Cruz;62.38;59.26;62.38;Disponível
7891142171719;Antialérgico Polaramine 2mg 20 Comprimidos;Consultar;Vera Cruz;32.99;29.15;30.68;Disponível
7898040329624;Floratil AT 250mg 10 envelopes de 1,25g;Consultar;Vera Cruz;75.00;59.85;63.00;Disponível
7896009498961;Analgésico Advil 400mg 16 cápsulas líquidas;Consultar;Vera Cruz;42.26;29.71;31.27;Disponível
7896006277408;Óleo Mineral União Química 100ml;Consultar;Vera Cruz;15.90;11.33;11.93;Disponível
7898906376410;Tiorfan 100mg 9 cápsulas;Consultar;Vera Cruz;56.27;48.11;50.64;Disponível
7891317143084;TUNTÁ - 300mg, com 30 comprimidos revestidos;Consultar;Vera Cruz;105.63;77.27;81.34;Esgotado
7896658006401;Femina 150mcg + 20mcg 21 comprimidos revestidos;Consultar;Vera Cruz;46.09;35.90;37.79;Disponível
7898074617322;Fluimucil D 600mg 16 envelopes com 5g cada;Consultar;Vera Cruz;84.86;66.11;69.59;Disponível
7891058017392;Analgésico Dorflex 10 comprimidos;Consultar;Vera Cruz;8.51;7.28;7.66;Disponível
7897411611016;Benicar Anlo 20mg + 5mg 30 comprimidos revestidos;Consultar;Vera Cruz;91.90;66.35;69.84;Disponível
7896676432961;Terolac 0,5% Solução Oftálmica 5ml;Consultar;Vera Cruz;56.96;47.61;50.12;Disponível
7899824400775;Folifer Gotas 30ml;Consultar;Vera Cruz;57.90;55.01;57.90;Disponível
7896094925137;Alektos PED 2,5mg/ml Sabor Framboesa 120ml;Consultar;Vera Cruz;90.71;75.83;79.82;Disponível
7896641808227;Kaloba 111,111mg 21 comprimidos revestidos;Consultar;Vera Cruz;121.63;99.37;52.30;Disponível
7891268144024;Feldene 20mg 15 cápsulas;Consultar;Vera Cruz;70.73;55.77;58.71;Disponível
7891317489700;Vast 20mg 30 comprimidos revestidos;Consultar;Vera Cruz;97.60;69.54;73.20;Disponível
7896637023665;Miosan 10mg 10 comprimidos revestidos;Consultar;Vera Cruz;22.72;10.57;11.13;Disponível
7897316801154;Solução Oftálmica Atropina 1% 5ml;Consultar;Vera Cruz;13.99;13.29;13.99;Disponível
7896094206366;Naprix 5mg 30 comprimidos;Consultar;Vera Cruz;85.05;61.41;64.64;Disponível
7897018510033;Protetor Ocular Oftam Pequeno Colorido 20un;Consultar;Vera Cruz;33.70;28.81;30.33;Disponível
7896112411529;Ablok Plus 25mg + 12,5mg 60 comprimidos;Consultar;Vera Cruz;52.45;39.86;41.96;Disponível
7893454714325;Benerva 300mg 30 comprimidos revestidos;Consultar;Vera Cruz;35.20;30.43;32.03;Disponível
7896006226208;Solução Oftálmica Britens 0,2% + 0,5% 5ml;Consultar;Vera Cruz;126.83;93.98;98.93;Disponível
7891317029685;Melocox 15mg 10 comprimidos;Consultar;Vera Cruz;53.29;43.54;45.83;Disponível
7896015593209;Sal de Frutas Eno Tônica 2 envelopes com 5g cada;Consultar;Vera Cruz;4.94;3.85;4.05;Disponível
7896006203162;Cetrolac SL 10mg 20 comprimidos sublinguais;Consultar;Vera Cruz;66.81;48.24;50.78;Disponível
7898037080187;Complexo Homeopático Almeida Prado N 18 60 Comprimidos;Consultar;Vera Cruz;28.90;27.46;28.90;Disponível
7896253900913;Xarope Vibral 1,5mg/ml Sabor Framboesa 120ml;Consultar;Vera Cruz;30.77;26.89;28.31;Disponível
7891317015237;Pomada Bucal Mud Oral 1mg/g 10g;Consultar;Vera Cruz;23.56;19.25;20.26;Disponível
7896255766371;Femoston Conti 1mg + 5mg 28 comprimidos revestidos;Consultar;Vera Cruz;98.44;76.68;80.72;Disponível
7896523202600;Narix 0,5mg/ml Cimed 30ml;Consultar;Vera Cruz;9.94;5.39;5.67;Disponível
7896641807343;Mesacol MMX 1200mg 30 comprimidos revestidos de liberação prolongada;Consultar;Vera Cruz;448.05;425.65;149.35;Esgotado
7896523209418;Maleato de Dexclorfeniramina 2mg/5ml Cimed 120ml;Consultar;Vera Cruz;21.24;14.73;15.51;Disponível
7891317123604;Ésio 40mg 28 comprimidos revestidos;Consultar;Vera Cruz;203.68;156.73;54.99;Disponível
7899337000653;Myrbetric 50mg 30 comprimidos revestidos de liberação prolongada;Consultar;Vera Cruz;329.24;265.86;93.28;Disponível
7896094916234;Lisador Dip 1g 20 comprimidos;Consultar;Vera Cruz;45.99;39.32;41.39;Disponível
7500435144384;Xarope Vick 44E 240ml;Consultar;Vera Cruz;81.31;71.07;74.81;Disponível
7896255762205;Synthroid 137mcg 30 comprimidos;Consultar;Vera Cruz;60.93;46.30;48.74;Disponível
7896006219095;Teflan 20mg 10 comprimidos revestidos;Consultar;Vera Cruz;57.47;44.22;46.55;Disponível
7898040322199;Reduclim 1,25mg 35 comprimidos;Consultar;Vera Cruz;98.46;93.54;98.46;Esgotado
7897316804780;Solução Oftálmica Combigan 0,2% + 0,5% 10ml;Consultar;Vera Cruz;249.36;189.52;66.50;Disponível
7898029551848;Daflon 1000mg FFPM 30 comprimidos revestidos;Consultar;Vera Cruz;189.20;152.78;53.61;Disponível
7896004700502;Suplemento Vitamínico Apevitin BC Xarope 240ml;Consultar;Vera Cruz;58.76;15.46;16.27;Disponível
7896094912960;Antiácido Pó Efervescente Estomazil Sem Sabor 5g;Consultar;Vera Cruz;3.48;2.77;2.92;Disponível
7896186002548;Bendita Cânfora 8 tabletes;Consultar;Vera Cruz;25.90;21.65;22.79;Disponível
7896094202030;Cebralat 50mg 60 comprimidos;Consultar;Vera Cruz;47.18;34.96;36.80;Disponível
7896523208404;Nevralgex 300mg + 50mg + 35mg 30 comprimidos;Consultar;Vera Cruz;25.62;13.14;13.83;Disponível
7897947609235;Gel Hidratante Cicatrimed 30g;Consultar;Vera Cruz;24.99;18.99;19.99;Esgotado
7896094915374;Atroveran Dip 1g 10 comprimidos;Consultar;Vera Cruz;16.90;13.80;14.53;Disponível
7896094208278;Sumaxpro 50mg + 500mg 2 comprimidos revestidos;Consultar;Vera Cruz;46.26;36.48;38.40;Disponível
7894916550031;Isordil Sublingual 5mg 30 comprimidos sublinguais;Consultar;Vera Cruz;14.58;11.36;11.96;Disponível
7897337705899;Renitec 5mg 30 comprimidos;Consultar;Vera Cruz;42.29;32.95;34.68;Disponível
7896637022576;RETEMIC - 1mg/mL, 1 frasco com 120mL xarope;Consultar;Vera Cruz;60.15;50.85;53.53;Disponível
7896512901408;Supositório de Glicerina Granado Infantil 12un;Consultar;Vera Cruz;31.90;27.27;28.71;Disponível
7896523219691;Pasta D'Água Calamed Cimed 250mg/g 100g;Consultar;Vera Cruz;17.50;14.14;14.88;Esgotado
7896261013483;Cataflam 50mg 20 drágeas;Consultar;Vera Cruz;56.22;46.46;48.91;Disponível
7894916512022;Somalgin Cardio 100mg 60 comprimidos revestidos de dupla camada;Consultar;Vera Cruz;49.94;39.85;41.95;Disponível
7896382703317;Humulin N NPH 100UI/ml 2 Refis de 3ml cada;Consultar;Vera Cruz;94.67;53.96;56.80;Esgotado
7896658008542;Mirtax 5mg 15 comprimidos revestidos;Consultar;Vera Cruz;18.83;16.82;17.70;Disponível
7898040329969;Xarope Sedavan 3mg/ml Infantil Sabor Framboesa 100ml;Consultar;Vera Cruz;21.79;15.11;15.91;Disponível
7896658023361;Descongestionante Nasal Sorine H 3% Spray 50ml;Consultar;Vera Cruz;33.09;28.29;29.78;Disponível
7896006290988;Solução Oftálmica Ster 10mg/ml 5ml;Consultar;Vera Cruz;32.70;26.41;27.80;Esgotado
7896658015380;Trezor 10mg 30 comprimidos revestidos;Consultar;Vera Cruz;42.34;33.38;35.14;Disponível
7897018510019;Protetor Ocular Oftam Pequeno Bege 20un;Consultar;Vera Cruz;33.90;28.98;30.51;Disponível
7896658009518;Prelone 3mg/ml Sabor Cereja 60ml + 1 pipeta dosadora;Consultar;Vera Cruz;35.13;29.36;30.91;Disponível
7898470732155;Xarope Vick 44E 120ml;Consultar;Vera Cruz;45.23;39.53;41.61;Disponível
7896637025362;Postec 2,5mg/g + 150UTR/g Pomada 20g;Consultar;Vera Cruz;150.74;131.75;69.34;Disponível
7897460401255;Ginkoba 80mg 30 comprimidos revestidos;Consultar;Vera Cruz;73.05;56.21;59.17;Disponível
7896658028175;ProVance Aché Sabor Morango 10 Comprimidos Mastigáveis;Consultar;Vera Cruz;49.50;47.03;49.50;Disponível
7896112422150;Novanlo 2,5mg 60 comprimidos;Consultar;Vera Cruz;149.07;113.30;59.63;Esgotado
7898636192182;Solução Oftálmica Liris 5mg/ml 10ml;Consultar;Vera Cruz;42.99;35.53;37.40;Disponível
7896255766401;Betaserc 24mg 30 comprimidos;Consultar;Vera Cruz;73.42;55.80;58.74;Disponível
7891058002596;Allegra 120mg 2 comprimidos;Consultar;Vera Cruz;19.06;16.11;16.96;Disponível
7898133139239;Suplemento Hidroeletrolítico Hidralyte Uva 500ml;Consultar;Vera Cruz;17.50;11.81;12.43;Esgotado
7896658015106;Fisioton 400mg 30 comprimidos revestidos;Consultar;Vera Cruz;128.16;107.14;56.39;Disponível
7896082900269;Solução Nasal Sinustrat Vasoconstritor 0,5mg/ml 10ml;Consultar;Vera Cruz;19.07;14.68;15.45;Disponível
7891142202178;Velunid 450mg + 50mg 30 comprimidos revestidos;Consultar;Vera Cruz;86.58;74.85;78.79;Esgotado
7896108002175;Spirulina 380mg Bionatus 45 Cápsulas;Consultar;Vera Cruz;45.90;43.61;45.90;Esgotado
7896212479825;Daktarin 20mg/g Gel Oral 40g;Consultar;Vera Cruz;48.91;42.28;44.51;Esgotado
7891058013318;Calcort 6mg 20 comprimidos;Consultar;Vera Cruz;102.16;84.44;88.88;Esgotado
7896206403126;ATACAND COMB - 16mg + 2,5mg, 30 comprimidos de liberação prolongada;Consultar;Vera Cruz;132.62;125.99;66.31;Esgotado
7897411601543;Hirudoid 500 Gel 5mg/g 40g;Consultar;Vera Cruz;47.65;45.27;47.65;Disponível
7891058464073;Analgésico Novalgina 50mg/ml Sabor Framboesa 100ml + Seringa Dosadora;Consultar;Vera Cruz;49.03;41.92;44.13;Disponível
7892953003558;Dutam 0,5mg + 0,4mg 30 cápsulas gelatinosas duras de liberação prolongada;Consultar;Vera Cruz;122.80;93.33;98.24;Disponível
7896094210028;Plenance EZE 5mg+10mg 30 Cápsulas;Consultar;Vera Cruz;84.14;63.15;66.47;Disponível
7896641812958;Xantinon Complex flaconete com 10ml;Consultar;Vera Cruz;3.89;3.36;3.54;Disponível
7896016806247;Naldecon Noite 4 comprimidos;Consultar;Vera Cruz;14.99;12.39;13.04;Disponível
7897322714288;Fibras Tamarine sem Sabor 10 Sachês de 5,7g cada;Consultar;Vera Cruz;47.90;38.68;40.72;Esgotado
7897316806623;Triplenex 0,01% + 0,15% + 0,5% Solução Oftálmica Estéril 5ml;Consultar;Vera Cruz;269.24;225.08;78.98;Disponível
7896094922020;Albocresil 18mg/ml Gel 50g + Aplicador;Consultar;Vera Cruz;43.99;39.70;41.79;Disponível
7896637031943;Flancox 600mg 14 comprimidos;Consultar;Vera Cruz;65.29;49.00;51.58;Disponível
7898908753158;Traumeel S 30ml;Consultar;Vera Cruz;120.25;106.24;55.92;Disponível
7896714200064;Neo Fedipina 10mg 30 comprimidos;Consultar;Vera Cruz;23.34;22.17;23.34;Disponível
7896658003172;Decadron Injetável 2mg/ml 2 ampolas com 1ml cada;Consultar;Vera Cruz;18.14;15.16;15.96;Esgotado
7896382700583;Humulin N NPH 100UI/ml 1 ampola com 10ml;Consultar;Vera Cruz;87.81;67.57;71.13;Disponível
7896637032797;Eniagor 50mg/ml Solução Capilar Refil 50ml;Consultar;Vera Cruz;55.35;34.70;36.53;Disponível
7898037084819;Arnica Montana 6CH Almeida Prado Gotas 15ml;Consultar;Vera Cruz;32.90;31.26;32.90;Disponível
7896094999565;Neosaldina Dip 1g 4 comprimidos;Consultar;Vera Cruz;9.99;29.24;8.09;Esgotado
7896026304337;Micardis HCT 80mg + 12,5mg 30 comprimidos;Consultar;Vera Cruz;260.30;247.29;86.77;Esgotado
7896269901379;Zovirax 50mg/g Creme Dermatológico 10g;Consultar;Vera Cruz;72.29;59.75;62.89;Disponível
7896676420111;Afrat 150mg 1 comprimido;Consultar;Vera Cruz;43.71;41.52;43.71;Esgotado
7896658033520;Suplemento Alimentar de Lactase Levty 30 comprimidos com  10.000 U.FCC cada;Consultar;Vera Cruz;70.30;61.45;64.68;Disponível
7896212422784;Motilium 1mg/ml Suspensão Oral 60ml;Consultar;Vera Cruz;50.12;47.61;50.12;Esgotado
7896094921276;Coledue R 10mg + 20mg 30 cápsulas duras;Consultar;Vera Cruz;115.65;93.39;98.30;Disponível
7898074610354;Spidufen 770mg 6 comprimidos revestidos;Consultar;Vera Cruz;24.79;18.37;19.34;Esgotado
7891317455040;Domperix 10mg 30 comprimidos;Consultar;Vera Cruz;31.40;25.95;27.32;Disponível
7896658038686;Pant Sec 50mg/ml 1 válvula spray 50ml;Consultar;Vera Cruz;76.77;72.93;76.77;Disponível
7897851220069;Amiobal 30 comprimidos 100mg;Consultar;Vera Cruz;26.52;20.91;22.01;Disponível
7896658004001;Flagass 40mg 20 comprimidos;Consultar;Vera Cruz;36.23;31.66;33.33;Esgotado
7896206402020;Pulmicort 0,5mg/ml Suspensão para Nebulização 5 frascos com 2ml cada;Consultar;Vera Cruz;73.39;58.57;61.65;Disponível
7896472513307;Buprovil 600mg 20 Comprimidos Revestidos;Consultar;Vera Cruz;28.06;26.66;28.06;Esgotado
7898714760449;Acetilcisteína 600mg + Imuno Katiguá 16 cápsulas;Consultar;Vera Cruz;38.50;24.87;26.18;Esgotado
7896523216478;Pastilha Ciflogex Sabor Mel e Limão 12un;Consultar;Vera Cruz;22.63;18.28;19.24;Disponível
7896212479924;Analgésico Tylenol Gotas 200mg/ml Sabor Frutas 15ml;Consultar;Vera Cruz;45.18;33.48;35.24;Disponível
7896094210981;Ancoron 100mg 60 comprimidos revestidos;Consultar;Vera Cruz;40.77;30.21;31.80;Esgotado
7896226503721;Prolopa 100/25mg 30 comprimidos dispersíveis;Consultar;Vera Cruz;97.56;76.92;80.97;Esgotado
7898096577567;Winter Ap 6mg + 120mg 8 cápsulas;Consultar;Vera Cruz;38.62;30.82;32.44;Disponível
7896094928053;Hexomedine 1mg/ml + 0,5mg/ml Spray 50ml;Consultar;Vera Cruz;73.34;62.01;65.27;Disponível
7897322709475;Vitamina D3 Addera D3 7.000UI 10 comprimidos revestidos;Consultar;Vera Cruz;91.54;80.87;85.13;Disponível
7891010246952;Tylenol Sinus 1g + 60mg 36 comprimidos revestidos;Consultar;Vera Cruz;36.27;30.32;31.92;Disponível
7896026305280;Micardis Anlo 80mg + 10mg 30 comprimidos;Consultar;Vera Cruz;169.72;135.43;71.28;Disponível
7896622305851;Antiácido Pó Efervescente Gastrol Limão 1 envelope com 5g;Consultar;Vera Cruz;4.13;3.33;3.51;Disponível
7898016410066;Nitrato de Prata Bastão 90,0% Ifal 0,8g;Consultar;Vera Cruz;52.50;49.88;52.50;Disponível
7891721029950;Glivance XR 500mg + 30mg 30 Comprimidos de Liberação Prolongada;Consultar;Vera Cruz;57.37;44.15;46.47;Disponível
7896181901747;Cordarex 5mg 30 comprimidos;Consultar;Vera Cruz;38.69;31.98;33.66;Disponível
7891106914031;Primogyna 1mg 28 drágeas;Consultar;Vera Cruz;57.40;45.26;47.64;Esgotado
7896523210889;Cimegripe 10 Cápsulas;Consultar;Vera Cruz;15.25;22.33;9.61;Esgotado
7896090611782;Analgésico Advil 400mg 3 cápsulas líquidas;Consultar;Vera Cruz;9.99;6.45;6.79;Disponível
3499320010788;Soolantra 10mg/g Creme Dermatológico 30g;Consultar;Vera Cruz;165.98;130.87;68.88;Disponível
7896241231630;Tapazol 10mg 50 comprimidos;Consultar;Vera Cruz;38.73;36.79;38.73;Esgotado
7896181918950;Alenia 12mcg + 400mcg 60 cápsulas inalatórias + 1 inalador;Consultar;Vera Cruz;201.78;191.69;67.26;Disponível
7896548198865;Solução Oftálmica Florate 1mg/ml 5ml;Consultar;Vera Cruz;40.61;34.33;36.14;Esgotado
7896523209173;Sedamed 300mg + 30mg + 30mg 20 comprimidos revestidos;Consultar;Vera Cruz;28.40;12.68;13.35;Esgotado
7896094926615;Vabam 15mg 15 comprimidos revestidos;Consultar;Vera Cruz;95.33;90.56;95.33;Esgotado
7897705202678;Rybelsus 3mg 30 comprimidos;Consultar;Vera Cruz;1;860.17;301.81;Disponível
7891317025564;Trok 20mg/g + 0,64mg/g Creme Dermatológico 10g;Consultar;Vera Cruz;20.65;17.26;18.17;Disponível
7898029550810;Triplixam 5mg + 1,25mg + 10mg 30 comprimidos revestidos;Consultar;Vera Cruz;100.11;95.10;50.06;Disponível
7896070601468;SECNIDAL - 1000mg, 2 comprimidos revestidos;Consultar;Vera Cruz;51.97;41.47;43.65;Disponível
7897595901187;Beserol 12 comprimidos;Consultar;Vera Cruz;26.31;18.50;19.47;Disponível
7892953003022;Codroflex 500mg + 400mg 90 cápsulas;Consultar;Vera Cruz;208.78;158.67;55.67;Disponível
7898040329693;Floratil AT 250mg 10 cápsulas;Consultar;Vera Cruz;75.00;59.85;63.00;Disponível
7898040324971;Motix Pomada 50g;Consultar;Vera Cruz;93.50;81.72;86.02;Disponível
5000456028370;Xigduo XR 5mg + 1000mg 60 comprimidos revestidos de liberação prolongada;Consultar;Vera Cruz;262.04;211.59;74.24;Disponível
7896641804434;Xantinol Complex 12 flaconetes com 10ml cada;Consultar;Vera Cruz;45.06;42.81;45.06;Disponível
7896658000393;Famox 40mg 10 comprimidos;Consultar;Vera Cruz;57.05;47.69;50.20;Disponível
7896112406143;Endofer 100mg 30 comprimidos mastigáveis;Consultar;Vera Cruz;56.74;53.90;56.74;Esgotado
7897411610675;Benicar HCT 40 + 12,5mg 30 comprimidos revestidos;Consultar;Vera Cruz;108.55;79.40;83.58;Disponível
7894916516013;Toragesic 10mg 20 comprimidos sublinguais;Consultar;Vera Cruz;39.54;31.93;33.61;Disponível
7896261014244;Analgésico CataflamPRO Emugel 30g;Consultar;Vera Cruz;32.46;26.83;28.24;Disponível
7896714200125;Neo Fedipina 20mg 30 comprimidos;Consultar;Vera Cruz;36.10;16.46;17.33;Disponível
7891317016425;Alta D 15.000UI 4 Cápsulas Moles;Consultar;Vera Cruz;59.40;50.79;53.46;Disponível
7896261011069;Diovan 40mg 28 comprimidos revestidos;Consultar;Vera Cruz;151.14;143.58;50.38;Esgotado
7896026307031;Trayenta Duo 2,5mg + 850mg 60 comprimidos revestidos;Consultar;Vera Cruz;319.19;248.65;87.25;Disponível
7896331707403;Elixir Galenogal 150ml;Consultar;Vera Cruz;55.90;44.08;46.40;Esgotado
7891317445744;Trok - N 20mg/g + 0,64mg/g + 2,5mg/g Pomada Dermatológica 30g;Consultar;Vera Cruz;42.63;36.04;37.94;Disponível
7896226103037;Permear 300mg 30 comprimidos revestidos;Consultar;Vera Cruz;256.10;243.30;85.37;Esgotado
7896226109275;Vicog 5mg 90 comprimidos;Consultar;Vera Cruz;96.95;71.84;75.62;Disponível
7896094921375;Amome 50mcg Spray Nasal 120 acionamentos;Consultar;Vera Cruz;72.33;61.15;64.37;Disponível
7896658005091;Fentizol 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada;Consultar;Vera Cruz;50.61;44.23;46.56;Disponível
7896422513265;OsteoNutri 600mg + 400UI 30 comprimidos revestidos;Consultar;Vera Cruz;97.50;92.63;97.50;Disponível
7896658034978;Pant 50mg/ml Refil 50ml;Consultar;Vera Cruz;72.76;69.12;72.76;Disponível
7898040329648;Floratil 100mg 12 cápsulas;Consultar;Vera Cruz;57.27;48.42;50.97;Disponível
7896230302068;Mel Rosado ADV 30ml;Consultar;Vera Cruz;14.80;11.81;12.43;Disponível
7896094901612;Analgésico Aerossol Gelol 60ml;Consultar;Vera Cruz;51.70;42.24;44.46;Disponível
7891317010751;Dexalgen NF Solução Injetável 3 ampolas I (1 ml) e 3 ampolas II (2 ml);Consultar;Vera Cruz;53.51;46.26;48.69;Disponível
7896206401160;Atacand 8mg 30 comprimidos;Consultar;Vera Cruz;182.84;173.70;60.95;Esgotado
7896004706559;Celerg Xarope 0,4mg/ml + 0,05mg/ml 120ml;Consultar;Vera Cruz;37.74;30.84;32.46;Esgotado
7896422524452;OsteoNutri 600mg + 400UI 60 comprimidos revestidos;Consultar;Vera Cruz;161.50;153.43;53.83;Disponível
7896181913719;Busonid Aquoso Nasal 100mcg 120 doses 6ml;Consultar;Vera Cruz;95.02;76.73;80.77;Disponível
7896112403418;Contractubex Gel 20g;Consultar;Vera Cruz;142.50;123.20;64.84;Disponível
7908134200453;Slinda 4mg 28 comprimidos revestidos;Consultar;Vera Cruz;130.81;100.66;52.98;Disponível
7896006230205;DIGESTINA - 4mg/mL, 1 frasco gotejador com 20mL de solução de uso oral;Consultar;Vera Cruz;23.88;14.52;15.28;Disponível
7891158104671;Suplemento Hidroeletrolítico Pedialyte Max Coco 500ml;Consultar;Vera Cruz;23.90;15.67;16.49;Disponível
7896180300244;Solução Oftálmica Maxilerg 1mg/ml 5ml;Consultar;Vera Cruz;43.22;33.26;35.01;Disponível
7896658035388;Pant 50mg/ml 2 frascos de 50ml cada;Consultar;Vera Cruz;137.29;112.17;59.04;Esgotado
7891317458867;Letrozol 2,5mg Eurofarma 30 comprimidos revestidos;Consultar;Vera Cruz;909.92;328.48;115.26;Disponível
7891106913966;Diane 35 2mg + 0,035mg 21 drágeas;Consultar;Vera Cruz;42.77;33.73;35.50;Disponível
7899470807997;Kalonat 10ml;Consultar;Vera Cruz;18.99;13.71;14.43;Disponível
7896206401146;Atacand 16mg 30 comprimidos;Consultar;Vera Cruz;181.97;172.87;60.66;Esgotado
7896112427704;Aradois 100mg 30 comprimidos revestidos;Consultar;Vera Cruz;155.71;112.42;59.17;Disponível
7896112428015;Aradois H 50mg + 12,5mg 90 comprimidos revestidos;Consultar;Vera Cruz;191.86;149.46;52.44;Disponível
7891058003562;Puran T4 37,5mcg 30 comprimidos;Consultar;Vera Cruz;11.67;8.21;8.64;Disponível
7896637023122;Moment 0,25mg/ml 60ml;Consultar;Vera Cruz;70.98;62.04;65.30;Disponível
7897337713382;Pérola 75mcg 28 comprimidos revestidos;Consultar;Vera Cruz;49.93;38.42;40.44;Esgotado
7896112435648;Gestrelan 0,15mg + 0,03mg 63 comprimidos;Consultar;Vera Cruz;47.53;34.77;36.60;Esgotado
7891721008368;Alginac 5.000mcg + 100mg + 100mg + 75mg 3 ampolas com 1ml + 3 ampolas com 2ml;Consultar;Vera Cruz;37.41;30.21;31.80;Disponível
7891317457211;Zina 5mg 10 comprimidos;Consultar;Vera Cruz;60.16;49.72;52.34;Disponível
7897322714479;Mioflex A 125mg + 50mg + 300mg + 30mg 30 Comprimidos;Consultar;Vera Cruz;66.23;57.88;60.93;Disponível
7896658001901;Decongex Plus 12 comprimidos;Consultar;Vera Cruz;33.91;26.91;28.33;Disponível
7896641800740;Riopan Plus 80mg/ml + 10mg/ml 240ml;Consultar;Vera Cruz;55.89;48.32;50.86;Esgotado
7897595601766;Sinvastacor 10mg 30 comprimidos revestidos;Consultar;Vera Cruz;29.90;6.82;7.18;Disponível
7897705202425;Insulina Fiasp 100U FlexTouch 3ml Com 1 Caneta;Consultar;Vera Cruz;66.52;54.35;57.21;Disponível
7896637028523;Labirin 24mg 30 comprimidos;Consultar;Vera Cruz;34.57;16.43;17.29;Disponível
4260085521425;Icacort 1mg/g + 10mg/g Creme Dermatológico 30g;Consultar;Vera Cruz;45.41;40.56;42.69;Disponível
7892828001375;Hidrion 40mg + 100mg 30 comprimidos;Consultar;Vera Cruz;42.04;34.34;36.15;Disponível
7896112108320;Kit Solução Estéril para Lentes Bio Lent 360ml + 120ml + Estojo para Lentes;Consultar;Vera Cruz;46.25;37.79;39.78;Disponível
7893736010053;Enxak 12 comprimidos;Consultar;Vera Cruz;22.58;19.73;20.77;Disponível
7892828001368;Hidrion 40mg + 100mg 20 comprimidos;Consultar;Vera Cruz;29.35;23.98;25.24;Disponível
7891058019839;AAS Infantil 100mg com 10 comprimidos;Consultar;Vera Cruz;9.16;8.70;9.16;Esgotado
7898029552128;Diamicron MR 30mg 30 comprimidos de liberação prolongada;Consultar;Vera Cruz;52.92;41.72;43.92;Disponível
7896672201875;Bamifix 300mg 20 drágeas;Consultar;Vera Cruz;45.76;36.96;38.90;Disponível
7899337000424;Omnic Ocas 0,4mg 60 comprimidos de liberação prolongada;Consultar;Vera Cruz;233.11;179.38;62.94;Disponível
7897411601482;Effient 10mg 30 comprimidos revestidos;Consultar;Vera Cruz;480.56;346.97;121.74;Disponível
7501006718065;Chá Vick Pyrena Sabor Maçã e Canela 5g;Consultar;Vera Cruz;5.67;5.39;5.67;Disponível
7896212429745;Motilium 10mg 60 comprimidos;Consultar;Vera Cruz;71.49;60.45;63.63;Esgotado
