venda_id;nome_produto;data_venda;quantidade;ponto_origem
20786;Benestare 625mg 30 comprimidos revestidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
10238;Triancil 20mg/ml Solução Injetável 5 frascos-ampola com 1ml cada;02-2024;18.0;Historico_Vendas_Vera_Cruz
5162;Bramicar 40mg 30 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
20522;Suplemento Hidroeletrolítico Sorox Sabor Limão 550ml;02-2024;18.0;Historico_Vendas_Vera_Cruz
22538;Motilium 1mg/ml Suspensão Oral 200ml;02-2024;18.0;Historico_Vendas_Vera_Cruz
7610;Duoflam 5mg/ml + 2mg/ml Suspensão Injetável com 1ml + seringa;02-2024;18.0;Historico_Vendas_Vera_Cruz
22766;Doss 50.000UI 4 cápsulas gelatinosas moles;02-2024;18.0;Historico_Vendas_Vera_Cruz
4658;Apresolina 50mg 60 drágeas;02-2024;18.0;Historico_Vendas_Vera_Cruz
29337;Tropinal 20 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
20702;Suplemento Alimentar Engov After Sabor Citrus 250ml;02-2024;18.0;Historico_Vendas_Vera_Cruz
2858;Spidufen 1155mg Sabor Menta Anis com 10 Envelopes de 3g cada;02-2024;18.0;Historico_Vendas_Vera_Cruz
28688;Piascledine 300 100mg + 200mg 30 cápsulas;02-2024;18.0;Historico_Vendas_Vera_Cruz
24926;Protetor Ocular Nexcare Pequeno 20un;02-2024;18.0;Historico_Vendas_Vera_Cruz
386;Celergin 0,25mg + 2mg 20 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
24674;Vodol 20mg/g Pó 30g;02-2024;18.0;Historico_Vendas_Vera_Cruz
10766;Clenil A 400mcg/ml 10 flaconetes com 2ml cada;02-2024;18.0;Historico_Vendas_Vera_Cruz
15458;Ultibro 110mg + 50mcg 30 cápsulas com pó para inalação + 1 inalador;02-2024;18.0;Historico_Vendas_Vera_Cruz
10178;Artrolive 1500mg + 1200mg Sabor Laranja 30 envelopes com 4g de granulado cada;02-2024;18.0;Historico_Vendas_Vera_Cruz
26450;Vibral 30mg/ml Gotas 10ml;02-2024;18.0;Historico_Vendas_Vera_Cruz
7922;Allestra 30 75mcg + 30mcg 21 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
25982;Vitafer 109mg 50 comprimidos revestidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
10454;Piascledine 300 100mg + 200mg 30 cápsulas;02-2024;18.0;Historico_Vendas_Vera_Cruz
26174;Neo Fólico 5mg Neo Química 20 comprimidos revestidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
30189;Motilium 1mg/ml Suspensão Oral 200ml;02-2024;18.0;Historico_Vendas_Vera_Cruz
10970;Singulair 4mg 30 comprimidos mastigáveis;02-2024;18.0;Historico_Vendas_Vera_Cruz
29340;Vertigium 10mg 50 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
11270;Sal de Frutas Eno Abacaxi 100g;02-2024;18.0;Historico_Vendas_Vera_Cruz
1514;Moment 0,25mg/g Creme 50g;02-2024;18.0;Historico_Vendas_Vera_Cruz
18458;Vertigium 10mg 50 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
15206;Tropinal 20 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
16742;Stanglit 45mg 30 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
25550;Primogyna 2mg 28 drágeas;02-2024;18.0;Historico_Vendas_Vera_Cruz
5246;Indapen SR 1,5mg 60 comprimidos revestidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
12098;Ancoron 100mg 60 comprimidos revestidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
16874;Glifage 850mg 30 comprimidos revestidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
22418;Dramin CapsGel 50mg 10 Cápsulas Mole;02-2024;18.0;Historico_Vendas_Vera_Cruz
30390;Moment 0,25mg/g Creme 50g;02-2024;18.0;Historico_Vendas_Vera_Cruz
25442;Aloxidil 50mg/ml Spray Capilar 50ml;02-2024;18.0;Historico_Vendas_Vera_Cruz
3926;Atensina 0,150mg 30 comprimidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
19010;Kit Lavitan Pré-Natal Multi 60 cápsulas moles + Ômega 3 DHA 30 comprimidos revestidos;02-2024;18.0;Historico_Vendas_Vera_Cruz
14342;Massageol Pomada 30g;02-2024;18.0;Historico_Vendas_Vera_Cruz
10826;Piemonte 4mg 30 comprimidos mastigáveis;02-2024;19.0;Historico_Vendas_Vera_Cruz
16286;Descongestionante em Jato Contínuo Vick Vapo Spray 100ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
15614;Sorine 0,9% Nebulizador 45ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
24446;Pomada Bucal Mud Oral 1mg/g 10g;02-2024;19.0;Historico_Vendas_Vera_Cruz
16754;Stanglit 30mg 60 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
15842;Solução Nasal Maresis Jato Forte 100ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
15374;Fostair DPI 100mcg/6mcg por inalação 1 Dispositivo Next DPI com 120 doses;02-2024;19.0;Historico_Vendas_Vera_Cruz
18650;Cimegripe Muc 600mg + 1g 10 comprimidos efervescentes;02-2024;19.0;Historico_Vendas_Vera_Cruz
25058;DUOMO HP Eurofarma 60 Cápsulas Duras;02-2024;19.0;Historico_Vendas_Vera_Cruz
5030;Acertanlo 14mg + 10mg 30 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
28323;Pastilhas para Garganta Strepsils Sabor Mel e Limão 16 pastilhas;02-2024;19.0;Historico_Vendas_Vera_Cruz
2798;Analgésico Tylenol Criança 32mg/ml Sabor Frutas 60ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
27830;Lanz 30mg 28 cápsulas duras de liberação retardada;02-2024;19.0;Historico_Vendas_Vera_Cruz
21182;PlantaBen 3,5g Sabor Artificial Laranja Pó Efervescente 10 envelopes com 5g cada;02-2024;19.0;Historico_Vendas_Vera_Cruz
19934;Puran T4 112mcg 30 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
6782;Celestone 4mg/ml 1 ampola com 1ml de solução de uso intramuscular ou intravenoso;02-2024;19.0;Historico_Vendas_Vera_Cruz
1850;Doril 6 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
5618;Prelone 3mg/ml Sabor Cereja 120ml + 1 pipeta dosadora;02-2024;19.0;Historico_Vendas_Vera_Cruz
7838;Mitrul 15mg 10 cápsulas gelatinosas duras de liberação prolongada;02-2024;19.0;Historico_Vendas_Vera_Cruz
7670;Mesacol MMX 1200mg 30 comprimidos revestidos de liberação prolongada;02-2024;19.0;Historico_Vendas_Vera_Cruz
29715;Naprix D 5mg + 12,5mg 30 cápsulas duras;02-2024;19.0;Historico_Vendas_Vera_Cruz
9338;Cimegripe 10 Cápsulas;02-2024;19.0;Historico_Vendas_Vera_Cruz
26246;Penvir 500mg 21 comprimidos revestidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
2102;Buprovil 600mg 20 Comprimidos Revestidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
16586;Humalog 1000UI 1 ampola com 10ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
18134;Pastilhas para Garganta Strepsils Sabor Mel e Limão 16 pastilhas;02-2024;19.0;Historico_Vendas_Vera_Cruz
28150;Penvir 500mg 21 comprimidos revestidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
10874;Seretide Diskus 50mcg + 250mcg 60 doses de pó para inalação;02-2024;19.0;Historico_Vendas_Vera_Cruz
12986;Transamin 250mg 12 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
4634;Exforge HCT 160mg + 12,5mg + 10mg 28 comprimidos revestidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
28859;Celestone 4mg/ml 1 ampola com 1ml de solução de uso intramuscular ou intravenoso;02-2024;19.0;Historico_Vendas_Vera_Cruz
4130;Naprix D 5mg + 12,5mg 30 cápsulas duras;02-2024;19.0;Historico_Vendas_Vera_Cruz
23030;Prolopa BD 100/25mg 30 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
18014;Pastilha Ciflogex Sabor Mel e Limão 12un;02-2024;19.0;Historico_Vendas_Vera_Cruz
6098;Malvona Solução Oral 200ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
28289;Fostair DPI 100mcg/6mcg por inalação 1 Dispositivo Next DPI com 120 doses;02-2024;19.0;Historico_Vendas_Vera_Cruz
17726;Clorana 25mg 30 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
22430;Enavo 8mg 10 comprimidos EMS;02-2024;19.0;Historico_Vendas_Vera_Cruz
3782;VASOPRIL PLUS - 10mg + 25mg, 60 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
15182;Lacday 10.000 U.FCC EMS 30 comprimidos mastigáveis;02-2024;19.0;Historico_Vendas_Vera_Cruz
4442;Concor 1,25mg 30 comprimidos revestidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
20510;Picoprep 10mg + 3,5g + 12g 2 sachês com 16,1g cada Sabor Laranja;02-2024;19.0;Historico_Vendas_Vera_Cruz
5330;Biofenac Aerossol 85ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
10862;Aerolin 100mcg/dose 200 doses 14,6 ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
14558;Crevagin 30mg/g + 20mg/g Creme Ginecológico 40g + 7 aplicadores;02-2024;19.0;Historico_Vendas_Vera_Cruz
30406;Enavo 8mg 10 comprimidos EMS;02-2024;19.0;Historico_Vendas_Vera_Cruz
6218;Bexai 35mg 20 capsúlas;02-2024;19.0;Historico_Vendas_Vera_Cruz
50;Busonid Aquoso Nasal 64mcg 120 doses 6ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
27590;Divena 40mg 30 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
26738;Xarope Vick Pediátrico 120ml;02-2024;19.0;Historico_Vendas_Vera_Cruz
7466;Calcort 6mg 20 comprimidos;02-2024;19.0;Historico_Vendas_Vera_Cruz
13874;Zinpass 10mg 30 comprimidos revestidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
21386;Solução Oftálmica Azopt 10mg/ml 5ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
29594;Calcort 6mg 20 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
29874;Vitamina D Cimed 7.000UI 4 Cápsulas Moles;02-2024;20.0;Historico_Vendas_Vera_Cruz
14906;Colic Calm Suspensão Oral 59ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
626;Zyxem 5mg 10 comprimidos revestidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
27158;Vitamina D Cimed 7.000UI 4 Cápsulas Moles;02-2024;20.0;Historico_Vendas_Vera_Cruz
29981;Coltrax 4mg 20 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
4178;Naprix 5mg 30 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
27410;Vitamina D3 Addera D3 10.000UI 4 Comprimidos Revestidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
21962;Solução Oftálmica Toragesic Ofta 5mg/ml 5ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
11222;Sal de Frutas Eno Tradicional 100g;02-2024;20.0;Historico_Vendas_Vera_Cruz
18302;Zomig OD 2,5mg 2 comprimidos orodispersíveis;02-2024;20.0;Historico_Vendas_Vera_Cruz
1442;Advil 600mg 12 Horas 2 comprimidos revestidos de liberação prolongada;02-2024;20.0;Historico_Vendas_Vera_Cruz
9878;Tanakan 120mg 30 comprimidos revestidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
19370;Levoid 112mcg 30 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
30454;Zomig OD 2,5mg 2 comprimidos orodispersíveis;02-2024;20.0;Historico_Vendas_Vera_Cruz
7826;Flodin Duo 150mg 10 comprimidos de liberação controlada;02-2024;20.0;Historico_Vendas_Vera_Cruz
10694;Pulmicort 0,5mg/ml Suspensão para Nebulização 5 frascos com 2ml cada;02-2024;20.0;Historico_Vendas_Vera_Cruz
20690;Tamarine 6mg 20 cápsulas;02-2024;20.0;Historico_Vendas_Vera_Cruz
28279;Neo B 100mg + 100mg + 5000mcg 60 comprimidos revestidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
8102;Gestrelan 0,15mg + 0,03mg 63 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
15170;Buscoplex Composto Gotas 20ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
266;Loratadina 10mg Cimed, 12 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
2018;Alivium 600mg 10 cápsulas líquidas;02-2024;20.0;Historico_Vendas_Vera_Cruz
28183;Alivium 600mg 10 cápsulas líquidas;02-2024;20.0;Historico_Vendas_Vera_Cruz
11654;Antiácido Pó Efervescente Estomazil Sabor Guaraná 5g;02-2024;20.0;Historico_Vendas_Vera_Cruz
19238;Synthroid 88mcg 30 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
23942;Belpele 3mg/g Gel 30g;02-2024;20.0;Historico_Vendas_Vera_Cruz
25286;Eniagor 50mg/ml Solução Capilar 50ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
30471;Diprosone 0,5mg/g Pomada 30g;02-2024;20.0;Historico_Vendas_Vera_Cruz
6266;Ibuliv 400mg 8 cápsulas moles;02-2024;20.0;Historico_Vendas_Vera_Cruz
15098;Atrofem 10 cápsulas moles;02-2024;20.0;Historico_Vendas_Vera_Cruz
17834;Flogoral 1,5mg/ml Spray Sabor Cereja 30ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
14498;Gyno - Icaden Óvulo 600mg 1 óvulo + 1 dedeira;02-2024;20.0;Historico_Vendas_Vera_Cruz
6686;Diprosone 0,5mg/g Pomada 30g;02-2024;20.0;Historico_Vendas_Vera_Cruz
17198;Diamicron MR 30mg 60 comprimidos de liberação prolongada;02-2024;20.0;Historico_Vendas_Vera_Cruz
6290;Neo B 100mg + 100mg + 5000mcg 60 comprimidos revestidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
17030;Saxenda 6mg/ml 3 carpules com 3ml + 3 sistemas de aplicação;02-2024;20.0;Historico_Vendas_Vera_Cruz
21350;Xantinon Complex flaconete com 10ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
21014;Lactulona 667mg/ml Xarope Sabor Ameixa 120ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
15686;Solução Nasal Sinusec Spray 30ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
9374;Resfenol 20 cápsulas;02-2024;20.0;Historico_Vendas_Vera_Cruz
11894;Ritmoneuran RTM 20 Cápsulas;02-2024;20.0;Historico_Vendas_Vera_Cruz
19994;Indux 50mg 10 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
11246;Sal de Frutas Eno Guaraná 2 envelopes com 5g;02-2024;20.0;Historico_Vendas_Vera_Cruz
9722;Multigrip 20 cápsulas gelatinosas duras;02-2024;20.0;Historico_Vendas_Vera_Cruz
17630;RETEMIC - 1mg/mL, 1 frasco com 120mL xarope;02-2024;20.0;Historico_Vendas_Vera_Cruz
10166;Motore 250mg 120 cápsulas;02-2024;20.0;Historico_Vendas_Vera_Cruz
7418;Coltrax 4mg 20 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
19142;Suplemento Alimentar Ofolato D Fer 1000UI 30 comprimidos;02-2024;20.0;Historico_Vendas_Vera_Cruz
30276;Belpele 3mg/g Gel 30g;02-2024;20.0;Historico_Vendas_Vera_Cruz
2426;Analgésico Novalgina 50mg/ml Sabor Framboesa 100ml + Seringa Dosadora;02-2024;20.0;Historico_Vendas_Vera_Cruz
2678;Ibupril 100mg/ml Sabor Tutti-Frutti 20ml;02-2024;20.0;Historico_Vendas_Vera_Cruz
14546;Gel Hidratante Intravaginal Provagin 30g;02-2024;21.0;Historico_Vendas_Vera_Cruz
26138;Endofolin 5mg 30 comprimidos revestidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
17942;Melagrião Própolis e Gengibre Spray Sabor Menta 30ml;02-2024;21.0;Historico_Vendas_Vera_Cruz
24794;Kit Solução para Lentes OPTI-FREE Express 355ml + 120ml + 1 Estojo para Lentes;02-2024;21.0;Historico_Vendas_Vera_Cruz
12626;Pradaxa 150mg 30 cápsulas;02-2024;21.0;Historico_Vendas_Vera_Cruz
23270;NovaCort Creme 30g;02-2024;21.0;Historico_Vendas_Vera_Cruz
25790;PROVERA - 10mg, 14 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
24950;Protetor Ocular Oftam Grande Bege 20un;02-2024;21.0;Historico_Vendas_Vera_Cruz
16442;Glyxambi 25mg + 5mg 30 comprimidos revestidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
21986;Diamox 250mg 30 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
19910;Puran T4 12,5mcg 30 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
3458;Ablok Plus 25mg + 12,5mg 60 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
7214;Adesivos Salonpas Pequeno 10un;02-2024;21.0;Historico_Vendas_Vera_Cruz
1658;Nevralgex Cimed 10 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
16694;Nesina Pio 25mg + 15mg 30 comprimidos revestidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
19742;Euthyrox 175mcg 50 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
26378;Teste de Gravidez Fast Test Plus 1un;02-2024;21.0;Historico_Vendas_Vera_Cruz
24038;Deriva Micro 1mg/g Gel de Liberação Controlada 30g;02-2024;21.0;Historico_Vendas_Vera_Cruz
3038;Angipress 50mg 30 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
314;Xarope Dexmine 120ml;02-2024;21.0;Historico_Vendas_Vera_Cruz
25334;Pantogar Biolab 90 Cápsulas;02-2024;21.0;Historico_Vendas_Vera_Cruz
29280;Gel Hidratante Intravaginal Provagin 30g;02-2024;21.0;Historico_Vendas_Vera_Cruz
30100;Digestina 10mg  20 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
7190;Adesivos Salonpas Pequeno 4un;02-2024;21.0;Historico_Vendas_Vera_Cruz
14366;Massageol Pomada 15g;02-2024;21.0;Historico_Vendas_Vera_Cruz
28999;PROVERA - 10mg, 14 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
25178;Diad 1,5mg 1 comprimido;02-2024;21.0;Historico_Vendas_Vera_Cruz
22778;Doss 7.000UI 12 cápsulas gelatinosas moles;02-2024;21.0;Historico_Vendas_Vera_Cruz
4202;Naprix 5mg 90 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
98;Esalerg 0,5mg/ml Xarope Sabor Tutti Frutti 60ml;02-2024;21.0;Historico_Vendas_Vera_Cruz
5942;Metrexato 2,5mg 24 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
5006;Triplixam 10mg + 2,5mg + 10mg 30 comprimidos revestidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
24554;Micolamina 10mg/ml Loção Spray 50ml;02-2024;21.0;Historico_Vendas_Vera_Cruz
28592;Naprix 5mg 90 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
13142;Atlansil 100mg 20 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
14534;Stele 1mg/g Creme Ginecológico 50g + 5 aplicadores;02-2024;21.0;Historico_Vendas_Vera_Cruz
14402;Hirudoid 500 Gel 5mg/g 40g;02-2024;21.0;Historico_Vendas_Vera_Cruz
15074;Lisador Cólica 20 comprimidos revestidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
22730;Osteoban 150mg 3 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
9350;Cimegripe Gotas Pediátrico Sabor Laranja 20ml;02-2024;21.0;Historico_Vendas_Vera_Cruz
22646;Digestina 10mg  20 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
14714;Takil 20mg + 30mg Creme Ginecológico 35g + 7 aplicadores;02-2024;21.0;Historico_Vendas_Vera_Cruz
2618;Somalgin Cardio 81mg, 60 Comprimidos Revestidos de Dupla Camada;02-2024;21.0;Historico_Vendas_Vera_Cruz
1562;Aspirina C 2 Sabor Limão comprimidos efervescentes;02-2024;21.0;Historico_Vendas_Vera_Cruz
20894;Suplemento Hidroeletrolítico Hidralyte Laranja 500ml;02-2024;21.0;Historico_Vendas_Vera_Cruz
12638;Ginkomed 80mg 30 comprimidos revestidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
7898;Rubia 75mcg 84 comprimidos revestidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
19358;Levoid 75mcg 30 comprimidos;02-2024;21.0;Historico_Vendas_Vera_Cruz
17618;Retemic UD 10mg 30 comprimidos de liberação controlada;02-2024;21.0;Historico_Vendas_Vera_Cruz
10682;Formocaps 12mcg 30 cápsulas com pó para inalação + 1 inalador;02-2024;21.0;Historico_Vendas_Vera_Cruz
9410;Xarope Benegrip Multi Sabor Frutas Vermelhas 240ml;02-2024;21.0;Historico_Vendas_Vera_Cruz
9698;Chá Vick Pyrena Sabor Mel e Limão 5g;02-2024;21.0;Historico_Vendas_Vera_Cruz
28596;Solução Oftálmica Lumigan 0,3% 3ml;02-2024;21.0;Historico_Vendas_Vera_Cruz
10118;Ginkoba 120mg 30 comprimidos revestidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
21806;Cetrolac MD 4mg/ml 5ml;02-2024;22.0;Historico_Vendas_Vera_Cruz
4406;Roxflan 10mg 30 comprimidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
4142;Quenzor 100mg 30 cápsulas duras de liberação prolongada;02-2024;22.0;Historico_Vendas_Vera_Cruz
25238;Pant 50mg/ml 2 frascos de 50ml cada;02-2024;22.0;Historico_Vendas_Vera_Cruz
11570;Antiácido Pó Efervescente Estomazil Sabor Abacaxi 6 envelopes com 5g cada;02-2024;22.0;Historico_Vendas_Vera_Cruz
12146;Renalapril 5mg 30 comprimidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
26654;Xarope Bisolvon 8mg/5ml Adulto Sabor Cereja 120ml;02-2024;22.0;Historico_Vendas_Vera_Cruz
14570;Ginna 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada;02-2024;22.0;Historico_Vendas_Vera_Cruz
18470;Neosaldina Dip 1g 20 comprimidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
19082;Suplemento Alimentar Ofalato 90 comprimidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
27530;Dprev 14.000ui 04 comprimidos revestidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
11102;Magnésia Bisurada Sabor Menta 10 pastilhas;02-2024;22.0;Historico_Vendas_Vera_Cruz
14438;Fentizol Óvulo 600mg 1 óvulo + 1 aplicador;02-2024;22.0;Historico_Vendas_Vera_Cruz
29362;Proctyl 50mg/g + 10mg/g Pomada 10 bisnagas com 3g cada + 10 aplicadores;02-2024;22.0;Historico_Vendas_Vera_Cruz
21518;Solução Oftálmica Claroft 0,12mg/ml 15ml;02-2024;22.0;Historico_Vendas_Vera_Cruz
26894;Untral 2,5mg Aché 90 cápsulas;02-2024;22.0;Historico_Vendas_Vera_Cruz
9710;Tamiflu 75mg 10 cápsulas;02-2024;22.0;Historico_Vendas_Vera_Cruz
7094;Torsilax Neo Química 12 comprimidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
446;Allexofedrin Pediátrico 6mg/ml EMS Sabor Framboesa 150ml;02-2024;22.0;Historico_Vendas_Vera_Cruz
26390;Teste de Gravidez Fast Test Semanas 1un;02-2024;22.0;Historico_Vendas_Vera_Cruz
21590;Solução Oftálmica Lumigan 0,3% 3ml;02-2024;22.0;Historico_Vendas_Vera_Cruz
13730;Coledue R 10mg + 10mg 30 cápsulas duras;02-2024;22.0;Historico_Vendas_Vera_Cruz
15470;Seebri 50mcg 30 cápsulas com pó para inalação + 1 inalador;02-2024;22.0;Historico_Vendas_Vera_Cruz
2378;AAS Protect 100mg 30 comprimidos revestidos de liberação entérica;02-2024;22.0;Historico_Vendas_Vera_Cruz
6530;Betnovate 1mg/g Creme Dermatológico 30g;02-2024;22.0;Historico_Vendas_Vera_Cruz
20618;Lacto-Leve Sabor Ameixa 120ml;02-2024;22.0;Historico_Vendas_Vera_Cruz
12686;Perivasc 450mg + 50mg 60 Comprimidos Revestidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
14414;Hirudoid 300 Gel 3mg/g 40g;02-2024;22.0;Historico_Vendas_Vera_Cruz
30297;Tamiflu 75mg 10 cápsulas;02-2024;22.0;Historico_Vendas_Vera_Cruz
22514;Peridal 10mg 60 comprimidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
20738;Laxante Muvinlax Sabor Limão 20 sachês com 14g;02-2024;22.0;Historico_Vendas_Vera_Cruz
12122;Ancoron 100mg 30 comprimidos revestidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
17474;Yomax 5,4mg 60 comprimidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
17438;Proctyl 50mg/g + 10mg/g Pomada 10 bisnagas com 3g cada + 10 aplicadores;02-2024;22.0;Historico_Vendas_Vera_Cruz
11174;Sal de Frutas Eno Tradicional 2 envelopes com 5g;02-2024;22.0;Historico_Vendas_Vera_Cruz
25070;Omnic Ocas 0,4mg 60 comprimidos de liberação prolongada;02-2024;22.0;Historico_Vendas_Vera_Cruz
170;Esalerg 1,25mg/ml Gotas 20ml;02-2024;22.0;Historico_Vendas_Vera_Cruz
14750;Vagicand 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada;02-2024;22.0;Historico_Vendas_Vera_Cruz
12614;Pradaxa 110mg 30 cápsulas;02-2024;22.0;Historico_Vendas_Vera_Cruz
10406;Etna 2,5mg + 1,5mg + 1,0mg 50 cápsulas;02-2024;22.0;Historico_Vendas_Vera_Cruz
10274;Arpadol 400mg 30 comprimidos revestidos;02-2024;22.0;Historico_Vendas_Vera_Cruz
5510;Mirtax 10mg 15 comprimidos revestidos;02-2024;23.0;Historico_Vendas_Vera_Cruz
4790;Benicar 20mg 30 comprimidos revestidos;02-2024;23.0;Historico_Vendas_Vera_Cruz
18614;Xarope Phitóss 7mg/ml Sabor Framboesa 100ml;02-2024;23.0;Historico_Vendas_Vera_Cruz
21302;Xantinon 10 comprimidos revestidos;02-2024;23.0;Historico_Vendas_Vera_Cruz
17822;Flogoral 3mg Pastilhas Sabor Menta 12un;02-2024;23.0;Historico_Vendas_Vera_Cruz
20762;Probiótico ZincoPro Marjan Farma 30 cápsulas;02-2024;23.0;Historico_Vendas_Vera_Cruz
23534;Drenison 4mcg/cm² Oclusivo 1 Rolo com 7,5cm x 200cm;02-2024;23.0;Historico_Vendas_Vera_Cruz
14294;Analgésico Pomada Gelol 20g;02-2024;23.0;Historico_Vendas_Vera_Cruz
6746;Predsim 20mg 10 comprimidos;02-2024;23.0;Historico_Vendas_Vera_Cruz
22610;Digesan 4mg Gotas 20ml;02-2024;23.0;Historico_Vendas_Vera_Cruz
2606;Somalgin Cardio 100mg 60 comprimidos revestidos de dupla camada;02-2024;23.0;Historico_Vendas_Vera_Cruz
482;Ventus Spray 50mcg 60 Acionamentos 9ml;02-2024;23.0;Historico_Vendas_Vera_Cruz
1898;Lisador Dip 500mg/ml Gotas 20ml;02-2024;23.0;Historico_Vendas_Vera_Cruz
