Produto;Quantidade_Total;Frequencia_Vendas
Transamin Injetável Nikkho 50mg/ml;365.0;15
Tansulosina 0,4mg 20 Cápsulas Genérico Geolab;365.0;14
Fosfato de Codeína 30mg 2 Blisters Genérico Nova Química (A2);365.0;14
Tadalafila 5mg 30 Comprimidos Genérico Cimed;365.0;13
Totti SL 10mg 20 Comprimidos Aché;365.0;15
Lugano Inala 12/250mcg 60 Cápsulas Gelatinosas;365.0;14
Rusovas 20mg 90 Comprimidos Revestidos;365.0;14
Esomeprazol 40mg 28 Comprimidos Revestidos;365.0;14
Guttalax Solução Oral 30ml;365.0;13
Mefex 250mg 10 Comprimidos Revestidos Aché;364.0;13
Seizla 200mg 30 Comprimidos Revestidos Torrent (C1);364.0;12
Deller 100mg 30 Comprimidos;364.0;14
Luvox 50mg 30 Comprimidos Abbott (C1);364.0;14
Terocoxi 60mg 7 Comprimidos Cristália (C1);364.0;14
Afrat 150mg 1 Comprimido Cristália;364.0;13
Cetoprofeno 50mg/ml Solução Injetável 2ml (100 Ampolas);364.0;12
Alois Solução Oral 50ml;364.0;13
Clenil Compositium HFA 50mcg 200 Doses Chiesi;364.0;13
Vartaz 160mg 30 Comprimidos Revestidos Eurofarma;364.0;13
Soanza XR 35mg 30 Comprimidos Aché;364.0;13
Picbam 5mg 60 Comprimidos Revestidos Mantecorp;364.0;13
Dipropionato de Beclometasona 50Mcg Aerosol 200 Doses Genérico Glenmark;364.0;13
Ana-Flex 10 Comprimidos Cristália AV*;364.0;12
Limiar 75mg 30 Cápsulas Eurofarma (C1);363.0;15
Tavok 750mg 7 Comprimidos Revestidos Momenta;363.0;13
Androgel Pump Gel Transdérmico 16,2mg/g 88g Besins;363.0;13
Nutra Vitta Lactase 10 000FCC 10 Cápsulas Sorocaps;363.0;15
Xarope Histamin 2mg/5ml 100ml Neoquímica;363.0;12
Catuama Uso Oral 500ml;363.0;13
Firmacal 1000mg + Vit D 90 Comprimidos;363.0;17
Vatis 150mg 60 Comprimidos Revestidos;363.0;14
Janumet XR 100mg + 1000mg 30 Comprimidos Revestidos de Liberação Prolongada;363.0;13
Janumet 50+1000Mg 56 Comprimidos Merck;363.0;15
Dorflex UNO Analgésico Contra Enxaqueca Dipirona Monoidratada 1g 4 Comprimidos;363.0;13
Nistatina Creme Vaginal Genérico Medley 60g;363.0;13
Silimalon 70 + 100mg 10 Comprimidos Rev Zydus;363.0;15
Tecta 40Mg 60 Comprimidos Revestido Takeda;363.0;15
NutraVitta Magnazil 16 Cápsulas Sorocaps;363.0;13
Diovan Amlo Fix 160+10mg 28 Comprimidos Revestidos FQM;363.0;16
Bupropiona 150mg 30 Comprimidos Revestidos Genérico Prati-Donaduzzi (C1);363.0;14
Nitazoxanida 20mg Genérico Althaia 100ml;363.0;15
Leucogen 80mg 90 cápsulas Ache;363.0;14
MinoxiHard Loção para Barba 80ml;363.0;14
Diclofenaco Sódico 50mg 20 Comprimidos Genérico Belfar;363.0;14
Pantoprazol 40mg 42 Comprimidos Revestidos Genérico Cimed;363.0;12
Unitram 10mg 30 Comprimidos Revestidos FQM (C1);363.0;13
Mobale 150mg 30 Cápsulas Momenta (C1);363.0;14
Humalog U-100 Insulina Eli Lilly 2x3ml;363.0;13
Verapamil 80mg 30 Comprimidos Revestidos Genérico EMS;363.0;13
Foxis 200Mg 30 Cápsulas Dura Ache (C1);362.0;12
Axetil Cefuroxima 500mg 14 Comprimidos Genérico Ranbaxy;362.0;12
Konduz 35mg 28 Cápsulas Sigma Pharma (C1);362.0;13
Klaricid Ud 500Mg 7 Comprimidos Abbott;362.0;13
Preni 20ml Gotas Eurofarma;362.0;13
Gestrelan 0,15mg/0,03mg 21 Comprimidos Revestidos;362.0;12
Dulcolax Opella 20 Drágeas;362.0;13
Nienza 6,25mg 30 Comprimidos Aché;362.0;13
Oscillococcinum Glóbulos 30 Tubos de 1g;362.0;13
Floral Therapi 30 ml Come Certo;362.0;13
Inilok 40mg 60 Comprimidos;362.0;12
Varicell Proct Pomada 25g c/ 6 Aplicadores;362.0;13
Divalproato de Sódio 500mg 30 Comprimidos Revestidos Genérico Abbott (C1);362.0;13
Naprix A 2,5mg+5mg 30 Cápsulas Libbs;362.0;15
Ginkoba 120mg 30 Comprimidos Revestidos;362.0;12
Suplemento Alimentar Fixare 30 Comprimidos;362.0;13
Fisioton 400mg 30 Comprimidos Aché;362.0;14
Espran 10mg 30 Comprimidos Torrent (C1);362.0;14
Azukon MR 30mg 30 Comprimidos Torrent;362.0;13
Paracetamol + Pseudoefedrina 24 Comprimidos Revestidos Genérico EMS;362.0;14
Xarope Celestamine 120ml Sem Açúcar Mantecorp;361.0;15
Bromazepam 3mg 30 Comprimidos Genérico Biosintética (B1);361.0;14
Fostair DPI Pó Inalante 120 Doses;361.0;13
Livepax 500mg 7 Comprimidos Revestidos;361.0;16
Orlipid 120mg 84 Cápsulas Sigma Pharma;361.0;14
Axetil Cefuroxima 500Mg 10 Comprimidos Genérico Neo Quimica;361.0;15
Sinvastatina 40mg Genérico Cimed 30 Comprimidos Revestidos;361.0;13
Permetrina 10 mg/ml 60 ml Kaodine Geolab;361.0;15
Pulmicort Nebulizador FQM 0,50mg 20 Unidades;361.0;12
Advil 600mg 12h 12 Comprimidos GSK;361.0;13
Stele CR Vag 1mg/g 50g + 5 Aplicações Biolab;361.0;13
Ster 10mg 5ml Genom;361.0;14
Poslov Mabra 1,5mg 1 comprimido;361.0;13
Rivaroxabana 10mg 10 Comprimidos Revestidos Genérico EMS;361.0;14
Insulina Humalog Mix 50 Kwikpen 3Ml Lilly;361.0;14
Bromoprida 10mg 20 Cápsulas Genérico EMS;361.0;14
Digedrat 200mg 60 Comprimidos Farmasa Mantecorporal;361.0;15
Levoxin Apsen 500mg 3 Comprimidos Revestidos;361.0;13
Fluvoxamina 50mg 30 Comprimidos Revestidos Genérico Biolab (C1);360.0;14
Octifen Colírio 0,25mg/ml 5ml Genom;360.0;13
Pomada Cetoconazol + Betametasona + Neomicina 30g Genérico EMS;360.0;15
Levofloxacino 750mg 5 Comprimidos Revestidos Genérico Aché;360.0;13
Trulicity Solução Injetável 2 Seringas de 0,05ml + 2 Canetas Aplicadora;360.0;12
Cataflampro Emulgel 60g;360.0;13
Cimecort Creme 15g Cimed;360.0;14
Colpotrofine 20 Cápsulas Vaginais Theramex;360.0;13
Ginkgo 80mg 30 Cápsulas;360.0;13
Dipirona Genérico Prati 500mg 30 Comprimidos;360.0;14
Naratriptana 2,5mg 4 Comprimidos Revestidos Genérico EMS;360.0;14
Rehidrat 90 4 Envelopes Supera;360.0;14
Pomada Nebacetin Baby Regeneração 60g Hypera Pharma;360.0;14
Eparema 10ml 4 Frascos Hortelã Hypera Pharma;360.0;15
Oxcarbazepina 300mg 30 Comprimidos Revisado Genérico Medley (C1);360.0;13
Prednisona 20mg 10 Comprimidos Genérico Germed;360.0;13
Alcachofra 20 Comprimidos Revestidos Herbarium;360.0;13
Voltaren SR 75mg 20 Comprimidos Novartis;360.0;13
Selozok 100mg 30 Comprimidos Revestidos;360.0;15
Actifedrin 20 Comprimidos;360.0;14
Zinnat 500mg 10 Comprimidos Sandoz;359.0;13
Flodin Duo 150mg 10 Comprimidos Adium;359.0;13
Senes 5mg 30 Comprimidos Revestidos Supera (C1);359.0;14
Atropina Solução Oftálmica Allergan 1% 5ml;359.0;14
Pasalix 60 Comprimidos Revestidos Marjan Farma;359.0;14
Etoricoxibe 90Mg 14 Comprimidos Genérico Neo Quimica (C1);359.0;12
Ressaliv Pré 10 Comprimidos Cimed;359.0;13
Clopidogrel 75mg Genérico Cimed 28 Comprimidos;359.0;14
Clonazepam 2mg Genérico Medley 60 Comprimidos (B1);359.0;15
Itraconazol 100mg 15 Cápsulas Genérico Geolab;359.0;14
Vognus 10mg 60 Comprimidos Revestidos EMS (C1);359.0;13
Pantoprazol 20mg 28 Comprimidos Revestidos Genérico Biosint;359.0;14
Ciprofibrato 100mg 30 Comprimidos Genérico Geolab;359.0;14
Cabergolina 0,5mg 8 Comprimidos Genérico Eurofarma;359.0;14
Prednisolona Solução Oral 3mg/ml 60ml Genérico Cimed;359.0;13
Travamed Solução Oftálmica 2,5Ml Legrand;359.0;13
Axonium 5mg 30 Comprimidos Aché (C1);359.0;12
Pitavastatina 2mg 30 Comprimidos Genérico Biolab;359.0;12
Olmy 40mg 30 Comprimidos Revestidos Germed;359.0;13
Seretide 50mcg + 500mcg 60 Doses;359.0;13
Neosaldina 15ml;358.0;15
Bromelin S 100ml Frasco Hebron;358.0;13
Provance Mini 30 Sachês Ache;358.0;14
Prednisolona 3mg/ml Genérico Prati Solução Oral 60ml;358.0;14
Runner 10mg 30 Comprimidos Revestidos Ache;358.0;13
Sonridor CAF 4 Comprimidos GSK AV*;358.0;13
Ruva 10mg 30 Comprimidos Revestidos Eurofarma;358.0;15
Rybelsus 7mg 30 Comprimidos;358.0;12
Acetato de Desmopressina 0,1mg Solução Nasal 2,5ml Genérico Bergamo;358.0;14
Xarope Dexmine 120ml Cimed;358.0;13
Kronel Gel Vaginal 60g 10 Aplicadores Hebron;358.0;14
Amoxicilina + Clavulanato de Potássio 875mg 14 Comprimidos Revestidos Genérico EMS;358.0;13
Profenid 50mg 24 Cápsulas Aventis;358.0;14
Gaudy 8mg 28 Cápsulas Liberação Prolongada Sigma Pharma;358.0;12
Melocox 15mg 5x1,5ml Eurofarma;358.0;14
Gabaneurin 300mg 30 Cápsulas Sigma Pharma (C1);358.0;13
Tericin AT Creme Vaginal Arese 45g com 10 Aplicadores;358.0;13
Canabidiol 20mg/ml 30ml Prati RX (B1);358.0;13
Quera 1,5mg 30 Cápsulas Cristália (C1);358.0;13
Apracur Duo 6 Comprimidos Revestidos Envase Hypera Pharma AV*;358.0;13
Topiramato 25mg 60 Comprimidos Revestidos Genérico EMS (C1);358.0;13
Therapsor 0,5mg/ml 25ml;358.0;12
Cronocor 25mg 60 Comprimidos Biolab;358.0;12
Malvatricin Gel Dental 50G Daudt;358.0;14
Cetoconazol + Betametasona + Neomicina Creme Genérico Eurofarma 30g;358.0;14
Opti-Free Puremoist 300Ml+120Ml+Estojo;358.0;13
Pomada Nebacetin Baby Prevenção 30g Hypera Pharma;358.0;15
Rinosoro Alto Volume 30 Sachês Farmasa;357.0;14
Diurix Teuto 25mg 30 Comprimidos;357.0;13
Monax 50mcg Spray Nasal 60 Doses Momenta;357.0;13
Bilastina 20mg 15 Comprimidos Revestidos Genérico EMS;357.0;13
Ambroxmel Gengibre Spray 30ml;357.0;14
Azitromicina Suspensão Oral 1500mg/37,5ml Genérico EMS;357.0;12
Livanel 0,120mg + 0,015mg 1 Anel Vaginal Abbott;357.0;13
Cogit 8mg 30 Cápsulas Biolab (C1);357.0;15
Tormiv SL 10mg 20 Comprimidos Aché;357.0;14
Cran B CR 30 Compimidos  Herbarium;357.0;12
Loxonin Sankyo 60mg 30 Comprimidos;357.0;13
Composto de Mel e Própolis Chico Bento Morango 30ml;357.0;14
Meticorten 20mg 10 Comprimidos Organon;357.0;12
Amoxicilina + Clavulanato Potássico 500mg 14 Comprimidos Revestidos;357.0;13
Lanz 30mg 28 Cápsulas Sigma Pharma;357.0;13
Lamictal Disp 100mg 30 Comprimidos GSK (C1);357.0;17
Unoprost 2mg 30 Comprimidos Apsen;357.0;12
Zyad Diário 5mg 60 Comprimidos Ache;357.0;13
Betatrinta 6 Ampolas 1ml Injetável Eurofarma;357.0;14
Sigma-Clav BD Sigma Pharma 400mg + 57mg/5ml 70ml;357.0;14
Quetiapina 25mg 30 Comprimidos Revestidos Genérico Novartis (C1);357.0;13
Tolrest 75mg 60 Comprimidos Ache (C1);357.0;13
Spark XR 750mg 30 Comprimidos Momenta (C1);357.0;13
Exodus 15mg 60 Comprimidos Revestidos Aché (C1);357.0;14
Zitromax 500Mg 3 Comprimidos Revestidos Pfizer;357.0;13
Pomada Dermatológica Trok-N 30g;357.0;13
Neosoro Solução Nasal 30ml;357.0;14
Meclin Jet 50mg 10 Comprimidos;357.0;13
Pralivio 400mg 10cap Cimed;357.0;13
Selozok 100mg 60 Comprimidos Libbs Prolongado AstraZeneca;356.0;15
Floral Therapi Fase Femme 30ml;356.0;12
Novamox 2X 400/57Mg 100Ml Aché;356.0;13
Melatonum Mantecorp Menta Gotas 30ml;356.0;16
Decadron 0,75mg 20 Comprimidos Aché;356.0;14
Tam XR 750mg 30 Comprimidos Revestidos Supera;356.0;13
Rosuvastatina 20mg 60 Comprimidos Revestidos Genérico Althaia;356.0;12
Pariet 10Mg 14 Comprimidos Revestidos Janssen;356.0;14
Bupropiona 150mg 30 Comprimidos Revestidos Genérico Germed (C1);356.0;13
Pomada Nebacetin 5mg/g + 250UI/g 15g HYPERA PHARMA;356.0;13
Vecasten 60 Comprimidos Marjan;356.0;12
Aloxidil Solução Capilar 50ml;356.0;14
Guaifenesina Xarope 120ml Cer Gen Neoquímica;356.0;13
Haldol Janssen 5mg 20 Comprimidos (C1);356.0;13
Rosucor Eze 10 + 10mg 30 Cápsulas Torrent;356.0;13
Culturelle Saúde Digestiva 30 Cápsulas Cellera;356.0;15
Lakos 50mg 60 Comprimidos Revestidos Libbs (C1);356.0;13
Trok Creme Dermatológico 30g;356.0;14
Dermazine Creme  Silvestre 50G;356.0;13
Furosemida 40mg 30 Comprimidos Genérico Neo Química;356.0;14
Ateroma 20mg 30 Comprimidos Revestidos Supera;356.0;13
Fusor 20mg 30 Comprimidos Biosintética (C1);356.0;13
Alenia 6+200mcg 60 Cápsulas + Inalador;356.0;13
Furosemida 40mg Genérico Cimed 20 Comprimidos;356.0;14
Vick Pyrena Grip-7 20 Cápsulas Procter;356.0;14
Condroflex Mix de Sabores 30 Envelopes Zodiac;356.0;14
Volare 40mg Injetável 6 Seringas Ache;356.0;13
Pepsogel 240ml Legrand;355.0;13
Lide Nimesulida Betaciclodextrina 400mg 10 Comprimidos Biolab;355.0;13
Caverject 20mcg;355.0;13
Fixare Pro 30 Comprimidos Efervescentes Sigma Pharma;355.0;12
Adipept 40mg 42 Comprimidos Revestidos;355.0;15
Floral Thérapi To tranquilo 30ml;355.0;13
Pozato Uni 1,5mg 1 Comprimido Libbs;355.0;13
Flancox 400mg 20 Comprimidos Revestidos Apsen;355.0;15
Vortioxetina 10mg 60 Comprimidos Revestidos Genérico Althaia (C1);355.0;12
Leite de Magnésia Hortelã 120ml;355.0;13
Miosan 5mg 10 Comprimidos Revestidos;355.0;14
Lisador Farmasa 500mg + 5mg + 10mg 4 Comprimidos;355.0;12
Creme Dental Daudt Malvatrikids F-Infantil 70g;355.0;12
Predsim Solução Oral 60ml;355.0;14
Clilon Solução Oftálmica 0,4% 5ml Aché;355.0;14
Arpejo 20mg 30mg Gotas Sigma Pharma (C1);355.0;14
VeePi 250mg 60 Comprimidos Torrent (C1);355.0;13
Clopin Duo 75+100mg 30 Comprimidos Revestidos Aché;355.0;13
Utrogestan 200mg 42 Cápsulas Moles;355.0;12
Gardenal 50mg 20 Comprimidos Sanofi (B1);355.0;13
Ceftriaxona Sódica Solução Intramuscular 1 Frasco-ampola De 3,5ml;355.0;12
Azitromicina Genérico Cimed 500mg 5 Comprimidos Revestidos;355.0;12
Drenison Oclusivo 1 Rolo;355.0;12
Rosuvastatina 20mg 30 Comprimidos Revestidos Genérico EMS;355.0;12
Agoxom 25mg 28 Comprimidos Servier (C1);355.0;15
Paracetamol 750mg 20 Comprimidos Genérico Medquímica;355.0;13
Xefo 8mg 20 Comprimidos Revestidos Biolab;354.0;12
Amiodarona 200mg Genérico Medley 30 Comprimidos;354.0;13
Riscard 500Mg 60 Comprimidos Biolab;354.0;14
Alprazolam 0,25mg 30 Comprimidos Genérico Medley (B1);354.0;12
Clavulin BD 200mg+28,5mg Suspensão 70ml GSK;354.0;13
Naldecon Multi 4 comprimidos;354.0;14
Novocilin 875mg 14 Comprimidos;354.0;14
Fexofenadina 180mg 10 Comprimidos Revestidos Genérico EMS;354.0;15
Avide 100mg 9 Cápsulas Duras;354.0;13
Olmy HCT 40+12,5mg 60 Comprimidos Revestidos Germed;354.0;15
Simeticona Gotas 15ml Genérico Medley;354.0;14
Procimax 40mg 28 Comprimidos Libbs (C1);354.0;12
Dexclorfeniramina + Betametasona Xarope 120ml Genérico EMS;354.0;13
Kyleena 19,5mg DIU com Insertor Bayer;354.0;15
Montelair 4Mg 60 Saches 350G Ache;354.0;14
Celebra Ad 100mg 20 Cápsulas Upjohn (C1);354.0;12
Sonic 100mg 30 Comprimidos Eurofarma (C1);354.0;13
Carvedilol 12,5mg 30 Comprimidos Genérico Medley;354.0;13
Spiriva Respimat 4Ml 60 Doses Boehringer;354.0;12
Codeína 60mg 30 Comprimidos Cristália;353.0;15
Doxazosina 4mg 30 Comprimidos Genérico Neo Química;353.0;15
Elifore 100mg 28 Comprimidos Revestidos Pfizer (C1);353.0;14
Paracetamol + Codeína 12 Comprimidos Genérico Biolab (A2);353.0;15
Acertil 10mg 60 Comprimidos Servier;353.0;14
Fledoid 300 40g Pomada Fqm;353.0;13
Cloridrato De Sertralina 25mg Genérico Eurofarma 30 Comprimidos Revestidos (C1);353.0;14
Don 5mg 30 Comprimidos Revestidos Eurofarma (C1);353.0;12
Dorflex Solução Oral Opella 20ml;353.0;13
Óleo Essencial Therapi 10ml com Perfume de Flor;353.0;14
Trajenta Duo 2,5mg+500mg 60 Comprimidos Boehringer;353.0;14
Fluvoxamina 100mg 60 Comprimidos Revestidos Genérico Biolab (C1);353.0;13
Culturelle Junior 30 Sachês Cellera;353.0;13
Utrogestan 200mg 14 Cápsulas Moles;353.0;13
Celebra AD 200mg 15 Cápsulas Upjohn (C1);353.0;12
Mestinon Cellera 60mg 60 Comprimidos;353.0;15
Lactosil Flora 8 Cápsulas;353.0;15
Maleato De Enalapril 10mg Genérico Cimed 30 Comprimidos;353.0;12
Decadron 120ml Elixir Aché;352.0;14
Glamigan 0,3mg/ml 3 mL Colírio Legrand;352.0;14
Moratus 20mg 30 Comprimidos Revestidos Medley (C1);352.0;15
Tadalafila 5mg 28 Comprimidos Revestidos Genérico Neo Química;352.0;12
"Daktarin Gel Oral 40g Johnson &amp; Johnson";352.0;13
Slow-K Genom 600mg 20 Drágeas;352.0;14
Succinato De Metoprolol 25mg Genérico Medley 30 Comprimidos Revestidos;352.0;14
Ibuprofeno Suspensão Oral 100mg/5ml 20ml Genérico Geolab;352.0;16
Algicod 500+30mg 36 Comprimidos Momenta (A2);352.0;13
Zomig Grünenthal 2,5mg 2 Cápsulas;352.0;13
Entresto 97mg/103mg 60 Comprimidos Revestidos;352.0;13
Cetoprofeno 50mg Genérico Medley 24 Cápsulas;352.0;13
Paracetamol + Codeína 24 Comprimidos Genérico Eurofarma (A2);352.0;12
HPMix 40mg 125ml Suspensão Oral + Seringa Dosadora Aché;352.0;14
Praiva 400mg 5 Comprimidos Revestidos Eurofarma;352.0;13
Vick Drops Sabor Mentol 5 Pastilhas;352.0;13
Soliqua 10-40 Solostar 3Ml Sanofi;352.0;12
Silimalon 140 100 + 140mg 60 Comprimidos Zydus;352.0;14
Losartana + Hidroclorotiazida 50mg + 12,5mg 30 Comprimidos Revestidos Genérico Sandoz;352.0;14
Topiramato 50mg 60 Comprimidos Revestidos Genérico EMS (C1);352.0;14
Hidrali 500ml Tutti-Frutti;352.0;13
Dolamin Flex 125+5mg 15 Comprimidos Revestidos FQM;352.0;12
Bio GG 10BI/1 000UI 30 Cápsulas;352.0;14
Zetia 10mg 30 Comprimidos Supera;351.0;12
Bramicar HCT 80mg+25mg 30 Comprimidos Sigma Pharma;351.0;12
Amoxil TID 500mg 21 Cápsulas GSK;351.0;16
Benicar HCT 40mg+25mg 30 Comprimidos Sankyo;351.0;12
Litocit 15 Meq 60 Comprimidos;351.0;13
Neovlar  0,25mg + 0,05mg 63 comprimidos;351.0;13
Reconter 20mg 60 Comprimidos Revestidos;351.0;13
Sonridor Caf 2 Comprimidos Avulso;351.0;14
NasoneW Aires Jato Forte Spray 100ml Airela;351.0;14
Exelring 11mg + 3,474mg 1 Anel Vaginal;351.0;12
Clexane Safety Lock 40mg Injetável 2 Seringas Sanofi;351.0;16
Carvedilol 3,125mg 30 Comprimidos Genérico Biosintética;351.0;13
Prolive 1 000 000 000UFC 30 Cápsulas;351.0;14
Novalgina Infantil Opella 5 Supositórios;351.0;15
Escitalopram Oxalato Genérico Prati C1 30 Comprimidos Revestidos 10 mg;351.0;13
Amora 2,0 + 0,030mg 63 Comprimidos Revestidos Eurofarma;351.0;14
Aripiprazol 15mg 30 Comprimidos Genérico Sandoz (C1);351.0;16
Secnidazol 1000mg Genérico Pharlab 2 Comprimidos;351.0;14
Novalgina Dipirona  Dor e Febre 500mg 30 Comprimidos;351.0;14
Belara 2 + 0,03mg 21 + 7 Comprimidos Gedeon;350.0;12
Prosoy 30mg 6 comprimidos revestidos FQM (Controlado 1);350.0;15
Ceclor Solução Oral 100ml;350.0;13
Reconter 15mg 30 Comprimidos Revestidos;350.0;13
Vidisic Gel Gel Oftálmico 10g;350.0;13
Amitriptilina 75mg 30 Comprimidos Revestidos Genérico EMS (C1);350.0;13
Fly250 250mg 20 Cápsulas;350.0;13
TYLENOL 750MG MULTIPLAS DORES BLISTER (4cp x 25);350.0;12
Clabat 25mg/mL (125mg/5 mL) Sigma Pharma;350.0;14
Bramicar HCT 40mg+12,5mg 30 Comprimidos Sigma Pharma;350.0;14
Literata 300mg 60 Comprimidos Cristália (C1);350.0;13
Simeticon Solução Oral Morango 15ml;350.0;14
Advil 400mg 3 Cápsulas Moles;350.0;13
Xarope Aloff 0,5mg/ml 60ml Momenta;350.0;13
Vatis 300mg 90 Comprimidos Libbs;349.0;14
Valsartana + Anlodipino 160mg + 5mg 28 Comprimidos Revestidos Genérico Sandoz;349.0;14
Dicloridrato De Levocetirizina 5mg Genérico Eurofarma 10 Comprimidos Revestidos;349.0;13
Humulin R Insulina Lilly 2 Refis de 3ml;349.0;13
Nazzo Inf 120ml+30 Sachês Supera;349.0;13
Synthroid 25mcg 30 Comprimidos;349.0;13
Maxsulid 400mg 10 Comprimidos Farmasa;349.0;13
Aymee 40mg 30 Comprimidos Revestidos Libbs (C1);349.0;14
Figatil Solução Oral Concentrada 150ml;349.0;13
Concor Anlo 10+5mg 30 Comprimidos Merck;349.0;13
Gardenal Solução Oral 20ml;349.0;12
Besilato De Anlodipino 5mg Genérico Novartis 30 Comprimidos;349.0;13
Cialis 20mg 4 Comprimidos Revestidos Lilly;349.0;12
Rosuvastatina 5mg 30 Comprimidos Revestidos Genérico Biosintética;349.0;13
Clotrimazol Creme Dermatológico 10mg 20g Genérico Medley;349.0;13
Dorflex Analgésico Relaxante Muscular Max Dipirona Dor no Corpo Intensa 600mg + 70mg + 100mg 8 Compr;349.0;13
Lansoprazol 30mg 28 Cápsulas Genérico Germed;349.0;14
Lacrifilm Solução Oftalmológica 10ml;349.0;15
Claritromicina 500mg 14 Comprimidos Revestidos Genérico Pharlab;349.0;13
Probenxil 50mg 20 Comprimidos Cimed;349.0;12
Reconter ODT 15mg 30 Comprimidos Libbs (C1);349.0;14
Orlistate 120mg 84 Cápsulas Genérico EMS;349.0;12
Tratamento da Vaginose Bacteriana Gino-Canesten Balance;349.0;12
Penetro Gel 30 g Megalabs;349.0;13
Tenoxicam 20mg 10 Comprimidos Genérico EMS;349.0;14
Advil 400mg 20 Cápsulas Moles;348.0;14
Betalor Biosintética 5mg + 25mg 30 Comprimidos;348.0;13
Isoy 10mg 30 Comprimidos Revestidos FQM (B1);348.0;14
Otosporin Solução Farmoquímica 10Ml;348.0;15
Divalproato de Sódio 250mg 30 Comprimidos Revestidos Genérico Eurofarma (C1);348.0;13
Furosemida 40mg 20 Comprimidos Genérico Prati-Donaduzzi;348.0;13
Jogger 500+400mg 90 Cápsulas Biosintética;348.0;14
Lacass 66,66mg 14 Comprimidos Arese;348.0;13
Dexilant 30mg 30 Cápsulas;348.0;13
Ritmonorm 300Mg 30 Comprimidos Revestidos Abbott;348.0;14
Tamarine Fibras Pó para Solução Oral 250g;348.0;15
Repopil 2+0,035mg 63 Comprimidos Revestidos Legrand;348.0;13
Striverdi Respimat Boehringer  4Ml;348.0;13
Loratadina Xarope 100ml Genérico EMS;348.0;12
Losartana + HCT 100mg + 25mg 30 Comprimidos Revestidos Genérico EMS;348.0;16
Amytril 25mg 60 Comprimidos Supera (C1);348.0;12
Mitrul 15Mg 5 Cápsulas Adium;348.0;16
Colic Calm Suspensão Oral 59ml;348.0;13
Dry 5mg 60 Comprimidos Cristália;348.0;14
Predsim 20mg 20 Comprimidos Mantecorp;348.0;13
Olmesartana Genérico EMS 20mg 30 Comprimidos Revestidos;348.0;13
Diazepam 5mg 30 Comprimidos Genérico Neo Química (B1);348.0;12
Dorene 150mg 30 Cápsulas Aché (C1);348.0;14
Mitrul 15Mg Adium com 10 Cápsulas;348.0;14
Seretide Spray 25mcg + 125mcg 120 Doses;348.0;13
Silimalon 70 + 100mg 4 Comprimidos Zydus Av;348.0;12
Naldecon Pack Dia e Noite 6 Comprimidos;348.0;15
Libiam 2,5mg 84 Comprimidos;348.0;13
Vick Inalador Procter;348.0;14
Zymar XD Solução Oftálmica 3ml Allergan;347.0;13
Osteoban 150mg 3 Comprimidos Revestidos;347.0;15
Isossorbida 20mg 30 Comprimidos Genérico Biosintética;347.0;13
Supositório de Glicerina Infantil 12 Unidades;347.0;12
Mirugell 4mg/ml + 3mg/ml + 1,8mg/ml Solução Oftálmica 5ml;347.0;14
Clo 25mg 30 Comprimidos Revestidos Sigma Pharma (C1);347.0;12
Manivasc 20mg 28 Comprimidos Chiesi;347.0;12
Synthroid 100mcg 30 Comprimidos;347.0;15
Sulfato De Neomicina 3,5mg/g Genérico Prati Creme Dermatológico 20g;347.0;15
Concor 5mg 30 Comprimidos Revestidos Merck;347.0;14
Primid 100mg 100 Comprimidos Apsen (C1);347.0;12
Prednisona Genérico EMS 5mg 20 Comprimidos;347.0;13
Olmecor Triplo 40+10+25mg 30 comprimidos revestidos Torrent;347.0;14
Anador 500mg 20ml;347.0;13
Rahime 8mg 10 Comprimidos Revestidos Apsen (C1);347.0;13
Floral Thérapi Sonho Bom 30ml;347.0;12
Ciclobenzaprina 5mg 30 Comprimidos Revestidos Genérico Cimed;347.0;12
Escitalopram 10mg 30 Comprimidos Revestidos Genérico Geolab (C1);347.0;13
Levty 8 Comprimidos Mastigáveis Ache;346.0;13
Propranolol 40mg 30 Comprimidos Genérico Neo Química;346.0;14
Flogoral Colutório Menta 250ml Aché;346.0;13
Epocler Hypera Pharma 10ml;346.0;15
Combfix 37,5/325mg 30 Comprimidos Biosintética (A2);346.0;13
Lefor 5mg 30 Comprimidos EMS;346.0;14
Vildagliptina + Metformina 50mg + 500mg 60 Comprimidos Revestidos Genérico Althaia;346.0;14
Sal Amargo Purificado Avulso 15g;346.0;12
Duphalac Xarope 200ml;346.0;14
Pentasa 2g 30saches Ferring;346.0;13
Loratadina 10mg 12 Comprimidos Genérico Neo Química;346.0;12
Polaramine Solução Oral 120ml;346.0;14
Gelol Gel Dermatológico 60g;346.0;12
Magnazia 240mL Cimed;346.0;12
Analgésico Flanax 550mg Bayer  Dores Intensas  com 2 comprimidos;346.0;14
Oxcarbazepina 300mg 60 Comprimidos Revestidos Genéricos Ranbaxy (C1);346.0;15
Cefadroxila 500mg 8 Cápsulas Genérico Sandoz;346.0;13
Naratriptana 2,5mg 4 Comprimidos Genérico Medley;346.0;14
Keflex 500Mg 100Ml Bago;346.0;13
Carvedilol 6,25mg 30 Comprimidos Genérico Medley;346.0;14
Buscopan 10mg 20 Drágeas;346.0;13
Rinosoro Alto Volume Infantil 15 Sachês Farmasa;346.0;13
Rivacrist 15mg 14 Comprimidos Revestidos Abbott;346.0;14
