int64_field_0;venda_id;nome_produto;data_venda;quantidade
21387;11368;Enalapril 10mg 30 Comprimidos Genérico Neo Química;04-2024;24.0
21708;45712;Triplenex Solução Oftálmica 5ml;04-2024;24.0
22157;17596;Pressat 10mg 30 Comprimidos Biolab;04-2024;24.0
22333;63448;Unitram 15mg 30 Comprimidos Revestidos FQM (C1);04-2024;24.0
23484;62500;Cinarizina 75mg 30 Comprimidos Genérico Ranbaxy;04-2024;24.0
23599;64444;Nortriptilina 25mg 30 Comprimidos Genéricos Eurofarma (C1);04-2024;24.0
24015;4204;Sinustrat Forte Spray Nasal 10ml;04-2024;24.0
25052;49324;Tadalafila 20mg 4 Comprimidos Revestidos Genérico EMS;04-2024;24.0
25150;72159;Clopixol Depot 200mg 1ml Lundbeck (C1);04-2024;24.0
25173;57892;Stavigile 100mg 30 Comprimidos Libbs (B1);04-2024;24.0
26023;50644;Unoprost 1mg 20 Comprimidos Apsen;04-2024;24.0
26104;26332;Engov Up Melancia 269ml;04-2024;24.0
30007;67421;Aciclovir 200mg 25 Comprimidos Genérico Novartis;04-2024;24.0
30924;34864;Toarip 15mg 30 Comprimidos Torrent (C1);04-2024;24.0
32463;9784;Symbicort 12+400mcg 60 Doses FQM;04-2024;24.0
33429;10240;Decadron 0,75mg 20 Comprimidos Aché;04-2024;24.0
34994;72290;Novalgina Dipirona  Dor e Febre 500mg 30 Comprimidos;04-2024;24.0
36982;8308;Esalerg 100ml Aché;04-2024;24.0
37064;6100;Foraseq 12+200mcg 120 Cápsulas s/Inalador Sandoz;04-2024;24.0
37645;22492;Simeco Plus Suspensão Oral 240ml;04-2024;24.0
38506;37804;Femina 150mcg/20mcg 63 Comprimidos Revestidos;04-2024;24.0
40517;40120;Previane 0,075mg + 0,020mg 63 Comprimidos Revestidos Legrand;04-2024;24.0
41200;72008;Unitram 15mg 30 Comprimidos Revestidos FQM (C1);04-2024;24.0
41661;32140;Zeforus 80mg 2 Comprimidos Revestidos Upjohn;04-2024;24.0
41882;20416;Neocopan Composto 10mg + 250mg 20 Comprimidos Revestidos;04-2024;24.0
41943;58492;Pramipexol 0,25mg 30 Comprimidos Genérico Prati-Donaduzzi (C1);04-2024;24.0
42078;48652;Sulfato De Neomicina 5mg + Bacitracina 250UI Genérico Medley Pomada Dermatológica 50g;04-2024;24.0
42107;48520;Aciclovir 200mg 25 Comprimidos Genérico Novartis;04-2024;24.0
42862;52756;Alcachofra 200mg 60 Comprimidos Vidora;04-2024;24.0
43454;1132;Ebastel Eurofarma 10mg 10 Comprimidos;04-2024;24.0
43667;49720;Finalop 1mg 30 Comprimidos Revestidos;04-2024;24.0
44107;13024;Press Plus 5mg/10mg 60 Cápsulas Duras;04-2024;24.0
44726;16996;Quicard 35mg 30 Comprimidos Revestidos Liberação Prolongada Germed;04-2024;24.0
45148;4000;Mefex 500mg 10 Comprimidos Revestidos Aché;04-2024;24.0
45156;26032;Eparema 10ml 4 Frascos Hortelã Hypera Pharma;04-2024;24.0
45859;58600;Vognus 10mg 30 Comprimidos Revestidos EMS (C1);04-2024;24.0
47138;40000;Exelring 11mg + 3,474mg 1 Anel Vaginal;04-2024;24.0
47955;38440;Enantato De Noretisterona 50mg + Valerato De Estradiol 5mg Genérico Eurofarma Ampola 1ml;04-2024;24.0
48449;35788;Celecoxibe 200mg 10 Cápsulas Genérico EMS (C1);04-2024;24.0
49370;63088;Remeron Soltab Supera 30mg 30 Comprimidos (C1);04-2024;24.0
52427;47320;Gliclazida 30mg 60 Comprimidos Genérico EMS;04-2024;24.0
52498;48364;Sitglu Met 850mg 56 Comprimidos Brace Pharma;04-2024;24.0
53047;12508;Propranolol Genérico Teuto 40mg 30 Comprimidos;04-2024;24.0
53828;40084;Cabergolina 0,5mg 8 Comprimidos Genérico Eurofarma;04-2024;24.0
53936;57220;Melatonina em Gotas Fast Equaliv Sabor Menta 30ml;04-2024;24.0
54377;52816;Floral Therapi 30Ml Baixa Auto Estima;04-2024;24.0
54461;6892;Celestone 2mg 10 Comprimidos Mantecorp Log d;04-2024;24.0
54513;61792;Quera 1,5mg 30 Cápsulas Cristália (C1);04-2024;24.0
54552;68203;Dexclorfeniramina + Betametasona 120ml Genérico Cimed;04-2024;24.0
55247;49516;Tadalafila 20mg 1 Comprimido Revestido Genérico EMS;04-2024;24.0
55563;68171;Mud Oral Pom 1mg 10g Momenta;04-2024;24.0
56263;5680;Mud Oral Pom 1mg 10g Momenta;04-2024;24.0
57119;12220;Novanlo 5mg 90 Comprimidos?;04-2024;24.0
58899;58348;Esc ODT 10mg 30 Comprimidos Eurofarma (C1);04-2024;24.0
59063;532;Dexclorfeniramina + Betametasona 120ml Genérico Cimed;04-2024;24.0
61198;17884;Ateroma 10mg 30 Comprimidos Revestidos Supera;04-2024;24.0
62278;41344;Rinospray Spray Nasal 100ml;04-2024;24.0
62403;57940;Vortioxetina 15mg 60 Comprimidos Revestidos Genérico Althaia (C1);04-2024;24.0
63136;65428;Patz SL 10mg 20 Comprimidos Sigma Pharma (B1);04-2024;24.0
63743;54472;Nitrato De Miconazol 20mg/g Genérico Teuto Creme Ginecológico 80g;04-2024;24.0
65077;55024;Deltametrina SH Deltapil Belfar 100ml;04-2024;24.0
65939;43864;Perivasc 500mg 60 Comprimidos Eurofarma;04-2024;24.0
66744;5212;Cefalexina Suspensão Oral 250mg/5ml 100ml Genérico Eurofarma;04-2024;24.0
67769;66072;Eparema 10ml 4 Frascos Hortelã Hypera Pharma;04-2024;24.0
69770;51676;Floral Kids Therapi 30ml Tranquilito;04-2024;24.0
70526;36592;Deocil SL 10 mg 20 comprimidos Diffucap;04-2024;24.0
70601;31060;Ressaliv Pré 10 Comprimidos Cimed;04-2024;24.0
566;49540;Vesomni 6mg 30 Comprimidos Revestidos;04-2024;25.0
855;35032;Dexa+Ciano+Tiam+Pirid 100mg/ml 3+3 Ampolas Solução Injetável Genérico Eurofarma;04-2024;25.0
2051;1024;Prednisona 20mg Genérico Neo Química 20 Comprimidos;04-2024;25.0
2140;65044;Valium 10mg 30 Comprimidos Moksha8 (B1);04-2024;25.0
3315;8728;Doxiciclina 100mg 15 Comprimidos Genérico Sandoz;04-2024;25.0
4739;54388;Ciclopirox Olamina 15ml Genérico EMS;04-2024;25.0
5153;54460;Fentizol Creme Ginecológico 40g + 7 Aplicadores;04-2024;25.0
5371;21412;Epocler 10ml 12 Unidades Hypera Pharma;04-2024;25.0
6320;55216;Secnidazol 1 000mg Genérico Sandoz 4 Comprimidos;04-2024;25.0
7222;51376;Levotiroxina Sódica 175mcg Genérico Merck 30 Comprimidos;04-2024;25.0
8372;42928;Proctyl Supositório 15 Unidades;04-2024;25.0
8382;48376;Janumet 50+500mg 56 Comprimidos Merck;04-2024;25.0
13065;62068;Epez 5mg 30 Comprimidos Revestidos Torrent (C1);04-2024;25.0
13963;69653;Lixiana 30mg 30 Comprimidos Revestidos;04-2024;25.0
15714;41788;Oseltamivir 45mg 10 Cápsulas Genérico Natcofarma;04-2024;25.0
15983;29284;"Tylenol DC Múltiplas Dores 4 Comprimidos Revestidos Johnson &amp; Johnson Avulso";04-2024;25.0
16463;50608;Pantocal 40mg 28 Comprimidos Eurofarma;04-2024;25.0
17678;4108;Hidrocin 20Ml Ache;04-2024;25.0
17738;42556;Guaifenesina Xarope 120ml Cer Gen Neoquímica;04-2024;25.0
18585;57544;Pasalix Pi 1000mg 20 Comprimidos Marjan;04-2024;25.0
19170;38680;Drospirenona e Etinilestradiol 3mg/0,03mg Genérico Althaia 21 Comprimidos Revestidos;04-2024;25.0
19886;70070;Albendazol Suspensão Oral 40mg/ml 10ml Genérico EMS;04-2024;25.0
20983;9508;Mud Creme 10G Momenta;04-2024;25.0
21064;60268;Limiar 75mg 30 Cápsulas Eurofarma (C1);04-2024;25.0
22428;7756;Levofloxacino 750mg 5 Comprimidos Revestidos Genérico Eurofarma;04-2024;25.0
23173;26056;Gastrol Digest Lactase 8 Cápsulas Hypera Pharma;04-2024;25.0
23196;71616;Ritalina LP 10mg 30 Cápsulas Gelatinosas;04-2024;25.0
24045;11500;Lasix 40mg 20 Comprimidos Aventis;04-2024;25.0
24607;50128;Petamig 30 Cápsulas Herbarium;04-2024;25.0
24825;13816;Indapen SR 1,5mg 60 Comprimidos Revestidos Libbs Prolongado Torrent;04-2024;25.0
25105;6400;Levofloxacino 750mg 5 Comprimidos Revestidos Genérico Aché;04-2024;25.0
25425;63880;Deciprax 10mg 60 Comprimidos Revestidos Mantecorp (C1);04-2024;25.0
27233;58852;Riss 1mg 30 Comprimidos Eurofarma (C1);04-2024;25.0
27465;64504;Deprasil 30mg 30cap Cristalia (C1);04-2024;25.0
27556;38752;Albocresil 12ml Solução Hypera;04-2024;25.0
29352;6232;Piemonte 10mg 30 Comprimidos Revestidos Eurofarma;04-2024;25.0
31156;36736;Diad 1,5mg 1 Comprimido;04-2024;25.0
31845;17008;Atenolol Genérico Medley 50mg 30 Comprimidos;04-2024;25.0
32109;13156;Atorvastatina 10mg Generico Cimed 30 Comprimidos Revestidos;04-2024;25.0
32224;62188;Roxetin XR 12,5mg 30 Comprimidos Revestidos Supera (C1);04-2024;25.0
32692;41164;Cloridrato De Ambroxol 3mg/ml Genérico Cimed Xarope 120ml;04-2024;25.0
33380;11416;Atorvastatina 10mg 30 Comprimidos Revestidos Genérico EMS;04-2024;25.0
34240;33712;Flotac 70mg 10 Comprimidos Novartis;04-2024;25.0
34803;46216;Anestalcon 0,5% 5ml Alcon (C1);04-2024;25.0
35845;70500;Oxycontin 10Mg 28 Comprimidos Mundipharma (A1);04-2024;25.0
36013;60880;Quet 100mg 30 Comprimidos Revestidos Cl Eurofarma (C1);04-2024;25.0
36720;34132;Cataflam D 50mg 20 Comprimidos Novartis;04-2024;25.0
36747;68482;Carbocisteína Xarope Infantil 100ml Genérico Prati-Donaduzzi;04-2024;25.0
37072;53380;Alta D 2000UI 30 Cápsulas Eurofarma;04-2024;25.0
37873;54952;Albendazol Suspensão Oral 40mg/ml 10ml Genérico EMS;04-2024;25.0
38293;50584;Mesidox 4mg 30 Comprimidos Merck;04-2024;25.0
38302;45724;Travatan Bak-Free 5Ml Novartis;04-2024;25.0
38390;32008;Traum Retard 100mg 10 Comprimidos Revestidos Aché (A2);04-2024;25.0
39427;53596;Calde MDK 2000 UI 30 Comprimidos Revestidos;04-2024;25.0
39729;6328;Xarope Aloff 0,5mg/ml 100ml Momenta;04-2024;25.0
40427;40408;Sorinan Science AD 30ml;04-2024;25.0
40477;52624;Pasalix 20 Comprimidos Marjan;04-2024;25.0
40620;55972;Besomed Almeida Prado 60 Comprimidos;04-2024;25.0
41128;30232;Paracetamol + Codeína 12 Comprimidos Genérico Biolab (A2);04-2024;25.0
41311;37408;Slinda Exeltis 4mg 72 Comprimidos + 12 Placebos;04-2024;25.0
41408;49672;Dastene 0,5mg 30 Cápsulas Moles;04-2024;25.0
41533;69122;Pantocal 40mg 28 Comprimidos Eurofarma;04-2024;25.0
42004;33904;Xumer 90mg 7 Comprimidos Revestidos Adium (C1);04-2024;25.0
42084;58444;Pregabalina 150mg 30 Cápsulas Genérico Teuto (C1);04-2024;25.0
42593;21376;Lacday 10 000U Fcc Enzima Lactase 8 Comprimidos Mastigáveis;04-2024;25.0
42882;47440;Diatarcom MR 60 mg 30 comprimidos Servier;04-2024;25.0
42904;41092;Carbocisteína Xarope Infantil 100ml Genérico Prati-Donaduzzi;04-2024;25.0
43072;6544;Amoxicilina 500mg 30 Comprimidos Genérico EMS;04-2024;25.0
43441;64288;Unitram 10mg 30 Comprimidos Revestidos FQM (C1);04-2024;25.0
43902;55636;Invega Sustenna 100mg Injeção Janssen (C1);04-2024;25.0
45116;65332;Donepezila + Memantina 10 + 10mg 7 Comprimidos Genérico EMS (C1);04-2024;25.0
45238;30964;Dorflex UNO Analgésico Contra Enxaqueca Dipirona 1g 10 Comprimidos Efervescentes;04-2024;25.0
45297;13672;Bravan HCT 160mg+25mg 30 Comprimidos Revestidos Aché;04-2024;25.0
47058;35056;Azitromicina Suspensão Oral 1500mg/37,5ml Genérico EMS;04-2024;25.0
48643;3568;Lugano 12mcg/250mcg 60 Cápsulas Inalatórias;04-2024;25.0
48799;37312;Yaz Flex 3mg/0,02mg 30 Comprimidos Revestidos;04-2024;25.0
49468;36304;Pentasa 500mg 50 Comprimidos Ferring;04-2024;25.0
50072;63268;Frontlev 500mg 60 Comprimidos Revestidos Aché (C1);04-2024;25.0
50313;33688;Xefo 8mg 20 Comprimidos Revestidos Biolab;04-2024;25.0
51111;17416;Manivasc 20mg 28 Comprimidos Chiesi;04-2024;25.0
52072;33496;Flexive CDM Creme Dermatológico 25g;04-2024;25.0
52402;45472;Optocare UL Solução Oftálmica 10ml;04-2024;25.0
52749;50164;Pantogar 30 Cápsulas;04-2024;25.0
53186;25108;Suplemento Sensilatte Sabor Baunilha 9000FCC 30 Comprimidos Prati-Donaduzzi;04-2024;25.0
53547;45364;"Epigel Gel 10g Bausch &amp; Lomb";04-2024;25.0
54087;15052;Olmesartana + Anlodipino 20mg + 5mg 30 Comprimidos Revestidos Genérico EMS;04-2024;25.0
54193;34744;Cataflam Sport Ice 60g GSK;04-2024;25.0
54518;7144;Arnica do Mato Extrato Composto 100ml As Ervas Curam;04-2024;25.0
55102;39100;Libiam Libbs 2,5mg 28 Comprimidos;04-2024;25.0
55460;30844;Anador Opella 500mg 24 Comprimidos;04-2024;25.0
56457;2668;Pomada Dermatológica Novacort 30g Ache;04-2024;25.0
56938;15784;Micardis Anlo  80mg + 10mg 30 Comprimidos;04-2024;25.0
57117;22228;Xantinon Complex Avulso 10ml;04-2024;25.0
58153;32428;Oxycontin 10Mg 28 Comprimidos Mundipharma (A1);04-2024;25.0
58193;70660;Olmesartana + Anlodipino 20mg + 5mg 30 Comprimidos Revestidos Genérico EMS;04-2024;25.0
58335;10840;Rosuvastatina 20mg 30 Comprimidos Genérico Cimed;04-2024;25.0
58659;57292;Lexapro 15mg 30 Comprimidos Lundbeck (C1);04-2024;25.0
60492;43072;Lixiana 30mg 30 Comprimidos Revestidos;04-2024;25.0
60993;36376;Diclofenaco Resinato Solução Oral 20ml Genérico EMS;04-2024;25.0
61466;60028;Arpejo 20mg 15mg Gotas Sigma Pharma (C1);04-2024;25.0
61701;1756;Allegra Antialérgico Cloridrato de Fexofenadina 120mg 10 Comprimidos Revestidos;04-2024;25.0
61710;40228;Noretisterona + Estradiol 50mg Genérico Cifarma;04-2024;25.0
61743;66717;"Tylenol DC Múltiplas Dores 4 Comprimidos Revestidos Johnson &amp; Johnson Avulso";04-2024;25.0
62162;42700;Valda Imune Infantil Sachê 30 Gomas Mastigáveis;04-2024;25.0
63801;42148;Rinosoro XT Gotas 30ml;04-2024;25.0
64378;7768;Moxifloxacino 400mg 7 Comprimidos Revestidos Genérico EMS;04-2024;25.0
64577;8884;Desalex D12 2,5mg/120mg 10 Comprimidos;04-2024;25.0
64733;40348;Buscopan Composto 4mg/0,5mg 5ml Injetável 50 Unidades;04-2024;25.0
65646;8692;Xarope Leg 0,5mg/ml 100ml Eurofarma;04-2024;25.0
66924;6664;Livepax 750mg 7 Comprimidos Revestidos Aché;04-2024;25.0
67364;57340;Lisvenx 30mg 30 Cápsulas Torrent (A3);04-2024;25.0
68588;51616;Dienogeste 2mg 30 Comprimidos Genérico Althaia;04-2024;25.0
69288;60436;Ritalina LP 10mg 30 Cápsulas Gelatinosas;04-2024;25.0
70762;23512;Hidralis Sais 45 4 Envelopes Laranja Airela;04-2024;25.0
71794;51052;Hormus 250mg/ml Solução Injetável 1 Ampola 4ml Eurofarma (C5);04-2024;25.0
71888;27844;Novalgina Dipirona Dor e Febre Gotas Sanofi 500mg/ml 20ml;04-2024;25.0
72346;19672;Rosulib 20mg 30 Comprimidos Sandoz;04-2024;25.0
2730;18184;Brasart 320mg 30 Comprimidos Revestidos Sigma;04-2024;26.0
6100;36040;Lide Nimesulida Betaciclodextrina 400mg 30 Comprimidos Biolab;04-2024;26.0
6349;54292;Terbinafina Creme Genérico EMS 20g;04-2024;26.0
8760;39532;Niki Conect 3mg + 0,02mg 90 Comprimidos Revestidos EMS;04-2024;26.0
9110;47596;Glink Met 2,5mg + 1000mg 60 Comprimidos Revestidos Libbs;04-2024;26.0
10037;14176;Verapamil Retard 120mg 20 Comprimidos Revestidos Genérico Biosintética;04-2024;26.0
10715;22252;Hepalina Avulso 10ml Flaconete;04-2024;26.0
10968;47920;Soliqua Insulina 30-60 Solostar 3Ml Sanofi;04-2024;26.0
11031;24772;Magnazia 240mL Cimed;04-2024;26.0
12389;48160;Humalog U-100 Insulina Eli Lilly 2x3ml;04-2024;26.0
12532;460;Doxiciclina 100mg 20 Comprimidos Revestidos Genérico Pharlab;04-2024;26.0
13717;13408;Metoprolol 25mg Genérico Cimed 30 Comprimidos Revestidos;04-2024;26.0
13929;48928;Sulfato De Neomicina 5mg/g + Bacitracina Zíncica 250UI/g Genérico Prati Pomada 15g;04-2024;26.0
14272;2404;Brometo De Ipratrópio 0,25mg/ml Genérico Teuto Solução Inalatória 20ml;04-2024;26.0
16515;52084;Seakalm Solução Oral 100ml;04-2024;26.0
17306;56260;Impere 10mg 30 Comprimidos Revestidos EMS;04-2024;26.0
21075;70935;Hidralis Sais 45 4 Envelopes Guaraná Airela;04-2024;26.0
21267;57196;Serenata 100mg 60 Comprimidos Revestidos;04-2024;26.0
23004;38368;Mesigyna solução injetável 50 mg + 5 mg/ml 1 ml 1 seringa preenchida;04-2024;26.0
24091;10264;Novocilin Aché 500mg 21 Cápsulas;04-2024;26.0
24161;15616;Manivasc 10Mg 28 Omprimidos Chiesi;04-2024;26.0
25232;18724;Atenolol 50mg 30 Comprimidos Genérico Prati;04-2024;26.0
27023;58384;Wellbutrin XL 150mg 30 Comprimidos Revestidos  GSK (C1);04-2024;26.0
27301;43216;Vênula 200mg 60 Cápsulas Gelatinosas;04-2024;26.0
28575;26296;HederaFlux 100ml Sabor Cereja Hertz;04-2024;26.0
28701;16372;Diltiazem 30mg 50 Comprimidos Genérico EMS;04-2024;26.0
28815;45868;Tobramicina 3mg/ml Genérico Germed;04-2024;26.0
29466;67659;Brasart 320mg 30 Comprimidos Revestidos Sigma;04-2024;26.0
30319;58636;Neural 50mg 30 Comprimidos Cristalia (C1);04-2024;26.0
30706;36688;Terocoxi 60mg 7 Comprimidos Cristália (C1);04-2024;26.0
30712;40600;Decongex Plus Gotas 20ml Aché;04-2024;26.0
30931;20488;Ondif 4mg 10 Filmes;04-2024;26.0
31455;56212;Pílulas De-Lussen 8mg/10mg/30mg/10mg 36 Drágeas;04-2024;26.0
32102;35164;Etoricoxibe 90Mg 14 Comprimidos Genérico Neo Quimica (C1);04-2024;26.0
33198;16180;Vascor MR 35mg 30 Comprimidos Revestidos Eurofarma;04-2024;26.0
35095;38164;Flogo-Rosa 10 Envelopes Aché;04-2024;26.0
36687;21172;Pantoprazol 40mg Genérico Cimed 28 Comprimidos Revestidos;04-2024;26.0
36990;6940;Prednisolona Genérico Prati 20mg 10 Comprimidos;04-2024;26.0
38493;67170;Doxiciclina 100mg 20 Comprimidos Revestidos Genérico Pharlab;04-2024;26.0
39163;24232;Probid 15 Cápsulas;04-2024;26.0
39279;71724;Sulfato De Neomicina 5mg/g + Bacitracina Zíncica 250UI/g Genérico Prati Pomada 15g;04-2024;26.0
39296;34072;Cetoprofeno 20mg/ml Genérico Teuto Solução Oral 20ml;04-2024;26.0
41017;35476;Advipro 11,6mg 30g Gel GSK;04-2024;26.0
41154;64168;Inseris XR 300mg 10 Comprimidos Revestidos Apsen (C1);04-2024;26.0
41409;53224;Actonel Chronos 35mg 4 Comprimidos Revestidos Theramex;04-2024;26.0
41454;41068;Sorine Infantil Gotas 30ml Aché;04-2024;26.0
43018;9004;Amoxicilina 875mg 14 Comprimidos Revestidos Genérico EMS;04-2024;26.0
44454;63532;Stabil 1mg 30 Comprimidos Aché (C1);04-2024;26.0
44473;11284;Benicar Triplo 40mg + 12,5mg + 5mg 30 Comprimidos;04-2024;26.0
45437;25312;Hidralis Sais 45 4 Envelopes Guaraná Airela;04-2024;26.0
46042;56152;Litocit 1 080mg 60 Comprimidos Revestidos;04-2024;26.0
46499;33844;Baclofeno 10mg Genérico Teuto 20 Comprimidos;04-2024;26.0
48045;17584;Novanlo 5mg 30 Comprimidos Biolab;04-2024;26.0
48781;70531;Soliqua Insulina 30-60 Solostar 3Ml Sanofi;04-2024;26.0
49254;46180;Cilodex Suspensão Oftamolófica 5Ml Novartis;04-2024;26.0
49695;54436;Triazol 150mg 4 Cápsulas Biolab;04-2024;26.0
50771;65248;Calman 100mg + 30mg + 100mg 20 Comprimidos;04-2024;26.0
51803;30364;Ecoflux Propolis Spray Laranja Gengibre Mel 30ml;04-2024;26.0
52520;55732;Micofenolato de Mofetila 500mg 50 Comprimidos Farma Vision;04-2024;26.0
53735;63676;Senes 5mg 30 Comprimidos Revestidos Supera (C1);04-2024;26.0
53784;54916;Annita Suspensão Oral 100ml;04-2024;26.0
54006;21748;Floratil 200mg em Pó 6 Envelopes;04-2024;26.0
54141;904;Cloridrato De Hidroxizina 25mg Genérico EMS 30 Comprimidos;04-2024;26.0
55104;27448;Ibuprofeno 400mg 10 Comprimidos Genérico Neo Química;04-2024;26.0
55993;28084;Malvatricin Spray 50ml;04-2024;26.0
56118;17560;Emprol XR 100mg 30 Comprimidos Revestidos Hypermarcas;04-2024;26.0
56264;12604;Brasart BCC 320+5mg 60 Comprimidos Revestidos Sigma;04-2024;26.0
57445;25024;Siilif 100mg 30 Comprimidos Revestido Takeda;04-2024;26.0
58314;21880;Hidralyte Guaraná Solução Oral 500ml;04-2024;26.0
58934;61024;Prebictal 75mg 60 Cápsulas Adium (C1);04-2024;26.0
59980;56236;Impere 5mg 30 Comprimidos Revestidos EMS;04-2024;26.0
60051;20572;Pantoprazol 20mg 42 Comprimidos Revestidos Genérico EMS;04-2024;26.0
61205;57352;Bupium XL 150mg 60 Comprimidos Revestidos;04-2024;26.0
62612;17092;Runner 20mg 30 Comprimidos Revestidos Ache;04-2024;26.0
62675;34672;Piroxicam 20mg 10 Comprimidos Genérico EMS;04-2024;26.0
62724;64396;Ralzin 100mg 30 Comprimidos Revestidos Prati Donaduzzi (C1);04-2024;26.0
62914;2044;Montelair 4mg 30 Sachês 350g Ache;04-2024;26.0
63069;25372;Nausilon B6 Solução Oral 20ml;04-2024;26.0
64528;39472;Lisador Cólica 20 Comprimidos Revestidos;04-2024;26.0
64966;4540;Cetoconazol + Betametasona + Neomicina Creme Genérico Eurofarma 30g;04-2024;26.0
65015;46132;Cetrolac SL 10mg 10 Comprimidos União Química;04-2024;26.0
66074;48604;Antiverrugas Pointts Aerossol Dermatológico 80ml + 12 Aplicadores;04-2024;26.0
67641;24832;Eparema 10ml 12 Frascos Hypera Pharma;04-2024;26.0
68811;37084;Buscofem 400mg 10 Comprimidos;04-2024;26.0
69718;45304;Pomada Oftamológica Cylocort 3,5G Genom;04-2024;26.0
69930;37048;Drospirenona + Etinilestradiol 3mg + 0,02mg 24 Comprimidos Revestidos Genérico EMS;04-2024;26.0
70202;51064;Junno 200mg 42 Cápsulas FQM;04-2024;26.0
70672;61816;Alpes Xl 300mg 30 Comprimidos Supera (C1);04-2024;26.0
70813;4852;Praalergia 180mg 6 Comprimidos;04-2024;26.0
71109;23128;Cáscara Sagrada 45 Cápsulas Herbarium;04-2024;26.0
71164;68285;Piroxicam 20mg 10 Comprimidos Genérico EMS;04-2024;26.0
72306;17116;Propafenona 150mg 90 Comprimidos Revestidos Genérico Althaia;04-2024;26.0
467;6112;Klaricid Ud 500Mg 10 Comprimidos Abbott;04-2024;27.0
697;67084;Benegrip Imuno Energy 20 Comprimidos Efervecentes;04-2024;27.0
2484;66857;Advipro 11,6mg 60g Gel GSK;04-2024;27.0
2610;42268;Benegrip Imuno Energy 20 Comprimidos Efervecentes;04-2024;27.0
4104;67742;Nifedipress 20mg 30 Comprimidos;04-2024;27.0
4513;44116;Clopidogrel 75mg 28 Comprimidos Revisado Genérico EMS;04-2024;27.0
4977;29992;Naproxeno 550mg 20 Comprimidos Genérico Neo Química;04-2024;27.0
5018;16288;Nifedipress 20mg 30 Comprimidos;04-2024;27.0
5028;27364;Ciflogex Menta Spray 30ml;04-2024;27.0
6665;40336;Nactil 600mg 30 Comprimidos Revestidos Myralis;04-2024;27.0
8219;70942;Clopidogrel 75mg 28 Comprimidos Revisado Genérico EMS;04-2024;27.0
8377;39148;Diminut 0,075mg/0,02mg 21 Comprimidos Revestidos;04-2024;27.0
8659;5092;Klaricid 50Mg/Ml 60Ml Abbott;04-2024;27.0
9139;11596;Venzer 16mg 30 Comprimidos;04-2024;27.0
9246;45736;Travoprosta 0,04mg 2,5ml Solução Oftálmica Genérico EMS;04-2024;27.0
10569;43672;Apixabana 5mg 60 Comprimidos Genérico Neo Química;04-2024;27.0
10580;40588;Tylenol Sinus 500mg 36 Comprimidos;04-2024;27.0
11223;56644;Venvanse 50mg com 28 Cápsulas (A3);04-2024;27.0
12184;15352;Enalapril 10mg 30 Comprimidos Genérico Teuto;04-2024;27.0
12837;31888;Advil 12h 600mg 2 Comprimidos Revestidos;04-2024;27.0
13430;65236;Efexor XR 75mg 30 Cápsulas Upjohn (C1);04-2024;27.0
13442;43792;Inibina 10Mg 20 Comprimidos Apsen;04-2024;27.0
13582;29248;Ciflogex Mel Spray 30ml;04-2024;27.0
14006;16888;Koprexx 5mg 30 Comprimidos Biosintética;04-2024;27.0
15202;43048;Venaflon 450mg/50mg 30 Comprimidos Revestidos;04-2024;27.0
18464;8992;Quinoflox 500Mg 14 Comprimidos Biolab;04-2024;27.0
18916;44860;Lacribell Colírio 15ml;04-2024;27.0
19691;22216;Supositório Glicerina Adulto 6 Supositórios Glicerilax Belfar;04-2024;27.0
19745;10336;"Budecort Aqua 32Mcg 120 Doses Johnson &amp; Johnson";04-2024;27.0
21321;38224;Gynpro 100mg 30 Cápsulas Exeltis;04-2024;27.0
21414;4408;Cefalexina 250mg 100ml Genérico EMS;04-2024;27.0
21628;66786;Miranova  0,10mg + 0,02mg 21 Drágeas;04-2024;27.0
21723;30568;Palexis LP 150mg 30 Comprimidos Grunenthal (A1);04-2024;27.0
22226;45088;Vigadexa 5mg/ml + 1mg/ml Solução Oftálmica 5ml;04-2024;27.0
24444;2836;Clenil HFA 50 mcg Spray 200 Doses Chiesi;04-2024;27.0
25063;35536;Advipro 11,6mg 60g Gel GSK;04-2024;27.0
25447;31048;Ibupril 300mg 20 Comprimidos;04-2024;27.0
25462;23896;Tiorfan Pó para Solução Oral 18 Sachês de 1g;04-2024;27.0
25509;36616;Deksametasona Supera 30mg 30 Cápsulas Revestidas Supera (A3);04-2024;27.0
25629;57376;Aristab 10mg 60 Comprimidos Aché (C1);04-2024;27.0
26733;66706;Rinosoro Alto Volume 30 Sachês Farmasa;04-2024;27.0
27513;42352;Vick VapoBanho 3 Pastilhas;04-2024;27.0
29116;42244;Acetilcisteína 20mg/ml 100ml Momentos;04-2024;27.0
29375;40888;Rinosoro Alto Volume 30 Sachês Farmasa;04-2024;27.0
30354;14452;Trezor 20mg 30 Comprimidos Revestidos Aché;04-2024;27.0
31030;3772;Depo-Medrol 40mg/ml Suspensão Injetável 2ml 1 Ampola;04-2024;27.0
31741;34888;Oxotron 60mg 30 Comprimidos Aché;04-2024;27.0
32254;39628;Mercilon 0,15mg/0,02mg 63 Comprimidos;04-2024;27.0
32774;3232;Sigma-Clav BD 875mg + 125mg 14 Comprimidos Revestidos Sigma;04-2024;27.0
35074;2776;Flixotide GSK 250mcg 60 Doses;04-2024;27.0
35969;67375;Venaflon 450mg/50mg 30 Comprimidos Revestidos;04-2024;27.0
