Produto;Quantidade_Total;Frequencia_Vendas
Naprix 2,5mg 30 comprimidos;365.0;13
Gel Dersani Hidrogel 30g;365.0;13
Gel Nasal Maxidrate 6mg/g 30g;364.0;12
Miosan CAF 10mg + 60mg 15 comprimidos revestidos;364.0;14
Zinpass Eze 20mg + 10mg 30 comprimidos revestidos;364.0;14
Maxalt 10mg 2 comprimidos revestidos;364.0;13
Prolopa HBS 100/25mg 30 cápsulas;363.0;15
Vitanol A 0,25mg/g 30g Creme Dermatológico;363.0;16
Untral 2,5mg Aché 90 cápsulas;363.0;13
Diovan HCT 160mg + 25mg Novartis 28 comprimidos revestidos;363.0;14
Gestinol 28 75mcg +30mcg 28 comprimidos revestidos;363.0;12
Ginkgo 40mg Herbarium 60 cápsulas duras;362.0;14
Celergin 0,25mg + 2mg 20 comprimidos;362.0;14
Pastilhas Angino-Rub Sabor Mel e Limão 16un;362.0;13
Suplemento Alimentar Engov After Sabor Tangerina 250ml;362.0;14
Utrogestan 100mg 30 cápsulas;362.0;13
Tilatil 20mg 10 comprimidos revestidos;362.0;14
Diovan Amlo Fix 160mg + 5mg 28 comprimidos revestidos;362.0;12
Sabonete Sanasar 80g;362.0;14
AltaD 50.000UI 4 cápsulas moles;362.0;13
Suplemento Alimentar Probid 5 Cápsulas;362.0;13
Xefo 8mg 20 comprimidos revestidos;362.0;14
Nesina 25mg 30 comprimidos revestidos;361.0;15
Vênula 200mg 60 cápsulas duras;361.0;16
Dorilen Gotas 15ml;361.0;13
Cataflam Sport Ice Aerossol 60g;361.0;15
Atlansil 100mg 20 comprimidos;361.0;13
Actifedrin 6mg/ml + 0,25mg/ml Xarope 100ml;361.0;14
LuftaFEM 200mg + 500mg 6 comprimidos revestidos;361.0;13
Solução Malvatricin 100ml;361.0;14
Xarope Cimetosse 13,33mg/ml Sabor Mel e Menta 120ml;360.0;13
Alginac Retard 10 comprimidos revestidos de liberação retardada;360.0;13
Omnic Ocas 0,4mg 30 comprimidos de liberação prolongada;360.0;14
Flanax 275mg 2 Comprimidos Revestidos;360.0;14
Pastilha Ciflogex Sabor Laranja 12un;360.0;13
Duoflam 5mg/ml + 2mg/ml Suspensão Injetável com 1ml + seringa;359.0;14
Suplemento Capilar Pantogar Neo 60 Cápsulas;359.0;14
Salonpas Gel 40g;359.0;13
Malvona Solução Oral 100ml;359.0;16
Naxotec Naproxeno 500mg 10 Comprimidos;359.0;14
Dews 5mg/ml Solução Oftálmica 10ml;359.0;13
Motilium 1mg/ml Suspensão Oral 100ml;359.0;16
Solução Oftálmica Glaub MD 0,1% 5ml;359.0;12
FLANCOX - 300mg, 14 comprimidos revestidos;359.0;12
Avide 100mg 9 cápsulas duras;359.0;14
Tâmisa 20 75mcg + 20mcg 63 comprimidos revestidos;359.0;13
Solução Oftálmica Patanol 1,11mg/ml 5ml;359.0;13
Fluidificante e Descongestionante Nasal Rinosoro XT Gotas 0,9% 30ml;358.0;13
Suplemento Alimentar Sulfato Ferroso 125mg/ml Arte Nativa Sabor Framboesa 30ml;358.0;13
Ultibro 110mg + 50mcg 30 cápsulas com pó para inalação + 1 inalador;358.0;15
Blumel Hedera Xarope 15mg/ml 100ml;358.0;14
Solução Spray Desaftan Aftas e Afecções Bucais 25ml;358.0;13
Dexfer 100mg/ml Gotas Sabor doce de Leite 30ml;358.0;14
Evra 0,6mg + 6mg 3 adesivos transdérmicos;357.0;14
SELOKEN - 100mg, 30 comprimidos;357.0;14
Colact 667mg/ml Sabor Ameixa 120ml;357.0;12
Loxonin 60mg 15 comprimidos;357.0;13
Nevralgex Cimed 10 comprimidos;357.0;12
Synthroid 112mcg 30 comprimidos;357.0;13
Oxotron 60mg 30 comprimidos;357.0;14
Gestinol 30mcg + 75mcg 84 comprimidos revestidos;357.0;12
Femina 150mcg + 20mcg 21 comprimidos revestidos;357.0;12
Dermatop 2,5mg/g Creme Dermatológico 20g;357.0;13
Nidue 100mg + 20mg 12 comprimidos;357.0;13
Tepev 500mg 100 cápsulas duras;357.0;14
Dexador 5mg + 100mg + 100mg + 4mg Solução Injetável 3 ampolas A (2ml) + 3 ampolas B (1ml);357.0;13
Solução de Desinfecção Multipropósito Opti-Free Replenish 300ml + 120ml + Estojo de Lentes;357.0;16
Folifer Gotas 30ml;356.0;13
Pyridium 200mg 18 Drágeas;356.0;13
TUNTÁ - 300mg, com 30 comprimidos revestidos;356.0;13
Analgésico Dorflex 10 comprimidos;356.0;14
Benicar Anlo 20mg + 5mg 30 comprimidos revestidos;356.0;12
Óleo Mineral União Química 100ml;356.0;14
Floratil AT 250mg 10 envelopes de 1,25g;356.0;14
Tiorfan 100mg 9 cápsulas;356.0;13
Terolac 0,5% Solução Oftálmica 5ml;356.0;14
Antialérgico Polaramine 2mg 20 Comprimidos;356.0;13
Alektos PED 2,5mg/ml Sabor Framboesa 120ml;356.0;12
Feldene 20mg 15 cápsulas;355.0;12
Benerva 300mg 30 comprimidos revestidos;355.0;13
Mesacol MMX 1200mg 30 comprimidos revestidos de liberação prolongada;355.0;14
Ablok Plus 25mg + 12,5mg 60 comprimidos;355.0;13
Suplemento Hidroeletrolítico Sorox Sabor Tangerina 550ml;355.0;15
Maleato de Dexclorfeniramina 2mg/5ml Cimed 120ml;355.0;14
Solução Oftálmica Atropina 1% 5ml;355.0;12
Melocox 15mg 10 comprimidos;355.0;13
Fluimucil D 600mg 16 envelopes com 5g cada;355.0;12
Sal de Frutas Eno Tônica 2 envelopes com 5g cada;355.0;13
Dalyne 3,0mg + 0,3mg 21 comprimidos revestidos;355.0;15
Solução Oftálmica Britens 0,2% + 0,5% 5ml;355.0;13
Protetor Ocular Oftam Pequeno Colorido 20un;355.0;13
Analgésico Advil 400mg 16 cápsulas líquidas;355.0;13
Vast 20mg 30 comprimidos revestidos;355.0;13
Lisador Dip 1g 20 comprimidos;354.0;12
Complexo Homeopático Almeida Prado N 18 60 Comprimidos;354.0;14
Narix 0,5mg/ml Cimed 30ml;354.0;13
Femoston Conti 1mg + 5mg 28 comprimidos revestidos;354.0;12
Ésio 40mg 28 comprimidos revestidos;354.0;13
Solução Oftálmica Combigan 0,2% + 0,5% 10ml;354.0;13
Reduclim 1,25mg 35 comprimidos;354.0;13
Miosan 10mg 10 comprimidos revestidos;353.0;14
Daflon 1000mg FFPM 30 comprimidos revestidos;353.0;12
Synthroid 137mcg 30 comprimidos;353.0;12
Bendita Cânfora 8 tabletes;353.0;13
Trok-N 20mg/g + 0,64mg/g + 2,5mg/g Creme 10g;353.0;12
Kaloba 111,111mg 21 comprimidos revestidos;353.0;15
Naprix 5mg 30 comprimidos;353.0;13
Xarope Vick 44E 240ml;353.0;13
Cebralat 50mg 60 comprimidos;353.0;13
Gel Hidratante Cicatrimed 30g;352.0;15
Antiácido Pó Efervescente Estomazil Sem Sabor 5g;352.0;12
Suplemento Vitamínico Apevitin BC Xarope 240ml;352.0;13
Myrbetric 50mg 30 comprimidos revestidos de liberação prolongada;352.0;12
Mirtax 5mg 15 comprimidos revestidos;352.0;13
Pomada Bucal Mud Oral 1mg/g 10g;352.0;15
Sumaxpro 50mg + 500mg 2 comprimidos revestidos;352.0;12
RETEMIC - 1mg/mL, 1 frasco com 120mL xarope;352.0;12
Atroveran Dip 1g 10 comprimidos;352.0;13
Isordil Sublingual 5mg 30 comprimidos sublinguais;352.0;13
Nevralgex 300mg + 50mg + 35mg 30 comprimidos;352.0;13
Renitec 5mg 30 comprimidos;351.0;13
Postec 2,5mg/g + 150UTR/g Pomada 20g;351.0;13
Supositório de Glicerina Granado Infantil 12un;351.0;14
Pasta D'Água Calamed Cimed 250mg/g 100g;351.0;13
Teflan 20mg 10 comprimidos revestidos;351.0;12
Betaserc 24mg 30 comprimidos;351.0;14
Solução Oftálmica Ster 10mg/ml 5ml;351.0;13
ProVance Aché Sabor Morango 10 Comprimidos Mastigáveis;350.0;13
Cataflam 50mg 20 drágeas;350.0;13
Somalgin Cardio 100mg 60 comprimidos revestidos de dupla camada;350.0;12
Flancox 600mg 14 comprimidos;350.0;12
Descongestionante Nasal Sorine H 3% Spray 50ml;350.0;14
Protetor Ocular Oftam Pequeno Bege 20un;350.0;14
Trezor 10mg 30 comprimidos revestidos;350.0;13
Xarope Vick 44E 120ml;350.0;13
Novanlo 2,5mg 60 comprimidos;350.0;14
Humulin N NPH 100UI/ml 2 Refis de 3ml cada;350.0;13
Allegra 120mg 2 comprimidos;349.0;14
Dutam 0,5mg + 0,4mg 30 cápsulas gelatinosas duras de liberação prolongada;349.0;12
Spirulina 380mg Bionatus 45 Cápsulas;349.0;14
Fibras Tamarine sem Sabor 10 Sachês de 5,7g cada;349.0;14
Solução Oftálmica Liris 5mg/ml 10ml;349.0;13
Plenance EZE 5mg+10mg 30 Cápsulas;349.0;14
Suplemento Hidroeletrolítico Hidralyte Uva 500ml;349.0;13
Solução Nasal Sinustrat Vasoconstritor 0,5mg/ml 10ml;349.0;13
Ginkoba 80mg 30 comprimidos revestidos;349.0;13
Prelone 3mg/ml Sabor Cereja 60ml + 1 pipeta dosadora;349.0;13
Albocresil 18mg/ml Gel 50g + Aplicador;348.0;12
Daktarin 20mg/g Gel Oral 40g;348.0;12
Decadron Injetável 2mg/ml 2 ampolas com 1ml cada;348.0;13
ATACAND COMB - 16mg + 2,5mg, 30 comprimidos de liberação prolongada;348.0;13
Fisioton 400mg 30 comprimidos revestidos;348.0;13
Xantinon Complex flaconete com 10ml;348.0;13
Velunid 450mg + 50mg 30 comprimidos revestidos;348.0;14
Calcort 6mg 20 comprimidos;348.0;14
Neo Fedipina 10mg 30 comprimidos;348.0;14
Triplenex 0,01% + 0,15% + 0,5% Solução Oftálmica Estéril 5ml;348.0;14
Eniagor 50mg/ml Solução Capilar Refil 50ml;347.0;12
Naldecon Noite 4 comprimidos;347.0;13
Analgésico Novalgina 50mg/ml Sabor Framboesa 100ml + Seringa Dosadora;347.0;13
Micardis HCT 80mg + 12,5mg 30 comprimidos;347.0;15
Kelo-Cote Spray 100ml;347.0;12
Xarope Sedavan 3mg/ml Infantil Sabor Framboesa 100ml;347.0;15
Traumeel S 30ml;347.0;12
Spidufen 770mg 6 comprimidos revestidos;346.0;15
Flagass 40mg 20 comprimidos;346.0;14
Pulmicort 0,5mg/ml Suspensão para Nebulização 5 frascos com 2ml cada;346.0;14
Domperix 10mg 30 comprimidos;346.0;12
Arnica Montana 6CH Almeida Prado Gotas 15ml;346.0;13
Kit Solução para Lentes OPTI-FREE Express 355ml + 120ml + 1 Estojo para Lentes;346.0;14
Hirudoid 500 Gel 5mg/g 40g;346.0;13
Suplemento Alimentar de Lactase Levty 30 comprimidos com  10.000 U.FCC cada;346.0;15
Amiobal 30 comprimidos 100mg;346.0;13
Neosaldina Dip 1g 4 comprimidos;346.0;13
Winter Ap 6mg + 120mg 8 cápsulas;345.0;12
Pant Sec 50mg/ml 1 válvula spray 50ml;345.0;14
Acetilcisteína 600mg + Imuno Katiguá 16 cápsulas;345.0;13
Humulin N NPH 100UI/ml 1 ampola com 10ml;345.0;15
Pastilha Ciflogex Sabor Mel e Limão 12un;345.0;14
Motilium 1mg/ml Suspensão Oral 60ml;345.0;14
Ancoron 100mg 60 comprimidos revestidos;345.0;13
Buprovil 600mg 20 Comprimidos Revestidos;345.0;13
Coledue R 10mg + 20mg 30 cápsulas duras;345.0;14
Antiácido Pó Efervescente Gastrol Limão 1 envelope com 5g;344.0;12
Glivance XR 500mg + 30mg 30 Comprimidos de Liberação Prolongada;344.0;13
Zovirax 50mg/g Creme Dermatológico 10g;344.0;14
Nitrato de Prata Bastão 90,0% Ifal 0,8g;344.0;14
Afrat 150mg 1 comprimido;344.0;13
Analgésico Tylenol Gotas 200mg/ml Sabor Frutas 15ml;344.0;14
Gynazole-1 20mg/g Creme Ginecológico 5g;343.0;12
Primogyna 1mg 28 drágeas;343.0;15
Analgésico Advil 400mg 3 cápsulas líquidas;343.0;12
Tapazol 10mg 50 comprimidos;343.0;13
Vitamina D3 Addera D3 7.000UI 10 comprimidos revestidos;343.0;12
Cimegripe 10 Cápsulas;343.0;13
Soolantra 10mg/g Creme Dermatológico 30g;343.0;14
Hexomedine 1mg/ml + 0,5mg/ml Spray 50ml;343.0;13
Tylenol Sinus 1g + 60mg 36 comprimidos revestidos;343.0;14
Rybelsus 3mg 30 comprimidos;343.0;14
Vabam 15mg 15 comprimidos revestidos;343.0;12
Floratil AT 250mg 10 cápsulas;342.0;14
SECNIDAL - 1000mg, 2 comprimidos revestidos;342.0;14
Trok 20mg/g + 0,64mg/g Creme Dermatológico 10g;342.0;12
Xantinol Complex 12 flaconetes com 10ml cada;342.0;12
Micardis Anlo 80mg + 10mg 30 comprimidos;342.0;12
Sedamed 300mg + 30mg + 30mg 20 comprimidos revestidos;342.0;12
Prolopa 100/25mg 30 comprimidos dispersíveis;342.0;15
Solução Oftálmica Florate 1mg/ml 5ml;342.0;13
Alenia 12mcg + 400mcg 60 cápsulas inalatórias + 1 inalador;342.0;13
Beserol 12 comprimidos;342.0;13
Amome 50mcg Spray Nasal 120 acionamentos;341.0;13
Floratil 100mg 12 cápsulas;341.0;13
Codroflex 500mg + 400mg 90 cápsulas;341.0;13
Triplixam 5mg + 1,25mg + 10mg 30 comprimidos revestidos;341.0;16
Neo Fedipina 20mg 30 comprimidos;341.0;12
Endofer 100mg 30 comprimidos mastigáveis;341.0;15
Cordarex 5mg 30 comprimidos;341.0;12
Xigduo XR 5mg + 1000mg 60 comprimidos revestidos de liberação prolongada;341.0;12
Toragesic 10mg 20 comprimidos sublinguais;341.0;13
Famox 40mg 10 comprimidos;341.0;15
Elixir Galenogal 150ml;340.0;13
Pant 50mg/ml Refil 50ml;340.0;12
OsteoNutri 600mg + 400UI 30 comprimidos revestidos;340.0;13
Trok - N 20mg/g + 0,64mg/g + 2,5mg/g Pomada Dermatológica 30g;340.0;16
Analgésico CataflamPRO Emugel 30g;340.0;14
Diovan 40mg 28 comprimidos revestidos;340.0;14
Pant 50mg/ml 2 frascos de 50ml cada;339.0;14
Trayenta Duo 2,5mg + 850mg 60 comprimidos revestidos;339.0;14
Dexalgen NF Solução Injetável 3 ampolas I (1 ml) e 3 ampolas II (2 ml);339.0;13
Mel Rosado ADV 30ml;339.0;13
Permear 300mg 30 comprimidos revestidos;339.0;14
Benicar HCT 40 + 12,5mg 30 comprimidos revestidos;339.0;13
Motix Pomada 50g;339.0;16
Atacand 8mg 30 comprimidos;339.0;12
Solução Oftálmica Maxilerg 1mg/ml 5ml;339.0;15
Fentizol 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada;339.0;14
Pérola 75mcg 28 comprimidos revestidos;339.0;12
Ad-Muc Kids 0,2% Gel Bucal 10g;339.0;13
Slinda 4mg 28 comprimidos revestidos;339.0;14
Peg-Lax 8,5g Pó para Solução Sem Sabor 14 envelopes;339.0;14
OsteoNutri 600mg + 400UI 60 comprimidos revestidos;339.0;13
Suplemento Hidroeletrolítico Pedialyte Max Coco 500ml;339.0;13
Vicog 5mg 90 comprimidos;339.0;15
Celerg Xarope 0,4mg/ml + 0,05mg/ml 120ml;338.0;13
Mioflex A 125mg + 50mg + 300mg + 30mg 30 Comprimidos;338.0;12
Kalonat 10ml;338.0;13
Busonid Aquoso Nasal 100mcg 120 doses 6ml;338.0;14
Alta D 15.000UI 4 Cápsulas Moles;338.0;16
Contractubex Gel 20g;338.0;13
Aradois 100mg 30 comprimidos revestidos;338.0;13
Puran T4 37,5mcg 30 comprimidos;338.0;13
Analgésico Aerossol Gelol 60ml;338.0;12
Moment 0,25mg/ml 60ml;338.0;13
Alginac 5.000mcg + 100mg + 100mg + 75mg 3 ampolas com 1ml + 3 ampolas com 2ml;337.0;12
Letrozol 2,5mg Eurofarma 30 comprimidos revestidos;337.0;13
Suplemento Vitamínico Neutrofer Prev 60ml;337.0;12
DIGESTINA - 4mg/mL, 1 frasco gotejador com 20mL de solução de uso oral;337.0;12
Sinvastacor 10mg 30 comprimidos revestidos;337.0;15
Gestrelan 0,15mg + 0,03mg 63 comprimidos;337.0;12
AAS Infantil 100mg com 10 comprimidos;337.0;13
Riopan Plus 80mg/ml + 10mg/ml 240ml;337.0;12
Effient 10mg 30 comprimidos revestidos;336.0;15
Kit Solução Estéril para Lentes Bio Lent 360ml + 120ml + Estojo para Lentes;336.0;15
Pantogar Biolab 30 cápsulas;336.0;13
Diane 35 2mg + 0,035mg 21 drágeas;336.0;15
Bamifix 300mg 20 drágeas;336.0;14
Diamicron MR 30mg 30 comprimidos de liberação prolongada;336.0;17
Lorasliv 10mg 12 comprimidos;336.0;14
Aradois H 50mg + 12,5mg 90 comprimidos revestidos;336.0;14
Omnic Ocas 0,4mg 60 comprimidos de liberação prolongada;336.0;12
Dramin B6 30ml;336.0;12
Motilium 10mg 60 comprimidos;336.0;13
Zina 5mg 10 comprimidos;336.0;12
Atacand 16mg 30 comprimidos;336.0;14
Bramicar HCT 40mg + 12,5mg 30 comprimidos;336.0;13
Metamucil Sabor Laranja 10 sachês com 5,85g;336.0;12
Enxak 12 comprimidos;335.0;12
EMS Expector Sabor Caramelo 120ml;335.0;14
Paracetamol 200mg/ml Cimed 15ml;335.0;12
Symbicort Turbuhaler 6/200 mcg por inalação 60 doses de pó para inalação;335.0;13
Chá Vick Pyrena Sabor Maçã e Canela 5g;335.0;14
Buscofem 400mg 10 cápsulas;335.0;12
Insulina Fiasp 100U FlexTouch 3ml Com 1 Caneta;335.0;13
Protetor Ocular Nexcare Grande 12un;335.0;12
Vasogard 50mg 60 comprimidos;335.0;13
Loção Oleosa Dersani 200ml;335.0;12
Nienza 3,125mg 30 comprimidos;335.0;14
Decongex Plus 12 comprimidos;335.0;13
Psorex 0,5mg/g Solução Capilar 50ml;335.0;13
Magnopyrol 500mg/ml Gotas 20ml;335.0;15
Pressat 2,5mg 60 comprimidos;335.0;14
Milgamma 150mg 30 drágeas;334.0;16
Tormiv SL 10mg Sabor Limão 20 comprimidos sublinguais;334.0;12
Venaflon 900mg + 100mg 30 comprimidos;334.0;17
Suplemento Alimentar Doss 2.000UI Vitamina D3 30 cápsulas gelatinosas moles;334.0;12
Labirin 24mg 30 comprimidos;334.0;13
Xarope Vibral 3mg/ml Sabor Framboesa 120ml;334.0;12
Torante 15mg/ml Xarope 100ml;334.0;13
Enantato de Noretisterona + Valerato de Estradiol 50mg + 5mg Eurofarma 1 ampola com 1ml;334.0;13
Xarelto 15mg 28 comprimidos revestidos;334.0;15
Xarope Ambroxmel Sabor Mel 120ml;334.0;12
Nesina Pio 25mg + 15mg 30 comprimidos revestidos;334.0;14
Hidrion 40mg + 100mg 20 comprimidos;334.0;14
Neocopan Composto 20 comprimidos revestidos;334.0;15
Clenil Compositum HFA Spray 50mcg + 100mcg 200 doses 10ml;334.0;14
Digestina 10mg  20 comprimidos;334.0;14
Flavonid 450mg + 50mg 60 comprimidos revestidos;334.0;12
Fluidificante e Descongestionante Nasal Rinosoro Jet XT Infantil 0,9% 100ml;334.0;13
Doss 15.000UI 04 cápsulas gelatinosas moles;333.0;12
Gaeso 40mg 28 comprimidos;333.0;13
Rivaroxabana 20mg EMS 30 comprimidos revestidos;333.0;14
Suplemento Alimentar para Gestantes Mega Mater 30 cápsulas;333.0;13
Quicard 35mg 60 Comprimidos Revestidos De Liberação Prolongada;333.0;12
Marevan 5mg 30 comprimidos;333.0;13
Synthroid 88mcg 30 comprimidos;333.0;13
Icacort 1mg/g + 10mg/g Creme Dermatológico 30g;333.0;13
Flebodia 600mg 30 comprimidos revestidos;333.0;13
Yomax 5,4mg 60 comprimidos;333.0;12
Osteoban 150mg 3 comprimidos;332.0;13
Meclin 25mg 15 comprimidos;332.0;14
Trezor 20mg 30 comprimidos revestidos;332.0;13
Vodol 20mg/g Pó 30g;332.0;14
Leite de Magnésia Eno Tradicional 120ml;332.0;15
Fluidificante e Descongestionante Nasal Blusoro Jet Infantil 0,9% 100ml;332.0;14
Suplemento Alimentar Engov After Sabor Citrus 250ml;332.0;12
Suplemento Alimentar Probid 30 Cápsulas;332.0;13
Vertigium 10mg 50 comprimidos;332.0;13
Kronel Gel Ginecológico 60g 10 aplicadores;332.0;13
Zyrtec 10mg 12 comprimidos revestidos;332.0;13
Naramig 2,5mg 4 comprimidos revestidos;332.0;12
Somalgin Cardio 81mg, 60 Comprimidos Revestidos de Dupla Camada;332.0;13
Vick Pyrena Grip-7 20 Cápsulas;331.0;13
Venaflon 450mg + 50mg 30 comprimidos revestidos;331.0;14
Acetilcisteína 10mg/ml União Química Uso Endovenoso/Inalatório 5 ampolas de 3ml;331.0;14
Miosan 5mg 30 comprimidos;331.0;15
Alenia Refil 6mcg + 200mcg 60 cápsulas inalatórias;331.0;17
Pomada Kollagenase 0,6U/g 30g;331.0;12
Dacxi 20mg 28 comprimidos revestidos;331.0;13
Antiácido Pó Efervescente Estomazil Sabor Abacaxi 100g;331.0;13
Teste de Gravidez Fast Test Semanas 1un;331.0;13
Maleato de Dexclorfeniramina 2mg/5ml EMS 120ml;331.0;14
Motore 250mg 120 cápsulas;331.0;12
Lacday 10.000 U.FCC EMS 8 comprimidos mastigáveis;330.0;13
Drenison 0,125mg/g Pomada 30g;330.0;14
Melhoral Infantil 8 comprimidos;330.0;15
Digesan 4mg Gotas 20ml;330.0;14
Aradois H 50mg + 12,5mg 60 comprimidos revestidos;330.0;12
Celestamine 0,05mg/ml + 0,4mg/ml Xarope 120ml;330.0;12
Solução Oftálmica Combigan 0,2% + 0,5% 5ml;330.0;12
Vabam 15mg 30 comprimidos revestidos;330.0;14
Spray Nasal Cimed 50ml;330.0;12
Espinheira Santa 380mg Herbarium 45 Cápsulas Duras;330.0;13
Micolamina 80mg/mg Esmalte 8% 6g + 24 lixas;330.0;13
Descongestionante Nasal Sorine SSC 0,9% Spray 50ml;330.0;14
Cimelide 50mg/ml Cimed Suspensão Oral 15ml;329.0;12
Novanlo 2,5mg 90 comprimidos;329.0;15
Slinda 4mg 3 blísteres com 28 comprimidos revestidos cada;329.0;12
Rehidrat 50 Sabor Natural 4 envelopes de 7,34g;329.0;13
Sandrena 0,5mg Gel 28 sachês com 0,5g;329.0;14
CafiLisador 500mg + 65mg 16 comprimidos;329.0;14
Bálsamo Bengué Gel 20g;329.0;12
Permese 5mg/ml + 2mg/ml Solução Intramuscular com 1ml + seringa;329.0;13
Lactulona 667mg/ml Xarope Sabor Salada de Frutas 120ml;329.0;12
Amora 2mg + 0,03mg 21 comprimidos revestidos;329.0;13
Flanax 550mg 2 comprimidos revestidos;329.0;12
Puran T4 12,5mcg 30 comprimidos;329.0;13
Eparema Tradicional Sabor Hortelã 10ml;329.0;13
Sumaxpro 85mg + 500mg 2 Comprimidos Revestidos;329.0;12
Clenil HFA 250mcg Jet Solução Aerossol 200 doses 10ml;328.0;15
Tenag 40mg 20 comprimidos revestidos;328.0;14
Artrodar 50mg 30 cápsulas;328.0;13
Equitam 80mg 30 Comprimidos Revestidos;328.0;13
Suplemento Alimentar Bifilac Sii 30 cápsulas;328.0;13
Suplemento Alimentar Femibion 1 28 comprimidos;328.0;14
Acular LS 4mg/ml Solução Oftálmica 5ml;328.0;14
Tamsulon 0,4mg 30 cápsulas;328.0;13
Stanglit 30mg 30 comprimidos;328.0;12
Acertil 5mg 30 comprimidos revestidos;328.0;12
Tess 2,0mg + 0,035mg 21 comprimidos revestidos;328.0;13
Neutrofer 300mg 30 comprimidos revestidos;328.0;14
SeloZok 25mg 60 comprimidos revestidos de liberação controlada;328.0;13
Antux 30mg/5ml Sabor Cereja 120ml;328.0;12
Euthyrox 112mcg 50 comprimidos;328.0;12
Prolopa BD 100/25mg 60 comprimidos;328.0;14
Liberaflux 7,5mg/ml Sabor Cereja 100ml;327.0;13
Probiótico Enterogermina 10 frascos de 5ml;327.0;12
Euthyrox 100mcg 50 comprimidos;327.0;15
Itralex 100mg 15 cápsulas;327.0;13
Chá Vick Pyrena Sabor Camomila e Erva-Cidreira 5g;327.0;12
Lisador Dip 500mg/ml Gotas 20ml;327.0;13
Primosiston 2mg + 0,01mg 30 comprimidos;327.0;13
Roxflan 5mg 30 comprimidos;327.0;12
Massageol Aerossol 120ml;327.0;13
Mestinon 60mg 60 comprimidos;326.0;15
Antialérgico Claritin 10mg 6 comprimidos;326.0;15
Pozato Uni 1,5mg 1 comprimido revestido;326.0;13
Azukon MR 30mg 100 comprimidos de liberação prolongada;326.0;13
Daraprim 25mg 30 comprimidos;326.0;12
Loxonin Flex 100mg 7 adesivos;326.0;13
Nisulid 100mg 12 comprimidos;326.0;12
Olmetec Anlo 40mg + 5mg 30 comprimidos revestidos;326.0;14
Allestra 30 75mcg + 30mcg 63 drágeas;326.0;14
Rubia 75mcg 28 comprimidos revestidos;326.0;13
Vitamina D 500UI Althaia Gotas 20ml;326.0;12
Alivium 600mg 10 cápsulas líquidas;326.0;13
Concor 10mg 30 comprimidos revestidos;326.0;13
Artroflan 150mg 60 comprimidos revestidos;326.0;14
Clenil HFA 200mcg Spray 200 doses + 1 dispositivo em L para administração oral;326.0;13
Ancoron 100mg 30 comprimidos revestidos;325.0;14
Adoless 0,060mg + 0,015mg 28 comprimidos revestidos;325.0;12
Vonaugasmax 250mg 10 cápsulas moles;325.0;12
AtivB 1000mcg 30 comprimidos sublinguais;325.0;14
Gengimin 160mg 15 Comprimidos Revestidos;325.0;13
Glifage 500mg 30 comprimidos revestidos;325.0;13
Benicar Triplo 40mg/12,5mg/5mg 30 comprimidos revestidos;325.0;13
Algie 150mg 10 comprimidos revestidos de liberação prolongada;325.0;14
Suplemento Alimentar Gestamax Plus 60 cápsulas gelatinosas moles;325.0;13
Pantocal 20mg 28 comprimidos revestidos de liberação retardada;325.0;12
Flebon 50mg 30 comprimidos;325.0;13
Nordette 150/30mcg 63 drágeas;325.0;12
Tenadren 40mg + 25mg 30 comprimidos;325.0;13
LuftaFEM 200mg + 500mg 12 comprimidos revestidos;325.0;12
Fitoscar 60mg/g Pomada 20g;325.0;13
Diosmin SDU 900mg + 100mg Sabor Abacaxi 30 sachês com 5g cada;325.0;12
Suplemento Hidroeletrolítico Hidralyte Natulab Guaraná 500ml;324.0;13
Natrilix SR 1,5mg 60 comprimidos revestidos de liberação prolongada;324.0;14
Suplemento Vitamínico Nestlé Materna 30 comprimidos revestidos;324.0;13
Vitacid Plus 0,1mg/g + 40mg/g + 0,5mg/g Creme 15g;324.0;14
Probiótico Enterogermina Plus 5 frascos de 5ml;324.0;15
Topison 1mg/g Pomada 20g;324.0;15
Alivium Infantil 100mg/ml Sabor Frutas 20ml;324.0;14
Euthyrox 137mcg 50 comprimidos;324.0;12
Concor Anlo 5/5 mg 30 comprimidos;324.0;13
Noex 32mcg Spray Nasal 120 doses;324.0;14
Flanax 550mg 10 comprimidos revestidos;324.0;12
Sinvastacor 40mg 30 comprimidos revestidos;324.0;12
Betaserc 16mg 30 comprimidos;324.0;13
Solução Oftálmica Toragesic Ofta 5mg/ml 5ml;324.0;13
Fluibron A 7,5mg/ml 10 flaconetes com 2ml cada;324.0;12
Solução Oftálmica Drusolol 2% + 5% 5ml;324.0;13
Cataflam 50mg 10 drágeas;323.0;13
Restaurador da Flora Intestinal Repoflor 200mg 6 cápsulas duras;323.0;14
Pomada Lidopass 50mg/g Cimed Sabor Laranja 25g;323.0;15
Antigases Luftal Gotas 75mg/ml Sabor Cereja 15ml;323.0;14
Neosaldina 30 drágeas;323.0;12
Puran T4 175mcg 30 comprimidos;323.0;14
Crevagin 30mg/g + 20mg/g Creme Ginecológico 40g + 7 aplicadores;323.0;13
Selene 0,035mg + 2mg 21 comprimidos revestidos;323.0;13
Apracur Duo 12 comprimidos;323.0;14
Xarope Sedavan 6mg/ml Sabor Framboesa 100ml;323.0;12
Beserol 4 comprimidos;323.0;12
