int64_field_0;venda_id;nome_produto;data_venda;quantidade
54477;7900;Ácido Valproico 250mg Genérico Biolab 25 Cápsulas;04-2024;37.0
55869;12076;Acetato De Ciproterona 2mg + Etinilestradiol 0,035mg Genérico Cifarma 21 Comprimidos;04-2024;37.0
55902;5620;Bauny - Batom Líquido Matte Vegano 5ml - Cor 040;04-2024;37.0
56423;42544;Fórmula Infantil Nestogeno 2 1,2Kg;04-2024;37.0
57204;42940;Cloridrato de Tramadol 100mg/ml Genérico Neo Química 10ml Gotas;04-2024;37.0
58866;47608;Máscara Facial com Água de Rosas - Rose Water Mask 8g Océane;04-2024;37.0
58988;32668;Conjunto para Cabelo Soft Kuka Rosa 7258;04-2024;37.0
59353;34492;Iumi 3mg + 0,02mg Libbs 24 Comprimidos Revestidos;04-2024;37.0
59410;30760;Haldol 1mg Janssen 20 Comprimidos;04-2024;37.0
60990;15520;Desventag 50mg Daiichi Sankyo 30 Comprimidos;04-2024;37.0
62864;24448;Adoless 0,060mg + 0,015mg Farmoquímica 28 Comprimidos Revestidos;04-2024;37.0
64743;62308;Frontal 0,5mg Pfizer 30 Comprimidos;04-2024;37.0
65096;54244;Rivotril 0,25mg Blanver 30 Comprimidos Sublinguais;04-2024;37.0
65228;5068;Divelol 25,0mg Baldacci 60 Comprimidos;04-2024;37.0
66185;36028;Chocolate M&M's Amendoim 148g;04-2024;37.0
67602;15220;Gel Hidratante Pós-Sol Argila Anasol - 200g;04-2024;37.0
68435;65714;Ciclopirox Olamina 10mg/ml Genérico Medley 15ml Solução Tópica;04-2024;37.0
70761;63472;Retoque Instantâneo Spray Koleston Castanho Escuro 100ml;04-2024;37.0
213;22684;Removedor De Esmalte Com Acetona Ever Care 100ml;04-2024;38.0
800;15664;Bebida Láctea UHT Energy Boost YoPRO Café Expresso 15g de proteínas 250ml;04-2024;38.0
1284;48196;Pincel Para Iluminador Nádia Tambasco By Océane - Glow To Go;04-2024;38.0
2759;32188;Cílios Postiços Juice Volume 02 - Kiss New York;04-2024;38.0
3398;44752;Hidratante Para Banho Nivea Body Milk 250ml;04-2024;38.0
5411;66491;Suplemento Proteico Líquido Integralmedica My Whey Coco Zero Lactose 250ml;04-2024;38.0
5618;14200;Algodão Rolete nº 1  Não Estéril com 100 - Cremer;04-2024;38.0
6802;64468;Symdulor SL 10mg Zodiac 10 Comprimidos;04-2024;38.0
7423;39676;Levotiroxina Sódica 175mcg Genérico Merck S/A 30 Comprimidos;04-2024;38.0
8900;34084;Maleato de Trimebutina 200mg Genérico Legrand 30 Cápsulas;04-2024;38.0
9373;7984;Biomarine Bronzeador Sun Marine FPS 40 Absolute Bronze 150g;04-2024;38.0
11093;25456;Base Líquida Matte Fran by Franciny Ehlke Real Filter M-02 30 g;04-2024;38.0
11555;62896;Vizzela Hello Brow! Cor - Lapiseira Para Sobrancelha 0,24g - Cor4;04-2024;38.0
12145;35200;Pipoca Pronta Linea Chocolate 50g;04-2024;38.0
12668;14500;Kollagenase Com Cloranfenicol 0,6U/g + 0,01g/g Cristália 15g Pomada;04-2024;38.0
13236;65999;Kit Miss Frandy - Cílios Postiços com 3 Pares e Uma Pinça;04-2024;38.0
13287;28600;Removedor de Esmalte Granado Pink 75ml;04-2024;38.0
13367;6616;Lenço Umedecido Bebê Limpinho 140 Unidades;04-2024;38.0
14211;59476;Condicionador Tio Nacho Antiqueda Efeito Antigrisalho 415ml;04-2024;38.0
14966;60352;Chá branco 500mg 120 Cápsulas;04-2024;38.0
15030;54112;Oleo Mineral 100 Ml - Rioquimica Oleo Mineral;04-2024;38.0
15032;32440;Leave-In Restore Knut 250ml;04-2024;38.0
15060;4696;Hidratante Labial Beta Bauniilha 9,5g;04-2024;38.0
15726;18460;Melatonina Drogaria São Paulo Maracujá 20ml;04-2024;38.0
16254;52456;Metformina 500mg Genérico Prati 30 Cápsulas de Liberação Prolongada;04-2024;38.0
16359;22324;Fio Dental Ever Care 100m + 25m 1 Unidade;04-2024;38.0
18744;66126;Océane Edition Cover Me Up Powder - Pó Translúcido Solto 13g;04-2024;38.0
19725;68306;Cloridrato de Fexofenadina 180mg Genérico Ranbaxy 10 Comprimidos;04-2024;38.0
20217;43420;Bico De Silicone Neopan Ortodôntica Tamanho M;04-2024;38.0
20249;7216;POMADA MASSAGEADORA CANELA DE VELHO 150G BIO INSTINTO;04-2024;38.0
20477;59788;Menelat Odt 15mg Torrent 30 Comprimidos;04-2024;38.0
22713;27856;Aparelho de Depilar Gillette Venus Sensitive 2 Unidades;04-2024;38.0
23197;59728;Lamitor CD 100mg Torrent 30 Comprimidos;04-2024;38.0
26690;14092;Algodão Cremer 25g;04-2024;38.0
26794;53128;Amiodarona 100mg Genérico Ranbaxy 30 Comprimidos;04-2024;38.0
28501;27040;Traxonol 100mg Geolab 4 Cápsulas;04-2024;38.0
28670;28300;Dipropionato de Beclometasona 50mcg/dose Genérico Glenmark 200 Doses Aerossol Via Oral;04-2024;38.0
29902;38272;Hidroclorotiazida 25mg Genérico Medley 30 Comprimidos;04-2024;38.0
32924;47764;Océane Edition Cover Me Up Powder - Pó Translúcido Solto 13g;04-2024;38.0
33486;49564;Citoneurin 5.000mcg P&G 30 Comprimidos Revestidos;04-2024;38.0
34126;35800;Gelatina Lowçucar Plus Com Stevia Sabor Uva 10G;04-2024;38.0
35049;10732;Hidratante Labial Chupa Chups The Skin Soul Tutti Fruitti 10g;04-2024;38.0
35695;42424;Leave-in N.P.P.E. Hair Care SH-RD Protein Cream 15 ml;04-2024;38.0
36724;24220;Rohypnol 1mg FQM Melora 30 Cápsulas;04-2024;38.0
37008;2788;Vitamina D3 50000UI Althaia 8 Cápsulas;04-2024;38.0
37042;23284;Elástico para Cabelo Ever You com Detalhe em Metal 1 Unidade;04-2024;38.0
37177;57448;Brinco Studex Baby Daisy Cristal Rosé 1 Par;04-2024;38.0
37482;48628;Escova Dental Extramacia Sensitive Oral-B Pro-Saúde Indicator Black 2 Unidades;04-2024;38.0
38234;20512;Lápis De Olho Cremoso Essence Longlasting 12 I Have A Green 0,28g;04-2024;38.0
38432;46576;Absorvente Interno OB Super ProComfort 16 Unidades;04-2024;38.0
38715;54340;Limpador Facial Sallve 60ml;04-2024;38.0
38820;17152;Kit Creme Depilatório Corporal Depilsam Aloe Vera 200G com 3 unidades;04-2024;38.0
38970;30484;Suplemento Proteico Líquido Integralmedica My Whey Coco Zero Lactose 250ml;04-2024;38.0
39335;53092;Aciclovir 200mg Genérico Ranbaxy 10 Comprimidos;04-2024;38.0
39548;49840;Fraldas Pampers Premium Care Recém-Nascido RN+ 36 Unidades;04-2024;38.0
39689;21952;Algodão Hidrófilo Ever Care 25g;04-2024;38.0
40397;19588;Insulina Humulin 70/30R 1000UI Eli Lilly 10ml Frasco Ampola;04-2024;38.0
40430;57016;Lenço De Papel Elite Softy's Máxima Suavidade 100 Folhas;04-2024;38.0
40530;10600;Sombra e Iluminador em Pó 2x1 Bruna Tavares BT Marble Doucrome Glam Copper 5 g;04-2024;38.0
40534;44416;Creme Hidratante Nivea Lata 56g;04-2024;38.0
42710;18424;Vitamina D Dprev 14.000UI Myralis 4 Comprimidos Revestidos;04-2024;38.0
42816;25348;Umectação Noturna Xô Frizz Forever Liss 250g;04-2024;38.0
43010;43684;Composto Lácteo Ninho Fases 3+ 400g;04-2024;38.0
43341;20080;Shampoo Elseve Hydra Detox 48h Antioleosidade 200ml;04-2024;38.0
43688;29944;Fralda Huggies Supreme Care XXG 48 Unidades;04-2024;38.0
44459;71048;Brinco Studex Baby Daisy Cristal Rosé 1 Par;04-2024;38.0
45363;40036;Millani Stay Put Brow Pomade - Lápis 01 Soft Para Olhos;04-2024;38.0
46229;9292;Mascara de Cilios Growactive 8g Preta;04-2024;38.0
47300;20752;Sombra Em Bastão Essence Blend & Line 03 Feeling Leafy 1,8g;04-2024;38.0
47607;8980;Noripurum 50mg/ml Blanver 30ml Gotas;04-2024;38.0
47866;37624;Latanoprosta 0,05mg/ml + Maleato de Timolol 5mg/ml Genérico Germed 2,5ml Solução Oftálmica;04-2024;38.0
49088;43180;Nitazoxanida 500mg Genérico Neo Química 6 Comprimidos Revestidos;04-2024;38.0
49200;27808;Aparelho de Barbear Gillette Prestobarba3 Fresh com Eucalipto 4 Unidades;04-2024;38.0
49406;64108;Adoçante Em Pó Sucralose Zero Cal Caixa 60g 100 Unidades;04-2024;38.0
49972;53308;Cloridrato de Fexofenadina 180mg Genérico Ranbaxy 10 Comprimidos;04-2024;38.0
50713;15232;Kit Shampoo Dabelle Abacate Nutritivo 250ml + Condicionador 200ml;04-2024;38.0
52046;33376;Óleo Essencial de Capim Limão 10ml - Laszlo;04-2024;38.0
54325;22948;Barra De Nuts Ever Nutri Coco 30g;04-2024;38.0
54607;6796;Modelador De Cílios Belliz Preto 616;04-2024;38.0
55018;59164;Metronidazol 400mg Genérico Teuto 24 Comprimidos;04-2024;38.0
55482;36940;Mioflex A 50mg + 300mg + 125mg + 30mg Cosmed 12 Comprimidos;04-2024;38.0
55544;34060;Lorazepam 2mg Genérico Legrand 30 Comprimidos;04-2024;38.0
56243;11476;Protetor Solar Cenoura & Bronze FPS50 Aerosol 200ml;04-2024;38.0
56257;68485;Aciclovir 200mg Genérico Ranbaxy 10 Comprimidos;04-2024;38.0
56647;18856;Dexametasona 4,0mg Genérico EMS 10 Comprimdos;04-2024;38.0
57787;40192;Kit Miss Frandy - Cílios Postiços com 3 Pares e Uma Pinça;04-2024;38.0
58131;42916;Cloridrato Propranolol 40mg Genérico Neo Química 30 comprimidos;04-2024;38.0
58625;6364;Miranova 0,10mg + 0,02mg Bayer 21 Drágeas;04-2024;38.0
59421;55252;Clorana 25mg Sanofi Aventis 30 Comprimidos;04-2024;38.0
59717;70293;Composto Lácteo Ninho Fases 3+ 400g;04-2024;38.0
59721;54976;Oxalato de Escitalopram 10mg Genérico Sandoz 60 Comprimidos;04-2024;38.0
61583;43348;Torsilax 125mg + 50mg + 300mg + 30mg Neo Química 12 Comprimidos;04-2024;38.0
61870;13144;Spray Gloss Capilar Eu Amo Charming Cless 150ml;04-2024;38.0
61975;30508;Vo2 Gel X-Caffeine Chocolate 10un Integralmédica;04-2024;38.0
62867;36340;Chips De Batata-Doce E Mandioca Com Sal Mundo Verde Seleção 40g;04-2024;38.0
64493;65688;Dexametasona 4,0mg Genérico EMS 10 Comprimdos;04-2024;38.0
65069;22288;Esponja de Banho Ever Care Nylon 1 Unidade;04-2024;38.0
66266;33424;Bb Cream Clareador Fps44 - Latika - Bege Claro - BB Cream Clareador FPS44 - Latika - Bege Claro;04-2024;38.0
67065;8260;Carvedilol 6,25mg Genérico Biosintética 30 Comprimidos;04-2024;38.0
67105;38524;Ácido Mefenâmico 500mg Genérico Medley 12 Comprimidos;04-2024;38.0
67222;40720;Riposo SL 5mg Eurofarma 30 Comprimidos;04-2024;38.0
68272;55420;Neozine 4% Sanofi Aventis 20ml;04-2024;38.0
68323;28984;Demaquilante Hada Labo Cleasing Oil Gokujyun com Ácido Hialurônico 200ml;04-2024;38.0
68524;3796;Dexador 5mg + 100mg + 100mg + 4mg Arese 1ml + 2ml 3 Ampolas;04-2024;38.0
68525;26956;Paracetamol 500mg + Fosfato De Codeína 30mg Genérico Geolab 12 Comprimidos;04-2024;38.0
68638;5416;Barra de frutas com cobertura de chocolate sabor Banana, Maça e Canela Caixa com 16 unidades - Supino;04-2024;38.0
68726;26608;Captopril 25mg Genérico Geolab 30 Comprimidos;04-2024;38.0
68895;55288;Esperson 2,5mg/g Sanofi 20g Pomada;04-2024;38.0
69473;56224;Kit Creme Dental Sensodyne Repair & Protect 2 Unidades 100g Cada - Kit Pasta de Dente Sensodyne Repair & Protect Dentes Sensíveis 2 Unidades de 100g;04-2024;38.0
69743;36196;Mamadeira Mam Easy Start Azul 130ml 1 Unidade;04-2024;38.0
69906;3544;Meclin Jet 50mg Apsen 10 Comprimidos Mastigáveis;04-2024;38.0
786;10552;Sombra Líquida e Primer 2x1 Bruna Tavares BT Velvet Watermelon 6 ml;04-2024;39.0
2254;8680;Valsartana 160mg Genérico Biosintética 30 Comprimidos;04-2024;39.0
2776;15568;Selzic 300mg Ranbaxy 30 Comprimidos Revestidos;04-2024;39.0
3209;34312;Icacort 1mg/g + 10mg/g Leo Pharma 30g Creme;04-2024;39.0
4739;19720;Acidificante Capilar L’Oréal Paris Elseve Glycolic Gloss 200ml;04-2024;39.0
6047;9868;Fixenato 35mg Germed 4 Comprimidos;04-2024;39.0
6348;38788;Dunia 35 2,0 + 0,035mg Melcon 63 Comprimidos;04-2024;39.0
6889;44020;Protetor Solar Facial Neutrogena Sun Fresh Pele Morena FPS70 40g;04-2024;39.0
7222;19360;Pasta de Amendoim ao Leite de Coco Eat Clean 300g;04-2024;39.0
11883;48448;Doce de Leite em Sachê Pacote 1,2Kg - Oliveira;04-2024;39.0
12017;19108;Pantoprazol 40mg Genérico EMS 42 comprimidos revestidos;04-2024;39.0
14816;5524;Sabonete Líquido Infantil Baruel Baby Glicerina Da Cabeça Aos Pés Refil 210ml;04-2024;39.0
15109;70129;Benicar Anlo 40mg + 5mg Daiichi Sankyo 30 Comprimidos;04-2024;39.0
15462;26176;Tetralysal 150mg Galderma 16 cápsulas;04-2024;39.0
15681;42580;Bebida a Base de Aveia Orgânica Nude Cacau 200ml;04-2024;39.0
15981;9664;Espuma de Barbear Bozzano Hidratação 200ml;04-2024;39.0
16395;1240;Levoid 38mcg Aché 30 Comprimidos;04-2024;39.0
17310;58120;Bolas De Algodão Sussex 100g;04-2024;39.0
17352;43396;Vitamina D3 7.000ui Neo Química 30 Cápsulas;04-2024;39.0
17401;1528;Pó Modelador Para Cabelos Acquaflora 5g;04-2024;39.0
17524;3172;Farinha sem Glúten Aminna 500g;04-2024;39.0
17980;27496;Prednisona 5mg Genérico Germed 20 Comprimidos;04-2024;39.0
18667;56296;Pasta de Dente Sensodyne Repair & Protect Whitening Dentes Sensíveis 100g;04-2024;39.0
19358;67376;Gel Fixador Eudora Kids Poder Congelante 100ml;04-2024;39.0
20216;50236;Kit Pantene Queratina Shampoo 300ml + Condicionador 150ml;04-2024;39.0
20361;25384;Base Líquida Matte Fran by Franciny Ehlke Real Filter C-02 30 g;04-2024;39.0
20700;22756;Toalhas Umedecidas Ever Care Adulto 80 Unidades;04-2024;39.0
20989;63556;Bolsa Refrigerada para Transporte de Insulina Frigo Wellion;04-2024;39.0
21125;9388;Barra De Proteína Bold Bombom Crocante 60g;04-2024;39.0
23290;2248;Granola Super 800g - Alquimya;04-2024;39.0
24379;15412;Benicar Anlo 40mg + 5mg Daiichi Sankyo 30 Comprimidos;04-2024;39.0
25842;54076;Lenço de Limpeza Facial Ricca Equilibrar a Pele 25 Unidades;04-2024;39.0
26090;67039;Lenço De Papel Softys Kids 50 Folhas;04-2024;39.0
26317;20992;Gel Fixador Eudora Kids Poder Congelante 100ml;04-2024;39.0
26495;66445;Máscara de Cafeína Para Olhos - Wake Up Patches 30un Océane;04-2024;39.0
27153;7036;Aparelho de barbear Bic Confort Twin Women com 2 unidades;04-2024;39.0
27204;62524;Farinha de Chia Vitalin 150g;04-2024;39.0
27505;70403;Esponja Belliz Make Up Duo 360º;04-2024;39.0
28441;53812;Revlon Colorstay - Base Full Cover - Nude;04-2024;39.0
28465;12904;Tadalafila 20mg Genérico Cimed 4 Comprimidos;04-2024;39.0
29158;28324;Furoato de Mometasona Monoidratado 50mcg Genérico Glenmark 60 Doses Spray Nasal;04-2024;39.0
29920;27100;Atobach 1mg/g Germed 10g Pomada;04-2024;39.0
31114;42184;Vitamina D DPrev 1.000UI Myralis 30 Comprimidos Revestidos;04-2024;39.0
31429;1300;Nisulid 100mg Aché 12 Comprimidos;04-2024;39.0
32413;26188;Gel de Limpeza Facial Antibacteriano Garnier Uniform & Matte Vitamina C 150ml;04-2024;39.0
33620;44656;Hidratante Labial Nivea Disney® Mickey e Amigos Margarida Soft Rosé 4,8g Ed. Limitada;04-2024;39.0
34184;39808;Bolsa Para Agua Quente Grande - 2Litros (Bordo) 2Litros Bordo;04-2024;39.0
34248;45832;Apresolina 50mg Novartis 60 Comprimidos;04-2024;39.0
34699;7444;Aradois 50mg Biolab 30 Comprimidos;04-2024;39.0
35315;40396;Atak Clav 80mg/ml + 11,4mg/ml Momenta 70ml Suspensão Oral;04-2024;39.0
37173;23140;Elástico para Cabelo Ever You Colorido 12 Unidades;04-2024;39.0
39987;6760;Esponja Belliz Make Up Duo 360º;04-2024;39.0
41193;2320;Cloridrato de Metilfenidato 10mg Genérico Althaia 60 Comprimidos;04-2024;39.0
41810;1288;Montelair 4mg Aché 60 Comprimidos Mastigáveis;04-2024;39.0
42536;1540;Reparador Acquaflora Elixir  60ml;04-2024;39.0
44231;62140;Cera Fria Facial Veet Peles Normais e Secas 12 Folhas;04-2024;39.0
44643;31528;Preservativo Camisinha Masculina Jontex Lubrificado 3 Unidades;04-2024;39.0
45735;53608;Energético Red Bull Energy Drink Melância 250ml;04-2024;39.0
47810;5860;Bauny Cor Preto - Caneta Delineadora para Olhos 1ml;04-2024;39.0
49619;39280;Concor 1,25mg Merck 30 Comprimidos Revestidos;04-2024;39.0
49670;67311;Barra de Proteína Vo2 Protein Bar Cookies 30g;04-2024;39.0
49913;12388;Besilato de Anlodipino 10mg Genérico Cimed 30 Comprimidos;04-2024;39.0
50177;56776;Autobronzeador Corporal Skelt Red Carpet Glow Mousse 45ml;04-2024;39.0
50438;6424;Primosiston 2mg + 0,01mg União Química 30 Comprimidos;04-2024;39.0
50677;44632;Hidratante Labial Nivea Amora Shine 4,8g;04-2024;39.0
51051;30292;Barra de Proteína Vo2 Protein Bar Cookies 30g;04-2024;39.0
51141;22096;Bolsa Térmica Gel Ever Care Quente e Frio 500ml;04-2024;39.0
51303;67615;Furoato de Mometasona Monoidratado 50mcg Genérico Glenmark 60 Doses Spray Nasal;04-2024;39.0
52291;61576;Fosfato Sódico De Prednisolona 3mg/ml Genérico Uniao Quimica 60ml Solução Oral + Seringa Dosadora;04-2024;39.0
52452;15076;Bicarbonato de Sódio Natural Clean Okta 200g - DCMA;04-2024;39.0
53110;64516;Removedor De Esmalte Zulu Seduction 500ml;04-2024;39.0
53161;14188;Algodão Quadrado Cremer 2 Pacotes com 100 Unidades Cada;04-2024;39.0
53357;10948;Hidratante Labial Carmed Barbie 65 Rose Gold 10g;04-2024;39.0
53439;66234;Removedor De Esmalte Zulu Seduction 500ml;04-2024;39.0
53480;57028;Lenço De Papel Softys Kids 50 Folhas;04-2024;39.0
53688;47416;Kit Paleta de Sombras Revitalizador Labial Rosa Nádia Tambasco By Océane;04-2024;39.0
53906;60724;Minoxidil 5% Para Barba com biotina mais fatores de crescimento 120g;04-2024;39.0
56165;16456;Vizzela Brow & Lash - Serum Para Cilios E Sobrancelha 3g;04-2024;39.0
57319;32464;Spray Knut Multiuso Amino Color  200ml;04-2024;39.0
57416;48052;Pincel Facial - Skincare Brush Océane;04-2024;39.0
57795;4672;Vaslip 40mg Zurita 30 Comprimidos Revestidos;04-2024;39.0
59173;53476;Oxcarbazepina 300mg Genérico Ranbaxy Farm 20 Comprimidos;04-2024;39.0
59178;25036;Balas de Gelatina Fini Natural Sweets Vitamina C 18g;04-2024;39.0
59504;47728;Máscara de Cafeína Para Olhos - Wake Up Patches 30un Océane;04-2024;39.0
59712;29200;Reparador De Pontas Mandioca Haskell 35ml;04-2024;39.0
59773;51556;Mamadeira Pétala Avent Transparente 260ml;04-2024;39.0
60248;46744;Brilho Labial Rosa Marília Mendonça By Océane - Lip Gloss Rose 3,8g;04-2024;39.0
60745;12412;Cetoconazol 200mg  Genérico Cimed 10 Comprimidos;04-2024;39.0
61438;67344;Apresolina 50mg Novartis 60 Comprimidos;04-2024;39.0
63233;12892;Sinvastatina 40mg Genérico Cimed 30 Comprimidos;04-2024;39.0
63576;11440;Tandene 125mg + 50mg + 300mg + 30mg Cellera Farma 30 Comprimidos;04-2024;39.0
64109;26992;Tadalafila 5mg Genérico Geolab 30 Comprimidos;04-2024;39.0
64177;49588;Dexa-Citoneurin 100mg + 100mg + 5mg + 4,37mg P&G 3 Ampolas 1ml + 3 Ampolas 2ml;04-2024;39.0
64574;29116;Kit Naninha e Manta Para Bebê Hannys Baby - Bege;04-2024;39.0
65452;53668;Energético Red Bull The Summer Edition Drink Pitaya 250ml;04-2024;39.0
66169;28108;Balm Pós Barba Giovanna Baby GB Men 100ml;04-2024;39.0
67001;15364;Benicar 20mg Daiichi Sankyo  30 Comprimidos;04-2024;39.0
67147;66976;Algodão Quadrado Cremer 2 Pacotes com 100 Unidades Cada;04-2024;39.0
67454;50596;Payot Pó Compacto Retinol 10g - Cor_50;04-2024;39.0
67677;36100;Kit 2 Bicos de Silicone Para Mamadeira E Copo 0m+ MAM;04-2024;39.0
68123;12136;Enantato de Noretisterona 50mg/ml + Valerato de Estradiol 5mg/ml Genérico Cifarma 1 Ampola 1ml Solução Injetável;04-2024;39.0
68181;27052;Visoptic 5mg/ml Geolab 5ml;04-2024;39.0
69009;796;Cílios Postiços Sintético Volumoso Absolute New York Eternity 5D Silk Lash Sapphire 201 Preto 1 Par;04-2024;39.0
69408;28144;Gel de Banho Giovanna Baby Moments Blanc Vanilla 250ml;04-2024;39.0
69713;11716;Bamifix 300mg Chiesi 20 Drágeas;04-2024;39.0
71009;38740;Belarina 2mg + 0,02mg Grunenthal 28 Comprimidos Revestidos;04-2024;39.0
999;59596;Cloridrato De Donepezila 10mg Genérico Torrent Pharma 30 Comprimidos;04-2024;40.0
1406;65397;Máscara Labial 2 Etapas - 2 Step Lip Mask 3g. Océane;04-2024;40.0
1697;2212;Kit QOD Barber Shop Creme De Barbear + Loção Pós-Barba 100g Cada;04-2024;40.0
2512;25132;Adoçante Finn Xilitol Pó com 30 Envelopes com 5g;04-2024;40.0
3586;19144;Prednisolona 20mg Genérico EMS 10 Comprimidos;04-2024;40.0
5661;10168;Braè Essential - Finalizador Capilar 60ml;04-2024;40.0
8913;40972;Energético Juice Monster Pipeline Punch 473ml;04-2024;40.0
9051;47248;Kit Lápis Para Olhos Marrom + Brilho Labial Nude Marília Mendonça By Océane;04-2024;40.0
9068;37696;Trivagel-N 0,32mg/5g +100.000UI/5g + 10mg/5g + 2mg/5g + 50mg/5g + 150mg/5g Marjan 60g  Creme + Aplicadores;04-2024;40.0
9922;53296;Cloridrato de Amiodarona 100mg Genérico Ranbaxy 20 Comprimidos;04-2024;40.0
10831;54892;Cloridrato de Loperamida 2mg Genérico Sandoz 12 Comprimidos;04-2024;40.0
12997;42532;Fórmula Infantil Nestogeno 1 800g;04-2024;40.0
13400;64803;Lidosporin 12000UI/ml + 45,4mg/ml Farmoquímica 10ml Solução Otológica;04-2024;40.0
14494;14152;Algodão Em Discos Dupla Face Cremer 50 Unidades;04-2024;40.0
17037;65741;Mecobe 1000mcg Myralis 30 Comprimidos Sublinguais;04-2024;40.0
17229;26752;Dicloridrato De Betaistina 24mg Genérico Geolab 30 Comprimidos;04-2024;40.0
17262;34120;Previane 0,075mg + 0,02mg Legrand Pharma 21 Comprimidos;04-2024;40.0
18146;40840;Gel de Limpeza Facial Monange Suave e Profunda Antioleosidade 120g;04-2024;40.0
18275;51460;Bico Para Mamadeira Philips Avent Pétala Número 4 6+M 2 Unidades;04-2024;40.0
19200;47656;Máscara Labial 2 Etapas - 2 Step Lip Mask 3g. Océane;04-2024;40.0
19507;6292;Diane 35 2,0mg + 0,035mg Bayer 21 Drágeas;04-2024;40.0
20115;58432;Siilif 100mg Takeda 30 Comprimidos Revestidos;04-2024;40.0
20853;70431;Bico Para Mamadeira Philips Avent Pétala Número 4 6+M 2 Unidades;04-2024;40.0
21363;51436;Bico Mamadeira Phillips Avent Clássico Anti Cólica Número 4 2 Unidades;04-2024;40.0
21886;54304;Rocefin IV 1g Roche 1 Ampola 10ml;04-2024;40.0
23990;13372;Escova de Dente Colgate Ultramacia Sensitive;04-2024;40.0
24361;55036;Secnidazol 1000mg Genérico Sandoz 4 Comprimidos;04-2024;40.0
25214;21688;Tadalafila 20mg Genérico Eurofarma 4 Comprimidos;04-2024;40.0
26241;23164;Elástico para Cabelo Ever You Fashin Sortidos 2 Unidades;04-2024;40.0
28751;18004;Condicionador Dove Baby Hidratação Enriquecida Cabelos Cacheados 200ml;04-2024;40.0
29698;69001;Kit Aparelho de Barbear Bic Comfort 3 Pele Sensível 4 Unidades;04-2024;40.0
30005;56512;Ampola De Tratamento Capilar Anticaspa Skafe  10ml;04-2024;40.0
30179;66706;Manteiga Ghee com Trufas Natural Dom Afonso 200g;04-2024;40.0
31725;18280;Sabonete Liquido de Glicerina Baby Dove Hora de Dormir 400ml;04-2024;40.0
35106;41584;Óleo Essencial De Alecrim Energizar 10ml Multilaser Saúde - HC123;04-2024;40.0
35708;23272;Elástico para Cabelo Ever You Vermelho Fio de Meia 8 Unidades;04-2024;40.0
36147;1000;Unhas Postiças Média Autocolante Quadrada Pintada Absolute New York Magiquick Reddish Black 24 Unidades;04-2024;40.0
36353;38464;Succinato de Metoprolol 25mg Genérico Sanofi Medley 30 Comprimidos;04-2024;40.0
36676;36292;Biscoito Wafer Mundo Verde Seleção Recheio Chocolate Sem Gluten 50g;04-2024;40.0
37237;25624;Bala Mastigavel Fruit-Tella Morango 10 Unidades 40g;04-2024;40.0
37565;21760;Fralda Ever Baby Pants Roupinha G 30 Unidades;04-2024;40.0
38159;60736;Minoxidil 5% com biotina 120ml;04-2024;40.0
38211;54004;Esponja Facial Ricca Silicone 1 Unidade;04-2024;40.0
38231;17980;Manteiga Ghee com Trufas Natural Dom Afonso 200g;04-2024;40.0
39651;62392;Viagra 50mg Pfizer 2 Comprimidos;04-2024;40.0
39877;11776;Cicladol 20mg Chiesi 5 Comprimidos;04-2024;40.0
40364;42004;Mecobe 1000mcg Myralis 30 Comprimidos Sublinguais;04-2024;40.0
40882;7228;Pomada Massageadora Fisiofort 150G Bio Instinto;04-2024;40.0
40932;56956;Chocolate Snickers Pé de Moleque 42g;04-2024;40.0
41277;4900;Fralda Babysec Ultrasec Galinha Pintadinha XG 60 Unidades;04-2024;40.0
41415;48868;Kit Pasta de Dente Oral-B 3D White Brilliant Fresh 3 Unidades de 70g;04-2024;40.0
42107;34840;Mamadeira Lillo Divertida Azul Silicone Ortodôntico 240ml;04-2024;40.0
42819;35764;Adoçante Stevia Lowçucar Plus Em Po Pote 300G;04-2024;40.0
43193;45844;Azorga 10mg/ml + 5mg/ml Novartis 5ml Suspensão Oftálmica;04-2024;40.0
44057;57088;Esponja Splum Para Banho Fragrance Santa Maria;04-2024;40.0
44791;61924;BB Cream Vizzela FPS30 Cor 03 35g;04-2024;40.0
45102;25552;Lip Balm Hidratante Fran By Franciny Ehlke Stick Tint Pink 6,3 g;04-2024;40.0
45143;7072;Kit Aparelho Para Depilar Bic Soleil Lavanda e Eucalipto 3 Unidades + 2 Desodorante Nivea Invisible Black&White 150ml;04-2024;40.0
46367;61852;Suco Integral Villa Piva Uva Tinto 300ml;04-2024;40.0
46406;7096;Kit Aparelho de Barbear Bic Comfort 3 Pele Sensível 4 Unidades;04-2024;40.0
48235;24640;Lidosporin 12000UI/ml + 45,4mg/ml Farmoquímica 10ml Solução Otológica;04-2024;40.0
49135;3868;Nevrix 100mg + 100mg + 5000mcg Arese 20 Comprimidos;04-2024;40.0
49136;43624;Chocolate Chocotrio NESTLÉ Chocolate 90g;04-2024;40.0
49338;61312;Carbamazepina 200mg Genérico União Química 30 Comprimidos;04-2024;40.0
49518;2344;Cloridrato de Ondansetrona 4mg Genérico Althaia 30 Comprimidos;04-2024;40.0
49717;46732;Brilho Labial Nude Marília Mendonça By Océane - Lip Gloss Nude 3,8g;04-2024;40.0
