Produto;Quantidade_Total;Frequencia_Vendas
Condicionador L’Oréal Paris Elseve Glycolic Gloss 200ml;343.0;13
Água Micelar Pele Normal Clássicos Da Natureza 300ml - Davene;343.0;13
Dicloridrato de Betaistina 24mg Genérico Biosintética 30 Comprimidos;343.0;14
Leave-in Lowell Extrato de Mirtilo 180 ml;343.0;12
Gel Lubrificante KY Ultra Silicone 50g;343.0;13
Preservativo Camisinha Masculina Jontex Lubrificado 3 Unidades;343.0;12
Corus 25mg Biosintética 30 Comprimidos Revestidos;343.0;14
Pincéis Para Maquiagem Com 5 Unidades Corpus;343.0;15
Pincel Triangular Grande Max A20 - Macrilan;343.0;13
Oto-Betnovate 1mg/ml + 10mg/ml + 5mg/ml Farmoquímica 10ml Gotas;343.0;12
Espuma De Barbear Nivea Men Sensitive 200ml;343.0;13
Sabonete Íntimo Gino-Canesten Calm Em Gel 2 Unidades;343.0;15
Rk Diamond Pop Bouncy Rose Shine - Multi Glitter;343.0;14
Bico de Mamadeira Perfect 5 Fl Papa (6M+) Chicco 2 Unidades;343.0;12
Rosucor 10mg Torrent 60 comprimidos revestidos;343.0;13
Neodia 1,5mg Elite 1 Comprimido;343.0;13
Kit Óleo Corporal De Girassol Moph Derme Almotolia 2 Unidades 200ml Cada;343.0;14
Hidratante Labial Beta Coco 9,5g;343.0;12
Suplemento Alimentar Vitasay Melatonina 90 Comprimidos;342.0;14
Ibanuno 150mg Supera 1 Comprimido;342.0;13
Rosucor 10mg Torrent 30 Comprimidos;342.0;12
Cetrolac SL 10mg Genom 10 Comprimidos Sublinguais;342.0;13
Relax Foot (Par) - Ortho Pauher Relax Foot;342.0;14
Caneta Delineadora para Olhos Midnight 1,2ml Preta;342.0;14
Cetoprofeno 150mg Genérico Medley 10 Comprimidos Revestidos;342.0;13
Gabapentina 300mg Genérico Prati 30 Comprimidos Revestidos;342.0;13
Meticorten 20mg Organon 10 Comprimidos;342.0;12
Fio Dental Flossers GUM Original Sabor Menta 20 Unidades;342.0;14
Adoçante Linea Líquido 25ml;342.0;13
Oral-B Essential Floss Fio Dental Encerado 50 m;342.0;13
Olmecor 20mg Torrent 60 Comprimidos;342.0;13
Suplemento Alimentar Intelligence Neuro Booster 2 Cápsulas;342.0;15
Novidat 75mg Diffucap 14 Cápsulas;342.0;15
Furosemida 40mg Genérico Neo Química 30 Comprimidos;342.0;13
Absorvente Always Tamanho P Seca 32 Unidades;342.0;14
Composto Lácteo Ninho Forti+ Zero Lactose Lata 380g;342.0;14
Lubrificante Íntimo K-Med Original 100g;342.0;14
Kit Aparelho Depilatório Bic Soleil Clic + 6 Refis;342.0;13
Farinha de Banana Verde Mundo Verde Seleção 200g;342.0;13
Máscara Reparadora Lola Morte Súbita 450g;342.0;14
Epithelize 50mg/g Cristália 10g Gel Oftálmico;342.0;13
Balas de Gelatina Fini Kids Vitamina C Morango 18g;342.0;13
Biomarine Bronzeador Sun Marine FPS 40 Absolute Bronze 150g;342.0;14
Lamotrigina 25mg Genérico Actavis 30 Comprimidos;342.0;14
Nutridrink Protein Sabor Baunilha Danone 200ml;342.0;13
Bruna Tavares Soft Blender - Esponja Para Maquiagem;342.0;13
Mamadeira Lillo Divertida Azul Silicone Super 260ml;342.0;12
ÓLEO DE RÍCINO CAPILAR FARMAX 100% PURO 30ML;342.0;12
Kit Adoçante Líquido Linea 75ml  + 75ml;342.0;13
Protetor Solar Facial Sunless FPS50 Toque Seco Cor Bege Médio 60g;341.0;13
Esponja de Maquiagem Para Base - Beauty Charm Océane;341.0;13
Euthyrox 125mg Merck S/A 50 Comprimidos;341.0;14
Deva Curl B'Leave-In Texture & Volume - Leave-In 200ml;341.0;12
Barra de Proteína Bold Thin Caramelo & Amendoim 40g;341.0;15
Bruna Tavares BT Glitter - Rose-Gold;341.0;13
Creme Hidratante Nivea Men 4 em 1 30g;341.0;12
Nutridrink Protein Sabor Chocolate Danone 200ml;341.0;13
Spray Fixador Para Cabelos Karina Controle e Volume Flora 400ml - Spray Fixador Para Cabelos Karina Controle e Volume 400ml;341.0;14
Chocolate Lacta Laka 34g;341.0;14
Spray Reparador Capilar Lola Total La Morte Súbita 250ml;341.0;12
Beserol 300mg + 125mg + 50mg + 30m Daudt 12 Comprimidos;341.0;12
Rivotril 0,25mg Blanver 30 Comprimidos Sublinguais;341.0;13
Vitamina D Addera + Imunidade Kids com 75ml;341.0;13
Flavenos 500mg Zurita 30 Comprimidos;341.0;14
Escova de Dente Infantil Oral-B Mickey Disney Junior 4 Unidades;341.0;12
Grampo para Cabelo Ever You Gliter Colorido 20 Unidades;341.0;12
Propionato de Clobetasol 0,5mg/g Genérico Germed 30g Creme;341.0;15
Kit L'Oréal Professionnel Serie Expert Vitamino Color - Ampola para Cuidado da Cor 3 x 10 ml;341.0;12
Kit Lenço Umedecido Pampers Higiene Completa 4 Pacotes com 48 Unidades;341.0;16
Gardenal 100mg Sanofi Aventis 20 Comprimidos;341.0;14
Belara 2mg + 0,03mg Grunenthal 21 Comprimidos;341.0;13
Oxalato de Escitalopram 10mg Genérico Sandoz 60 Comprimidos;341.0;12
Renitec 5mg Organon 30 Comprimidos;341.0;14
Ultrafer 50mg/ml Farmoquimica 30ml Gotas;341.0;13
Bala Halls Menta 28g;341.0;13
Mamadeira Lillo Divertida Rosa Silicone Super 260ml;340.0;13
Protetor Labial Reparação Ever You 3,6g;340.0;14
Nimesulida 100mg Genérico Vitamedic 12 Comprimidos;340.0;13
Mel Orgânico Mundo Verde Seleção 350g;340.0;13
Unhas Postiças Curta Autocolante Quadrada Pintada Absolute New York Magiquick French French 24 Unidades;340.0;13
Indapen Sr 1,5mg Torrent 30 Comprimidos;340.0;14
Domperidona 10mg Genérico EMS 60 Comprimidos;340.0;13
Suprasoy Sem Lactose Original 300g;340.0;12
Algodão Bola Ever Care 50g;340.0;13
Abrilar 7mg/ml Farmoquímica 100ml Xarope;340.0;13
Bebida Repositora Hidroeletrolítico Pedialyte Max Morango 500ml;340.0;14
Escova Dental Oral-B Pró Saúde Ultrafino 2 Unidades;340.0;14
Kit 2 Mamadeiras Super Evolution Bico Látex 150/300ml Lillo;340.0;13
Kit QOD Shave Creme de Barbear 150g + Loção Pós Barba 80g;340.0;14
Absorvente Para Seios Ever Care 30 Unidades;340.0;12
Bauny - Lápis Delineador de Lábios 1,10g - Vinho;340.0;14
Algodão Hidrófilo Apolo - 25g;340.0;13
Caixa de Bombons Chocolate Lindt Lindor Ao Leite 75g Com 6 unidades;340.0;15
Escova de Banho Marco Boni Cabo Longo Cerdas Nylon;340.0;13
Clob-X 0,5mg/g Galderma 30g Creme;340.0;14
Espironolactona 50mg Genérico Germed 30 Comprimidos;340.0;12
Cera Depilatória Roll-On Mel Ever You 100g Refil;340.0;13
Blend de Óleos Essenciais Para Reduzir Stress - No Stress Oil 10ml Océane;340.0;13
Kit Máscara Labial Noturna (2 Produtos) Océane;340.0;14
Tônico Adstringente Ever You Pele Mista à Oleosa 200ml;339.0;15
Máscara Para Olhos em Gel Verde - Hot & Cold Gel Eye Mask Océane;339.0;13
Biscoito Wafer Mundo Verde Seleção Recheio Chocolate Sem Gluten 50g;339.0;17
Zypred 3mg/ml + 10mg/ml Allergan 6ml Suspensão Oftálmica Estéril;339.0;13
Alginac 1mg + 100mg + 100mg + 100mg P&G 10 Comprimidos Revestidos de Liberação Retardada;339.0;15
Nutridrink Protein Sênior Chocolate Danone 380g;339.0;13
Aria 4mg Momenta 30 Comprimidos Mastigáveis;339.0;12
Zomig OD 2,5mg Grünenthal 2 Comprimidos;339.0;13
Insulina Wosulin R 100UI/ml Biomm Frasco 10ml;339.0;14
Olmesartana Medoxomila 40mg + Hidroclorotiazida 12,5mg Genérico Eurofarma 30 comprimidos;339.0;14
Suplemento Alimentar Neo Química AZ 60 comprimidos;339.0;12
Revert 50mg + 12,5mg Melora 33 Comprimidos;339.0;14
Mentos Stick Fruit 38g;339.0;12
Kit Escova Dental Oral-B Complete 5 Ações de Limpeza Macia 2 Unidades;339.0;13
Cloridrato de Fluoxetina 20mg Genérico Pharlab 30 Cápsulas;339.0;14
Bioflan 150mg Myralis 30 comprimidos;339.0;13
Barra de Proteína Bold Thin Trufa de Morango 40g;339.0;13
Bruna Tavares BT Glue - Fixador de Glitter 10ml;339.0;14
Manteiga de Cacau Ever Care Luxo FPS8 3,3g;339.0;15
Shampoo Para Bebê Johnson's Baby De Glicerina 750ml;339.0;13
Melleril Retard 200mg Bausch 20 Comprimidos;339.0;14
Azitromicina Di-Hidratada 500mg Genérico Medquimica 3 Comprimidos;339.0;14
Vitamina D Doss 7.000UI Biolab 4 Cápsulas;339.0;15
Pincel P/ Sombra - Ana Paula Marçal - 20;339.0;13
Neural 25mg Cristalia 30 Comprimidos;339.0;13
Clareador Anaconda Biondina Reflexos Naturais  140ml;339.0;15
Insit 75mg Apsen 60 Cápsulas Duras;339.0;15
Energético Red Bull Figo E Maça The Summer Editition 250ml;339.0;14
Atensina 0,150mg Mawdsleys 30 Comprimidos;339.0;12
Escova para Esfoliar Tangle Teezer Scalp Exfoliator Preta;339.0;13
Batom Líquido Matte Eudora Niina Secrets Skinny Matte Marsala Magnólia 5 ml;339.0;15
Yaz 3mg + 0,02mg Bayer 24 Comprimidos Revestidos + 4 Comprimidos Placebos;339.0;15
Kit Máscara Hidratante Para Pés com Óleo de Coco - Foot Mask 1 Par (2 Produtos);339.0;14
Óleo Reparador Capilar Eico Pro Óleo Sublime 30ml Spray;339.0;14
Removedor De Esmalte Sem Acetona Ever Care 200ml;338.0;13
Propafenona 300mg Genérico Althaia 60 Comprimidos Revestidos;338.0;13
Hidratante Labial Nivea Nivea Original Care 4,8g;338.0;12
Brilho Labial Nude Marília Mendonça By Océane - Lip Gloss Nude 3,8g;338.0;12
Cloridrato De Ondansetrona 4mg Genérico Blau 10 Comprimidos;338.0;13
Acetilcisteína 100mg/ml Genérico União Química 3ml Com 5 Ampolas Intramuscular;338.0;14
Unhas Postiças Curta Autocolante Quadrada Pintada Absolute New York Magiquick Marsala Red 24 Unidades;338.0;13
Tônico Facial Vult 180ml;338.0;13
Aparelho de Barbear Gillette Prestobarba Ultragrip 2 Unidades;338.0;12
Preservativo Camisinha Masculina Jontex Sensitive 16 Unidades;338.0;13
Colírio Relestat 0,5mg/ml Allergan 5ml;338.0;14
Revectina 6mg Abbott 4 Cápsulas;338.0;14
Bala Valda Vitamina C 50g;338.0;14
Loxonin 60mg Sankyo 30 Cápsulas;338.0;14
Océane Edition Cover Me Up Powder - Pó Translúcido Solto 13g;338.0;15
Tônico Capilar Gota Dourada Fort Escova 100ml;338.0;14
Olmy Anlo 40mg + 5mg EMS 30 Comprimidos;338.0;13
Suplemento Alimentar 50+ Mulher Lavitan 60 Comprimidos;338.0;14
Barra De Proteína Crisp Bar Trufa Avelã 1 Unidade;338.0;15
Exelring 0,120mg + 0,015mg Exeltis 1 Anel Vaginal;338.0;12
Esponja de Banho Ponjita 3M Fibra Natural;338.0;13
Eupept 20mg Cifarma 30 Cápsulas;338.0;13
Lubrificante Íntimo K-Med 2 Em 1 203g;338.0;14
Creme para Cabelo Lola Alisante Vintage Girls 100g;338.0;14
Máscara de Hidratação Salon Line To de Cacho Matizadora Vermelha 500g;337.0;13
Escova Dental Colgate Classic Clean 3 Unidades;337.0;13
Máscara Facial Petit Cinza - Tecnident;337.0;15
Esponja de Banho Ever Care Infantil Bathtoys 1 Unidade;337.0;15
Tadalafila 20mg Genérico Nova Química 2 Comprimidos Revestidos;337.0;13
Spray Reconstrutor Anti-emborrachamento - Verde Brasil - 390ml - Spray Reconstrutor Anti-Emborrachamento - Verde Brasil - 390ml;337.0;14
Gel de Massagem Bendita Cânfora Ative 80g;337.0;13
Eudora Niina Secrets Skin - Máscara Esfoliante Enzimática 75ml;337.0;12
Glifage 850mg Merck S/A 30 Comprimidos;337.0;15
Fio Dental Johnson's Reach Expansion Plus 50m;337.0;12
Creme Hidratante Facial Anti-Idade Revitalift Laser X3 L'Oréal Paris Cicatri Correct FPS25 30ml;337.0;14
Loção Neutralizante Wellastrate Wella Professionals  125g;337.0;14
Endofolin 5mg Marjan 30 Comprimidos Revestidos;337.0;13
Carvedilol 12,5mg Genérico Nova Quimica 30 Comprimidos;337.0;13
Brinco Antialérgico Studex Classic Bezel Furtacor Médio Dourado;337.0;13
Mousse Fixadora Charming Forte 140ml;337.0;15
Xarelto 10mg Bayer 10 Comprimidos;337.0;13
Escova para Mamadeira Kuka Dupla Ação;337.0;14
Atenolol 50mg Genérico Sandoz 60 Comprimidos;337.0;15
Escova para Cabelo Ever You Modeladora Média 1 Unidade;337.0;12
Kit Escova De Dente Ultra Soft 5460 Curaprox 2 Unidades;337.0;14
Creme Gel Capilar Oh My! Hair Power 500ml;337.0;14
Hastes Flexíveis Ever Care Cartucho Com 150 Unidades;337.0;13
Colírio Azopt 10mg/ml Novartis 5ml;337.0;15
Soro Hidratante e Fortalecedor  de Unhas - 10ml;337.0;14
Gel de Limpeza Esfoliante Facial - Purifying Cleansing Gel 50ml Océane;336.0;12
Teroquatro 4mg/mL Cristália 1 Frasco Gotejador com 5mL;336.0;13
Óleo de Semente de Abóbora 10ml;336.0;13
Condicionador L'Oréal Paris Elseve Reparação Total 5 400ml;336.0;14
Piotaz 15mg Brace Pharma 30 Comprimidos;336.0;14
Lanzoprazol 30mg + Claritromicina 500mg + Amoxicilina 500mg Genérico Teuto 28 Cápsulas;336.0;14
Grampo de Cabelo Zalike Twist Metálico 5,5 12 Unidades;336.0;12
Demi D 50.000UI Farmoquímica 4 Comprimidos;336.0;15
Albendazol 40ml/ml Genérico Legrand 10ml Suspensão Oral;336.0;14
Travoprosta 0,04mg/ml Genérico Nova Química 2,5ml Solução Oftálmica;336.0;13
Clortalidona 50mg Genérico Vitamedic 30 Comprimidos;336.0;12
Alopurinol 100mg Genérico Novartis 30 Comprimidos;336.0;12
Vitamina D Font D 10.000UI União Química 8 Comprimidos;336.0;12
Codein 60mg Cristália 30 Comprimidos;336.0;15
Removedor De Esmalte Com Acetona Ever Care 100ml;336.0;13
Loção Tônica Capilar Antiqueda Imecap Hair Max 100ml;336.0;14
Levotiroxina Sódica 112mcg Genérico Merck S/A 30 Comprimidos;336.0;13
Bolsa Térmica de Gel Quente e Fria Hot Cold 400 ML AC073 Orthopauher 400 ml;336.0;13
Blend de Óleos Essenciais Para Aumentar Imunidade - Immunity Oil 10ml Océane;336.0;12
AC078 - Rolo Hot/Cold Massageador;336.0;12
Mari Maria Creamy Matte - Batom Liquido 4ml - Must Nude;336.0;15
Óleo Spray Bronzeador Cenoura & Bronze FPS 6 110ml;336.0;12
Montelair 10mg Aché 30 Comprimidos;336.0;13
Bombom Flormel com Coco Mini + Pacote 12g;336.0;13
Sais Efervecentes Escalda-Pés Labotrat Dia a Dia 250g;336.0;15
Nuvaring 11,7mg + 2,7mg Organon 1 Anel Vaginal;336.0;13
Gel Lubrificante Íntimo Jontex Sabor Cereja 3 em 1 50g;336.0;14
Kit Óleo de Limpeza Facial Gokujyun 200g + Escova Massageadora Facial 1 Unidade;336.0;13
Colchicina 0,5mg Genérico Geolab 30 comprimidos;336.0;12
Percoide 11mg/ml Eurofarma 20ml Gotas;335.0;14
Esponja para Maquiagem Mariana Saad Oce'ane Sister Blend Vinho 1 Unidade;335.0;12
Lamotrigina 100mg Genérico Teuto 30 Comprimidos;335.0;14
Pincel Para Base Corretivo e Iluminador Corpus;335.0;12
Gliclazida 30mg Genérico Legrand 60 Comprimidos;335.0;13
Espuma de Barbear Gillette Prestobarba Sensitive 150g;335.0;13
Bombom Amendoim Chocolate Haoma 200g;335.0;13
Clob-X 0,5mg/g Galderma 30g Gel;335.0;13
Protetor Solar Facial Nivea Sun Tripla Proteção Controle de Oleosidade FPS 65 40ml;335.0;14
Fio Dental Kess Com Fio Encerado Individual 50 unidades;335.0;14
Creme Para Pentear L’Oréal Paris Elseve Glycolic Gloss 250ml;335.0;14
Escova de Dente Colgate Ultramacia Sensitive;335.0;12
Energético Red Bull Energy Drink 250ml;335.0;14
Pedra Hume Ever Care Pó 20g;335.0;13
Chá Preto, Gengibre e Canela 10 Sachês - Chá Mais;335.0;13
Phyto Shampoo Controle De Oleosidade 250ml;335.0;12
Cloridrato de Venlafaxina 37,5mg Genérico Cellera Farma 30 Cápsulas;335.0;14
Lapiseira Para Olhos Colorida Have Fun Roxa Vizzela;335.0;12
Farinha Castanhas de Caju Torrada Amigos do Bem 250G;335.0;15
Amome 50mcg Cosmed 120 Doses Spray Nasal;335.0;13
Doce de Leite em Sachê Pacote 1,2Kg - Oliveira;335.0;12
Spray Texturizador Braé Gorgeous Volume 100 ml;335.0;13
Finasterida 5mg Genérico Cimed 30 Comprimidos Revestidos;335.0;15
Leave-in Joico Defy Damage 50 ml;335.0;12
Barra de Frutas Supino Zero Banana Nozes E Damasco 24g;335.0;13
Mascara de Cilios Growactive 8g Preta;335.0;13
Fosfato Sódico de Prednisolona 3mg/ml Genérico Vitamedic 120ml;335.0;14
Gel Lubrificante Íntimo Jontex Naturals 100% Natural Extra Hidratação com Ácido Hialurônico 100g;335.0;14
Bebida Láctea Piracanjuba Whey Cacau Zero Lactose 250ml;335.0;15
Creme Depilatório Corporal Veet Pure & Fresh Peles Delicadas 200ml;335.0;12
Condicionador Johnson's Baby Gotas de Brilho 200ml;335.0;13
Absorvente Intimus® Noturno Suave com Abas 30 Unidades;335.0;13
Equilid 50mg Sanofi Aventis 20 Cápsulas;335.0;12
AAS Protect 100mg Hypera 30 comprimidos;334.0;15
Óleo Essencial de Alecrim Verbenona Selvagem 5ml;334.0;12
Lacotem 50mg Zodiac 30 Comprimidos Revestidos;334.0;12
Amitriptilina 25mg Genérico Germed 30 Comprimidos Revestidos;334.0;13
Triazol 150mg Zurita 4 Comprimidos;334.0;12
Protetor Solar Facial com Cor Pink Cheeks Pink Stick FPS 90 FPUVA 70 10Km 14 g;334.0;12
Cefalexina 500mg Genérico União Química 8 Cápsulas;334.0;13
Bauny - Lapiseira Retrátil para Olhos 350mg - Marrom;334.0;13
Cereal Mucilon Multicereais 180g;334.0;14
Prebictal 75mg Zodiac 30 Cápsulas Duras;334.0;14
Telmisartana 80mg Genérico Althaia 30 Comprimidos;334.0;12
Bolsa De Gel Média - Mercur Bolsa De Gel Média - Mercur;334.0;13
Pincel Para Sombra - Dazzle Eyes Ocn11 Océane;334.0;12
Hidratante Labial Nivea Disney® Mickey e Amigos Margarida Soft Rosé 4,8g Ed. Limitada;334.0;13
Bolsa Termica Natural Com Algodao Reciclado P - Mercur Bolsa P;334.0;14
Suplemento Proteico Líquido Integralmedica My Whey Chocolate Zero Lactose 250ml;334.0;13
Lápis Delineador Retrátil Océane Larissa Manoela Bubble Gum Rosa 1,2 g;334.0;15
Óleo Capilar Mágico Dabelle Hair Oliva e Babosa 40ml;334.0;14
Alginac 1000mcg P&G 15 Comprimidos;334.0;14
Kit Protetor Solar Corporal Nivea Protect&Hidrata FPS30 200ml + Protetor Solar Corporal FPS30 100ml;334.0;12
Gel para Barbear Barba de Respeito - 500ml;334.0;13
Lápis Kajal Eudora Glam Preto Absoluto com Esfumado 1,1g;334.0;13
Tanduo 0,5mg + 0,4mg Apsen 30 Cápsulas Liberação Prolongada;333.0;13
Monocordil 40mg Baldacci 30 Comprimidos;333.0;14
Vizzela Satin Powder Cor 02 - Pó Translúcido 9g;333.0;13
Piranha de Cabelo Zalike Acrílico Animal Pequena 4cm;333.0;13
Fluído Micelar Pure Detox Purità 200ml - Davene;333.0;13
Gelatina Capilar #Todecacho Efeito Intensificador Salon Line 550g;333.0;14
Energético Red Bull Energy Drink Açaí 250ml;333.0;13
Hidrion 40+100mg Gross 30 Comprimidos;333.0;14
Zirvit Baby Arese Suspensão Oral 30ml;333.0;12
Amolecedor de Cutículas Óleo de Argan - Ideal - 100ml;333.0;15
Condicionador Pantene Cachos Hidra-Vitaminados 400ml;333.0;14
Fralda Ever Baby XXG 34 Unidades;333.0;14
Pomada Modeladora - Verde Brasil - 60g;333.0;13
Topiramato 25mg Genérico Nova Química 60 Comprimidos Revestidos;333.0;14
Reparador de Pontas Gold-black - 30ml - Reparador de Pontas Gold-Black - 30ml;333.0;15
Máscara de Tratamento Pantene Booster Colágeno Resgate do Dano Químico 90ml;333.0;13
Tracta Vanessa Rozan - Batom Bala - Lourdes;333.0;15
Hemifumarato de Quetiapina 100mg Genérico Teuto 30 Comprimidos;333.0;13
Indapen Sr 1,5mg Torrent 90 Comprimidos;333.0;13
Atrovent 0,25mg/ml Boehringer 20ml Gotas;333.0;14
Océane Whale Azul - Esponja De Limpeza Facial;333.0;14
Lenço Umedecido Pampers Cuidado de Bebê 48 Unidades;333.0;14
Óleo Essencial de Pinheiro-Silvestre GT Bulgária 10 ml - Laszlo - Óleo Essencial Pinheiro-Silvestre GT Bulgária 10 ml - Laszlo;333.0;12
Algodão Em Bola Cremer - 95 G;333.0;12
Nourin 5mg Supera 60 Comprimidos;333.0;12
Sinvastatina 20mg Genérico Cimed 30 Comprimidos;332.0;13
Cloridrato de Ondansetrona 8mg Genérico Althaia 30 Comprimidos;332.0;14
Máscara Facial de Romã e Limão - Pomegranate And Lime Mask 8g Océane;332.0;13
Booster Drink Red Limonade 6 unid 269 ml Integralmédica;332.0;16
Tônico De Alho Para Fortalecimento De Cabelos Gota Dourada 30ml;332.0;12
Batom Líquido Matte Aveludado Karen Bachini Afrodite 3,8 ml;332.0;13
Sabonete Íntimo Nivea Natural 250ml;332.0;13
Bico Mamadeira Phillips Avent 0 a 6 Meses 2 Unidades;332.0;13
Isotônica Sorox Bebida Hidratante Uva 8 Íons Zero Açucar 550ml;332.0;12
Condicionador L'Oréal Paris Elseve Óleo Extraordinário 200ml;332.0;14
Chá Verde Magro Sabor Limao Zero Açucares 8G;332.0;12
Hidratante Labial OAZ Sabor Cereja 10ml;332.0;14
Bebida Láctea UHT Dux Whey Protein Shake Cookies 250ml;332.0;16
Mamadeira Philips Avent Classic Sem Anel 330ml;332.0;12
Azitromicina 500mg Genérico Medley 5 Comprimidos Revestidos;332.0;14
Neozine 25mg Sanofi Aventis 20 Comprimidos;332.0;14
Dexason 1mg/g Teuto 10g Creme;332.0;15
Bauny - Batom Líquido Matte Vegano 5ml - Cor 040;332.0;15
Tiorfan 100mg Bagó 9 Cápsulas;332.0;12
Vitamina D DPrev 1.000UI Myralis Pharma 60 Comprimidos;332.0;12
Pitavastatina Cálcica 2mg Genérico Biolab 30 Comprimidos;332.0;13
Vitamina D DPrev 7000UI Myralis 8 Comprimidos Revestidos;332.0;13
Tenoxicam 20mg União Química 10 Comprimidos;332.0;13
Modelador de Barba - Light my Fire 80ml;332.0;12
Máscara Facial Gel - Hotcold;332.0;13
Creme para Pentear Pentear Seda Juntinhos Frozen Brilho Encantado 300ml;332.0;13
Mousse Amend Valorize  140g;332.0;14
Sonebon 5mg Nova Química 20 Comprimidos;332.0;15
Kit 2 Mamadeiras Step Up Chicco Rosa;331.0;15
Levocetirizina 5mg Genérico Eurofarma 10 Comprimidos;331.0;13
Furoato de Mometasona Monoidratado 50mcg Genérico Glenmark 60 Doses Spray Nasal;331.0;13
Sandrena 0,5mg/0,5g Organon 28 Sachês 0,5g Gel;331.0;13
Hemitartarato De Zolpidem 10mg Genérico Geolab 30 Comprimidos;331.0;13
Fenbip 150mg Nova Química 10 Comprimidos;331.0;14
Adoçante Líquido Adocyl Sucralose 160ml;331.0;13
Océane Fragrance Oil Lemongrass & Ginger - Essência - 10ml;331.0;13
Bebida Láctea UHT Dux Whey Protein Shake Chocolate Branco 250ml;331.0;13
Gel de Limpeza Facial Antibacteriano Garnier Uniform & Matte Vitamina C 150ml;331.0;14
Cera Depilatória Corporal Depi Roll Tradicional Refil 100g;331.0;14
Città 20mg Momenta 30 Comprimidos;331.0;14
Gel Hidratante Intravaginal Relactagel 35g + 7 Aplicadores;331.0;12
Albendazol 400mg Genérico Geolab 1 Comprimido Mastigável;331.0;13
Miosan Caf 5mg + 30mg Apsen 15 Comprimidos;331.0;13
Garasone 1mg/ml+ 3mg/ml Cosmed 20ml;331.0;14
Pregabalina 150mg Genérico Medley 30 Cápsulas;331.0;12
Shampoo Infantil Johnson's Baby Regular 400ml;331.0;13
Amolecedor de Cutículas e Fortalecedor de Unhas Querapro Podoprática 20ml – WNF;331.0;13
Desalex D12 2,5mg + 120mg Organon 10 Comprimidos;331.0;13
Drospirenona 3mg + Etinilestradiol 0,03mg Genérico Nova Química 21 Comprimidos;331.0;12
Pincel Grande Para Sombra Corpus;331.0;13
Algodão Rolete - Dental Partner;331.0;13
Bicarbonato de Sódio Clean Okta Sabor Natural com 15 Sachês de 40g - DCMA;331.0;12
Kit Máscara Labial Noturna + Esfoliante Labial (2 Produtos) Océane;331.0;14
Fio Dental Colgate Total 50m;331.0;13
Kit Lenço Umedecido Pampers Splashers Baby Shark 4 Pacotes com 48 Unidades;331.0;14
Cloridrato de Tansulosina 0,4mg Genérico Neo Química 30 Comprimidos;331.0;14
Cloridrato de Terbinafina 250mg Genérico Medley 28 Comprimidos;331.0;13
Lânico 875mg + 125mg Supera RX 14 Comprimidos Revestidos;331.0;14
Tadalafila 20mg Genérico Prati-Donaduzzi 4 Comprimidos;331.0;14
Biomarine Autobronzeador Body Bronzer 200ml;331.0;13
Chocolate GAROTO TALENTO Diet com Avelãs 25g;330.0;13
Creme Hidratante Corporal Bioderma Atoderm Intensive Baume 200 ml;330.0;13
Isotônico Powerade Fifa World Cup Qatar 2022 Limão 500ml;330.0;13
Sandrena 1mg/g Organon 28 Sachês Gel;330.0;13
Tericin At 25mg/g + 12,5mg/g Arese 45g Creme Vaginal + 10 Aplicadores;330.0;12
Mollitia - Chá misto;330.0;14
Refil Para Escova Interdental Curaprox Cilíndrico Cps 011 8 Unidades;330.0;13
Zyad 5mg Aché 30 Comprimidos;330.0;14
Biscoito Leite Maltado Piraquê Cobertura Chocolate 80g;330.0;12
Aparelho de Depilação Bic Soleil Rosa/Roxo 2 unidades;330.0;14
Babosa Gel de Aloe Vera AhoAloe 250ml;330.0;13
Deocil Sl 10mg Diffucap Chemobras 30 Comprimidos;330.0;13
Base Líquida Matte Eudora Niina Secrets Daily Tint Cream Cor 95 25 ml;330.0;14
Motilium 1mg/ml Janssen 60ml Suspensão;330.0;14
Creme Para Pentear Elseve Óleo Extraordinário L'Oréal 250ml;330.0;14
Fluimucil 100mg/ml Zambon 3ml 5 Ampolas Solução;330.0;14
Kit Aussie Mega Moist Shampoo 360ml + Condicionador 180ml Hidratação;330.0;13
Pregabalina 75mg Genérico Medley 30 Cápsulas;330.0;13
Kit Caladryl Pós Sol Loção 100ml + Pós Sol Gel Aloe Vera 120g;330.0;14
Spray Capilar Day After Seda Boom Definição Intensa 350ml;330.0;15
Donaren 50mg Apsen 60 Comprimidos Revestidos;330.0;13
Cloridrato de Ondansetrona 4mg Genérico Althaia 10 Comprimidos;330.0;12
Cefalexina 500mg Genérico EMS 10 Comprimidos;330.0;12
Dipropionato de Beclometasona 200mcg/dose Genérico Glenmark 1 Frasco com 200 Doses + Bombinha;330.0;15
Aveia em Flocos Grossos Sem Glúten MV Seleção 200g;330.0;12
Levotiroxina Sódica 125mcg Genérico Merck S/A 30 Comprimidos;330.0;12
Máscara Labial 2 Etapas - 2 Step Lip Mask 3g. Océane;330.0;15
Máscara Facial com Frutas Silvestres - Berry Mask 35ml Océane;330.0;13
Pasta integral de amendoim crunchy com 500g-Amendo Power;329.0;12
Balas de Gelatina Valda C Laranja Mentolada 24g;329.0;14
Acebrofilina 50mg/5ml Genérico Nova Química 120ml Xarope + Copo Dosador;329.0;14
Loção De Fatores De Crescimento Capilar / Barba 60Ml;329.0;12
