Produto;Quantidade_Total;Frequencia_Vendas
Sinvastatina Sandoz 40mg, caixa com 30 comprimidos revestidos;353.0;13
Quelatus Mulher 30 Cápsulas;353.0;13
Rosuvastatina 10Mg Com 30 Comprimidos Althaia;353.0;14
Quet XR 50mg 30 Comprimidos;353.0;13
Ritmonorm 300mg 30 Comprimidos Abbott;353.0;13
Sabonete Antisséptico Darrow Soapelle barra com 70g;353.0;13
Dipirona Monoidratada Comprimido Prati-Donaduzzi 500mg, caixa com 20 comprimidos;353.0;13
Dramin B6 25mg/mL + 5mg/mL, caixa com 1 frasco gotejador com 30mL de solução de uso oral;353.0;14
Nisulid 100Mg, Caixa Com 12 Comprimidos Dispersiveis;353.0;13
Ezetimiba Ems 10Mg, Caixa Com 15 Comprimidos;353.0;14
Micardis 40mg caixa 30 comprimidos;353.0;14
Cilostazol 50mg 60 comprimidos Eurofarma Genérico;353.0;12
Folifer Gotas 30Ml;353.0;14
Arnica Gel 250mg 30g;353.0;15
Suplemento Alimentar de Fibras Nestlé FiberMais Zero Açúcares laranja, lata com 170g;353.0;13
Cloridrato de Terbinafina 1  EMS Creme Dermatológico 20g;352.0;12
Adipept 40mg 42 Comprimidos;352.0;12
Etna Cápsula 1,0mg + 2,5mg + 1,5mg, caixa com 20 cápsulas gelatinosas duras;352.0;12
Glimepirida Cimed 4Mg, Caixa Com 30 Comprimidos;352.0;13
Sonitus PLUS Triptofano 210mcg Kester 60 comprimídos;352.0;14
Hidroclorotiazida Medley 25mg, caixa com 30 comprimidos﻿;352.0;12
Montelucaste de Sódio Medquímica 4mg, caixa com 30 comprimidos mastigáveis;352.0;14
Actonel Chronos 35mg, caixa com 4 comprimidos revestidos de liberação retardada;352.0;14
Paracetamol 750mg 20 Comprimidos - Cimed;352.0;13
Avamys 0,5mg/g, caixa com 1 frasco spray com 120 doses de suspensão de uso nasal;352.0;14
Daivobet Pomada 30g;351.0;12
Novaderm Creme 5mg/g + 5mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico;351.0;14
Neosoro H 3  Solução Nasal Spray 60ml;351.0;12
Salsep Kids Lencos Umedecidos Nasais Com 30 Unidades;351.0;14
Ácido Acetilsalicílico EMS 100mg, caixa com 30 comprimidos;351.0;14
Hidraplex 1 envelope com 28,31g de pó para solução de uso oral, sabor uva;351.0;13
Montelucaste De Sodio Comprimido Biosintetica 5Mg, Caixa Com 30 Comprimidos Mastigaveis;351.0;13
Naldecon Noite 400mg + 20mg + 400mg + 4mg, blíster com 4 comprimidos;351.0;13
Restitue 40mg 30 Comprimidos;351.0;13
Cloridrato de Tansulosina 0,4mg EMS com 30 Comprimidos;351.0;13
Predsim Comprimido 5Mg, Caixa Com 10 Comprimidos;351.0;15
GENFIBROZILA 600 24CPR EMS GEN;351.0;13
Sinustrat 9,0mg/mL, caixa com 1 frasco com 10mL de solução de uso nasal;350.0;13
Cloridrato de Fexofenadina Cimed 180mg, caixa com 10 comprimidos revestidos;350.0;13
Ganfort Solução Oftálmica Estéril 3ml;350.0;13
Glifage Xr 850Mg, Caixa Com 30 Comprimidos De Liberacao Prolongada;350.0;13
Brasart HCT 80mg + 12,5mg, caixa com 30 comprimidos revestidos;350.0;13
Sal de Frutas Eno 2 envelopes com 5g de pó efervescente de uso oral, limão;350.0;15
Prednisolona Eurofarma 5mg, caixa com 20 comprimidos;350.0;15
Bactrim 400 + 80mg caixa com 20 comprimidos;350.0;12
Amytril 25mg cx 30 comp rev;350.0;13
Ebatz 2mg 30 Comprimidos;350.0;14
Xarope 44E 1,30mg/mL + 13,30mg/mL, caixa com 1 frasco com 240mL de xarope;350.0;12
Ansitec 10Mg 60Cpr;350.0;12
Montelair 5Mg, Caixa Contendo 30 Comprimidos Mastigaveis;350.0;12
Prometazina Teuto 20mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico;349.0;14
Bicarbonato de Sódio ADV Farma caixa com 100g de pó para solução oral;349.0;13
Protetor Solar SEC OC FPS60 Cor Clara Com 60 Ml;349.0;12
Cloridrato de Propranolol União Química 40mg, caixa com 30 comprimidos;349.0;12
Tobramicina 3mg ml Germed Solução Oftálmica 5ml;349.0;13
Olmesartana Medoxomila 40mg + Hidroclorotiazida 25mg 30 comprimidos Eurofarma Genérico;349.0;12
Fumasil 300 Mg 60 Comprimidos;349.0;13
Fumarato Quetiapina  100 30cp Mer;349.0;13
Venula 200mg 60 Cápsulas Biolab;349.0;13
Lantus 100UI/mL, caixa com 1 carpule com 3mL de solução de uso subcutâneo;349.0;13
Venlafaxina 75 30Cap Eur;349.0;14
Claritromicina 500mg Medley 10 Comprimidos;349.0;12
Loratamed 10mg, caixa com 12 comprimidos;349.0;14
Suplemento Alimentar Gummmy Hair Men Sabor Blueberry Com 180Gr;349.0;14
Atacand 8mg caixa com 30 comprimidos;349.0;14
Aldomet 250mg com 30 comprimidos revestidos;349.0;13
Nistatina Gotas Prati-Donaduzzi 100.000Ui Ml, Caixa Com 1 Frasco Gotejador Com 50Ml De Suspensao De Uso Oral;349.0;16
Dexador 5000mg 20 comprimidos;348.0;12
Oxalato de Escitalopram 10mg Nova Química 30 Comprimidos Revestidos;348.0;15
Fluconazol 150mg 2 cápsula Eurofarma Genérico;348.0;15
Cimelide 50mg ml Gotas Suspensão Oral 15ml;348.0;13
Alprazolam 0,5mg 30 Comprimidos Bio;348.0;14
Doss 50000UI, caixa com 4 cápsulas moles;348.0;14
Apice 150Mg Caixa Com 30 Capsulas;348.0;13
Gynotran Óvulo Com 7 Unidades;348.0;14
Diprospan 5mg/mL + 2mg/mL, caixa com 1 ampola com 1mL de suspensão de uso intramuscular + seringa dosadora;348.0;13
Alopurinol Medley 100mg, caixa com 30 comprimidos;348.0;12
Glyxambi 10mg + 5mg, caixa com 30 comprimidos revestidos;348.0;13
Zovirax Cre 10Gr;348.0;14
Tylenol Bebê 100mg/mL, caixa com 1 frasco com 15mL de suspensão de uso oral + seringa dosadora;348.0;14
Sany D 7.000UI, caixa com 8 comprimidos revestidos;348.0;12
Sedamed 20 Comprimidos;348.0;15
Energisan 60 Ml;348.0;14
Fentizol Creme Vaginal 7 Aplicadores;348.0;12
Droxaíne Suspensão Oral 240ml;348.0;13
Venolise 26,7mg, caixa com 30 comprimidos revestidos;348.0;16
Vatis 300mg, caixa com 90 comprimidos revestidos;348.0;14
@ Vigamox Col 5Ml;348.0;13
Aerodini 100mcg/jato-dose, caixa com 1 tubo aerossol com 200 doses de solução de uso oral;348.0;15
Revange 37,5mg + 325,0mg 30 Comprimidos Revestidos;348.0;13
Xefo 8mg 30 Comprimidos;347.0;12
Rosuvastatina Calcica Althaia 5Mg, Caixa Com 30 Comprimidos Revestidos;347.0;14
Novanlo 5mg, caixa com 60 comprimidos;347.0;13
Tecnomet 2,5mg, caixa com 20 comprimidos;347.0;14
Rizi-M 10mg + 5mg, caixa com 14 comprimidos revestidos;347.0;14
Leucogen 80mg Aché 30 Cápsulas;347.0;14
Metamucil 0,562g/g, caixa com 10 envelopes com 5,85g de pó para solução de uso oral sabor laranja;347.0;12
Novalgina Solução Oral 500mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral;347.0;13
Losartana Potássica Medley 50mg, caixa com 30 comprimidos revestidos;347.0;13
Codein 30Mg 30Cpr A2;347.0;13
Luftal 75mg/mL, caixa com 1 frasco gotejador com 30mL de emulsão de uso oral;347.0;15
Calicida frasco com 10mL de solução de uso dermatológico;347.0;12
Pregabalina Althaia 75Mg, Caixa Com 30 Capsulas;347.0;13
Aspirina C 400Mg + 240Mg, Envelope Com 2 Comprimidos Efervescentes Sabor Limao;347.0;12
Esomeprazol Magnésico Tri-Hidratado Legrand 40mg, caixa com 14 comprimidos revestidos de liberação retardada;347.0;13
Epiduo 1mg/g + 25mg/g, caixa com 1 bisnaga com 30g de gel de uso dermatológico;347.0;12
Bactrim 40 + 8mg suspensão frasco com 100ml pediátrico;347.0;13
Florastor Caixa Com 6 Saches Com 4G De Po Para Solucao De Uso Oral;347.0;15
OHDE 15.000UI 4 Cápsulas Moles;346.0;13
Descongestionante Inalador Vick 0,5g;346.0;14
Montelair 10mg, caixa contendo 60 comprimidos revestidos;346.0;13
Tâmisa 30 0,075mg + 0,030mg, caixa com 28 comprimidos revestidos;346.0;13
Fenobarbital 40mg ml União Química Solução Oral;346.0;13
Esomeprazol 40Mg Com 28 Comprimidos Ranbaxy;346.0;14
Rosuvastatina Cálcica Biosintética - Aché 10mg, caixa com 30 comprimidos revestidos;346.0;13
Addera +Muscular Com 30 Saches;346.0;14
Odorizante De Ambiente Bendita Canfora 8 Tabletes;346.0;13
Vick Vapo Spray caixa com 1 frasco spray com 100mL de solução de uso nasal;346.0;15
Sabonete Galderma Soapex Essencial líquido, 1 unidade com 120mL;346.0;12
Atenolol 50mg + Clortalidona 12,5mg Eurofarma 30 Comprimidos;346.0;14
Euthyrox 75Mcg, Caixa Com 50 Comprimidos;346.0;12
Depakene 500mg caixa com 50 comprimidos revestidos;346.0;13
Melocox 15mg, caixa com 10 comprimidos;346.0;15
Dprev Todo Dia Capsula 2.000Ui, Caixa Com 30 Capsulas Moles;346.0;13
Diprosalic 064 + 30mg pomada bisnaga com 30g;345.0;16
Quetros 25Mg Com 60 Comprimidos;345.0;15
Galvus 50mg Caixa com 56 Comprimidos;345.0;13
Urovit 200mg, caixa com 18 drágeas;345.0;14
20 bi com 10 cápsulas;345.0;14
Resfenol 4Mg + 4 Mg + 400 Mg 200 Capsulas Kelyhertz;345.0;13
Fluviral Dia 800mg + 20mg, caixa com 20 comprimidos;345.0;15
Hidraplex 1 envelope com 28,31g de pó para solução de uso oral, sabor água de coco;345.0;14
Omnaris 50mcg/dose, caixa com 1 frasco com 120 doses de suspensão de uso nasal;345.0;14
Dunia 35 21 Comprimidos Revestidos;345.0;12
Rosuvastatina 20mg 30cpr germed;345.0;13
Simeticona 75mg ml Biosintética Sabor Laranja Emulsão Gotas 10ml;345.0;13
Dprev 10.000UI, caixa com 4 comprimidos revestidos;345.0;14
Zirvit Baby caixa com frasco de 30mL com solução oral;345.0;13
Flanax 275Mg, Caixa Com 2 Comprimidos Revestidos;345.0;13
Addera D3 4.000Ui Com 90 Capsulas;345.0;15
Corus H 50mg + 12,5mg 30 Comprimidos Biosintética;344.0;13
Depakote ER 250mg cx 60 comp rev;344.0;13
Depakote Sprinkle 125mg 60 Cápsulas Gelatinosas;344.0;13
Sorine 0,5mg/mL, caixa com 1 frasco gotejador com 30mL de solução de uso nasal;344.0;13
Tylenol Dc 500Mg, Caixa Com 20 Comprimidos;344.0;14
Oxalato de Escitalopram 10mg Eurofarma 30 Comprimidos Revestidos;344.0;12
Naproxeno Neo Química 550mg, caixa com 10 comprimidos revestidos;344.0;13
Atak Clav 875mg + 125mg 14 Comprimidos Revestidos;344.0;15
Astro 500mg 3 Comprimidos;344.0;12
Allestra 30 0,075Mg + 0,030Mg, Caixa Com 63 Comprimidos Revestidos;344.0;12
Glineon Abacaxi 500Ml;344.0;13
Suplemento Alimentar Extima Baunilha Com 30 Saches;344.0;15
Imunoflan Pelargonium Sidoides 307,39mg mL Xarope 120mL;344.0;13
Hidraenema Hidratante Anal em Gel com 15gr C 5bisnagas;344.0;13
Hidroclorotiazida Medquimica 25Mg, Caixa Com 30 Comprimidos;344.0;16
Imussuprex 50mg, caixa com 50 comprimidos revestidos;344.0;16
Apracur 1mg + 100mg + 50mg, blíster com 6 comprimidos revestidos;344.0;14
Clortalidona Ems 25Mg, Caixa Com 60 Comprimidos;344.0;13
Zanidip 10mg, caixa com 30 comprimidos revestidos;343.0;12
Sonrisal 2 Comprimidos Efervescentes Sabor Limao;343.0;15
Rehidrat 50 Sabor Laranja Rehidrat 4 envelopes;343.0;12
Ibuprofeno Comprimido Prati-Donaduzzi 600mg, caixa com 20 comprimidos revestidos;343.0;12
Sinvastatina Merck 10mg, caixa com 30 comprimidos revestidos;343.0;12
Phosfoenema caixa com 1 frasco com 130mL de solução de uso retal;343.0;15
Femina 150mcg + 20mcg comprimidos;343.0;14
Diminut 0075 + 002mg caixa com 63 comprimidos revestidos;343.0;13
Complexo B Kester 100 comprimidos;343.0;13
Varfarina Sodica Uniao Quimica 5Mg, Caixa Com 30 Comprimidos;343.0;15
Seki 3,54mg/mL, caixa com 1 frasco com 120mL de xarope + copo medidor;343.0;12
Hirudoid 300mg Gel com 40g;343.0;14
Trok N Pomada 30g;342.0;16
Bamifix 300Mg, Caixa Com 20 Drageas;342.0;14
@ Tobradex Col 5Ml;342.0;14
Meloxicam 7,5Mg Com 10 Comprimidos Nova Quimica;342.0;12
Procimax 40mg caixa com 28 comprimidos revestidos;342.0;14
Piascledine 300mg 30 cápsulas;342.0;14
Dicloridrato de Cetirizina Comprimido Medley 10mg, caixa com 12 comprimidos revestidos;342.0;12
Carvedilol Biosintética - Aché 12,5mg, caixa com 30 comprimidos;342.0;13
Nuvaring 1Anel Vaginal;342.0;14
Ecos 3mg/mL, caixa com 1 frasco com 120mL de xarope;342.0;12
Clotrimazol 10 Mg Creme Dermatologico 20 Gramas  Ems Gen;342.0;12
Toragesic 10Mg, Caixa Com 10 Comprimidos Sublinguais;342.0;14
Dexa-Citoneurin NFF 100mg + 100mg + 5mg + 4,37mg, caixa com 3 ampolas com 1mL de solução de uso intramuscular + 3 ampolas com 2mL de diluente;342.0;13
Araceli 0,075mg, caixa contendo 28 comprimidos revestidos;342.0;13
Sumax Succinato de Sumatriptana 100mg 2 comprimidos;342.0;15
Aas Protect 100Mg 30Cpr;342.0;14
Isordil SL 5mg caixa com 30 comprimidos sublinguais;342.0;13
Desogestrel Eurofarma 75mcg, caixa com 84 comprimidos revestidos;342.0;13
Maxalgina Solução Oral 500mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral;342.0;14
Spidufen 770mg, caixa com 6 comprimidos revestidos;342.0;13
Niquitin 21Mg 7 Adesivos;341.0;15
@ Amoxicilina+Clav 875Mg 14Cp Eur;341.0;14
Estomazil 1 Envelope Abacaxi X50;341.0;12
Cloridrato de Duloxetina 30mg Genérico Legrand Pharma 30 cápsulas;341.0;13
Alprazolam 1 30Cpr Ger;341.0;12
Camilia 3,333Mg + 3,333Mg + 3,333Mg, 30 Flaconetes Com 1Ml De Solucao De Uso Oral;341.0;12
Aerolin para Nebulização Nebules 1mg/mL, caixa com 20 ampolas com 2,5mL de solução para nebulização + envelope;341.0;12
Amoxicilina 875mg 14cpr ger;341.0;14
Micardis Anlo 40 5 30Cpr Zz;341.0;15
Artrogen Duo 30 Saches De 11G Com Po Para Solucao Oral;341.0;14
Nistatina + Óxido de Zinco EMS 100.000UI/g + 200mg/g, caixa com 1 bisnaga com 60g de pomada de uso dermatológico;341.0;13
Traum Retard 100mg 10 Comprimidos;341.0;16
Traturil 5,631g 1 Envelope 8g;341.0;12
Ezetimiba 10Mg 30Cpr Alth;341.0;14
Xarope Desloratadina 0,5mg mL Nova Química;341.0;16
Cloridrato De Fexofenadina Cimed 60Mg, Caixa Com 10 Comprimidos Revestidos;341.0;13
Bupropiona 150 30Cpr Ems;341.0;12
Combigan Allergan Solução Estéril - 5mL;341.0;15
Bepantriz 50mg/g, caixa com 1 bisnaga com 30g de pomada de uso dermatológico;340.0;14
Salsep Jet 9mg/mL, frasco com 100mL de solução de uso nasal;340.0;13
Pondera 20mg 30 Comprimidos;340.0;12
Digesan 10Mg Com 20 Capsulas;340.0;12
Brasart BCC 320 + 10mg, caixa com 30 comprimidos revestidos;340.0;13
Sumax Comprimido 25mg, caixa com 4 comprimidos revestidos;340.0;13
Dprev 2.000UI, caixa com 30 comprimidos revestidos;340.0;16
Bicarbonato de Sódio ADV Farma caixa com 10 sachês de 2,5g de pó para solução de uso oral;340.0;14
Dipirona Gotas 10ml Germed;340.0;12
Caltrate 600 + D 600mg + 200UI, caixa com 60 comprimidos revestidos;340.0;14
Calman 0,5Ml 5Ml + 0,35Ml Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral;340.0;12
ZZ FOLAGEST 400MG 45CPR;339.0;13
Nitrato De Miconazol Creme Neo Quimica 20Mg G, Caixa Com 1 Bisnaga Com 28G De Creme De Uso Dermatologico;339.0;13
Nortriptilina 25 30Cap Eur;339.0;13
Diosmin SDU 900mg + 100mg, caixa com 30 sachês com 5g de granulado para solução oral (sabor abacaxi);339.0;15
Benicar Anlo 20mg + 5mg com 30 comprimidos;339.0;15
Diprosalic 064 + 20mg solução frasco com 30ml;339.0;13
Ablok 25Mg 30Cpr;339.0;12
Atorvastatina 20 Mg 30 Comprimidos Leg;339.0;13
Synthroid 50Mcg, Caixa Contendo 30 Comprimidos;339.0;14
Seretide Diskus 50mcg + 250mcg, caixa com 1 frasco com 60 doses de pó para inalação de uso oral;339.0;12
Candicort 20Mg G + 0,64Mg G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Dermatologico;339.0;12
Vick Pastilhas Sabor Menta 5 Unidades;339.0;15
Cetoprofeno 150mg 10 comprimidos EMS Genérico;339.0;12
Clinfar 10mg caixa com 30 comprimidos revestidos;339.0;13
Plaq 75mg, caixa com 30 comprimidos revestidos;339.0;15
Amoxicilina 500mg Eurofarma Frasco 150ml;339.0;12
Pietra ED 2mg, caixa com 30 comprimidos revestidos;339.0;13
Vitergan Master 30Cpr;339.0;12
Acetilcisteína  600mg Kester 16 sachês;339.0;13
Dicloridrato de Betaistina Eurofarma 24mg, caixa com 30 comprimidos;339.0;13
Carvedilol 25 mg 30 comprimidos;338.0;16
Astro 600mg Suspensão Oral 15ml;338.0;14
Pharmaton Imunidade e Energia caixa com 60 cápsulas;338.0;13
Phitóss 7mg/mL, caixa com 1 frasco com 240mL de xarope;338.0;13
Cloridrato de Tramadol 100Mg ml Neo Química 10ml solução gotas;338.0;16
Dorto 150Mg, Caixa Com 1 Comprimido Revestido;338.0;13
Sabonete Soapex 1  80g;338.0;15
Diovan Amlo Fix 320mg + 5mg, caixa com 28 comprimidos revestidos;338.0;13
Xafac 15Mg Com 28 Comprimidos Revestidos;338.0;19
Dicloridrato de Pramipexol 0,250mg Genérico Prati- Donaduzzi 30 Comprimidos;338.0;13
Acetilcisteína Legrand 20mg/mL, caixa com 1 frasco com 120mL de xarope infantil + copo medidor;338.0;14
Maracugina PI 90mg/mL, frasco com 100mL de solução de uso oral;338.0;14
Xarelto 20mg, caixa com 14 comprimidos revestidos;338.0;15
Insit 100Mg Com 30 Capsulas Duras;338.0;15
Allexofedrin D 60 + 120mg, caixa com 10 comprimidos revestidos;337.0;12
Spiriva Respimat 2,5 mcg Boehringer 4mL;337.0;12
Carbocisteína EMS 50mg/mL, caixa com 1 frasco com 20mL de solução de uso oral;337.0;17
Puran T4 88Mcg 30 Comprimidos;337.0;12
Cloridrato de Fexofenadina 120mg Cimed;337.0;15
Olmesartana Medoxomila 20mg + Hidroclorotiazida 12,5mg 30 comprimidos Eurofarma Genérico;337.0;14
Glyquin XM 40mg/g + 100mg/g, caixa com 28 sachês com 1g de creme de uso dermatológico;337.0;12
Gliclazida 60 Mg 60 Comprimidos Ems;337.0;13
Donaren 50mg 60 Comprimidos Revestidos;337.0;12
Miorrelax 300 35 50mg 10 comprimidos;337.0;12
Florax Sm 50Mi Ml, Caixa Com 5 Flaconetes Com 5Ml De Solucao De Uso Oral, Pediatrico;337.0;14
Vazidin Mr 35Mg, Caixa Com 60 Comprimidos Revestidos;337.0;14
Rosuvastatina Calcica Nova Quimica 10Mg, Caixa Com 30 Comprimidos Revestidos;337.0;13
Tramal 100mg caixa com 10 comprimidos;337.0;12
Humulin N 2 refis com 30ml;337.0;12
Sulfato de Neomicina + Bacitracina Zíncica EMS 5mg + 250UI/g, caixa com 1 bisnaga com 15g de pomada de uso dermatológico;337.0;14
Tiorfan Racecadotrila 100mg 9 cápsulas;337.0;15
Tylenol Gotas 200mg/mL, caixa com 1 frasco gotejador com 15mL de solução de uso oral;336.0;13
Canesten Clotrimazol 10mg g Creme Dermatológico 20g;336.0;14
Lamotrigina - Althaia 50mg caixa com 30 comprimidos;336.0;13
Paxil CR 125mg caixa com 30 comprimidos;336.0;15
Insit 50mg 30 Cápsulas Duras;336.0;16
Piroxicam 20mg Genérico Neo Química 15 Cápsulas;336.0;15
Cilostazol Biosintética - Aché 50mg, caixa com 60 comprimidos;336.0;13
Pantogar Men 30 Cápsulas;336.0;12
Mylanta Plus 80mg/mL + 80mg/mL + 6mg/mL, caixa com 1 frasco com 240mL de suspensão de uso oral, morango;336.0;13
Betina 24Mg, Caixa Com 30 Comprimidos;336.0;14
Cetoconazol Xampu EMS 20mg/g, caixa com 1 frasco com 100mL de xampu;336.0;15
Flutivate 05mg creme dermatológico frasco com 15g;336.0;16
Duomo HP 2mg + 5 mg, caixa com 30 cápsulas duras;336.0;14
Peridal 10Mg, Caixa Com 60 Comprimidos;336.0;13
Cloridrato de Duloxetina 30mg 30 Cápsulas Nova Quimica;336.0;14
Pomada Imescard Caixa Com 1 Bisnaga Com 25G De Pomada De Uso Retal + Aplicador;336.0;13
Spray Apis Flora Propolis, Mel E Menta 30Ml;336.0;13
Combodart 0,5Mg + 0,4Mg, Caixa Com 30 Capsulas Gelatinosas Duras;336.0;12
Doricin 36 Comprimidos;335.0;13
Locao Para Pernas E Pes Fletop 200Ml;335.0;13
Sintocalmy 300Mg, Caixa Com 20 Comprimidos Revestidos;335.0;14
Enalapril 5mg 30 Comprimidos-Legrand Genérico;335.0;13
Ansitec 5mg 90 Comprimidos;335.0;13
Vesicare 10mg com 30 Comprimidos;335.0;13
Amato 25mg 60 Comprimidos;335.0;13
Anafranil 25mg caixa com 20 drágeas;335.0;13
Olmecor 40 Mg 30 Comprimidos;335.0;13
Base Fortalecedora Top Beauty Super D-tone SOS Unhas 7mL;335.0;12
Pilulas Imescard 10Mg + 10Mg + 10Mg + 30Mg, Caixa Com 36 Drageas;335.0;14
Trezete 20mg + 10mg, caixa com 30 comprimidos revestidos;335.0;13
Torval CR 500mg caixa com 30 comprimidos;335.0;12
Azitromicina 500mg Globo Genérico com 5 Comprimidos Revestidos;335.0;13
Maleato de Midazolam - Medley 15mg caixa com 30 comprimidos;335.0;13
Novalgina 50Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral + Seringa Dosadora Copo;334.0;14
Puran T4 37,5Mcg 30 Comprimidos;334.0;13
Calcitran D3 400UI, caixa com 30 comprimidos revestidos;334.0;15
Canesten 10mg/mL, caixa com 1 frasco spray com 30mL de solução de uso dermatológico;334.0;13
Parasin 40Mg Ml, Caixa Contendo 1 Frasco Com 10Ml De Suspensao De Uso Oral;334.0;12
Versa 60mg + 2 Seringas Preenchidas com 0,6ml;334.0;12
Lisinopril Medley 10mg, caixa com 30 comprimidos;334.0;13
Astro 500mg 2cpr;334.0;12
Fluimucil 40Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor;334.0;13
Concor HCT 5mg + 12,5mg caixa com 30 comprimidos;334.0;14
Suplemento Vitaminico Velus Mag 30 Cpr;334.0;12
Musculare 10mg, Caixa Com 15 Comprimidos;334.0;14
Pressat Besilato de Anlodipino 2,5mg 60 comprimidos;334.0;13
Polaramine 0,4mg/mL, caixa com 1 frasco com 120mL de solução de uso oral + copo medidor;334.0;13
Base Endurecedora com Formol Top Beauty Concreto SOS Unhas 7mL;334.0;12
Neosaldina 30mg + 300mg + 30mg, blíster com 4 drágeas;334.0;15
Femiane 0,075Mg + 0,020Mg, Caixa Com 21 Drageas;334.0;12
Allegra 6mg/mL, caixa com 1 frasco com 150mL de suspensão de uso oral + seringa dosadora, sabor framboesa;334.0;16
Gabapentina 300 30Cap Biol;333.0;12
Olmesartana 40mg 30 Comprimidos Althaia;333.0;15
Fitoless 30Caps;333.0;12
Brasart BCC 320 + 5mg, caixa com 30 comprimidos revestidos;333.0;13
Toperma 5 , Caixa Com 10 Emplastros;333.0;14
Fenazic 7,5 Com 30 Comprimidos;333.0;14
Risperidon 1mg ml solução oral frasco com 30ml;333.0;13
Prednisona Neo Quimica 20Mg, Caixa Com 10 Comprimidos;333.0;14
Remilev 20Cpr;333.0;12
Losartana Potássica 50mg 30 Comprimidos Revestidos;333.0;12
Proctan 5Mg G + 20Mg G + 20Mg G + 100Mg G, Caixa Com 1 Bisnaga Com 25G De Pomada De Uso Retal;333.0;13
Corticorten 5Mg, Caixa Com 20 Comprimidos;333.0;13
Babymed 10000UI/g + 400UI/g + 100mg/g, bisnaga com 45g de pomada de uso dermatológico;333.0;14
Conexium 30 Comprimidos;333.0;12
Tadalafila 20Mg Germed, Caixa Com 2 Comprimidos Revestidos;332.0;12
Andolba Aerossol 4,5Mg G + 0,5Mg G + 0,5Mg G, Caixa Com 1 Tubo Aerosol Com 43G De Solucao De Uso Dermatologico;332.0;13
Psorex Pomada 30 Gramas;332.0;13
Besilato de Anlodipino Geolab 10mg, caixa com 30 comprimidos;332.0;14
Pentoxifilina 400mg EMS com 30 comprimidos;332.0;15
Aradois 25mg, caixa com 60 comprimidos revestidos;332.0;14
Arflex Retard 200Mg, Caixa Com 6 Capsulas De Acao Prolongada;332.0;13
Prelone 20mg 10 Comprimidos;332.0;13
@ Azitromicina 500Mg 5Cpr Neo;332.0;13
Xafac 20mg, caixa com 28 comprimidos revestidos;332.0;13
Nistatina Creme Vaginal Neo Química 25.000UI/g, caixa com 1 bisnaga com 60g de creme de uso vaginal + 14 aplicadores;332.0;13
Lavitan Kids Sabor Tutti-Frutti Solução Oral com 240ml;332.0;14
Seretide Spray 25mcg/dose + 50mcg/dose, caixa com 1 tubo aerossol com 120 doses de suspensão de uso oral + válvula dosadora;332.0;13
Cilostazol Biosintetica 50Mg, Caixa Com 30 Comprimidos;332.0;12
Aciclovir 200mg 30 comprimidos Cimed Genérico;332.0;15
Procoralan Ivabradina 5mg 56 Comprimidos;331.0;13
Desalex 0,5mg ml Xarope Pediátrico Uso Oral 100ml + Seringa Dosadora;331.0;13
Osteoban 150Mg, Caixa Com 3 Comprimidos Revestidos;331.0;14
Meloxicam 15 Mg 10 Comprimidos Neo;331.0;12
Succinato de Metoprolol 100mg 30 Comprimidos - Biolab;331.0;14
@ Ciprofloxacino 500 14Cp Eur;331.0;14
@ Maxiflox D Pom Oft;331.0;14
Corus 25mg 30 Comprimidos;331.0;13
Bravan Duo 320Mg + 5Mg Com 30 Comprimidos Revestidos;331.0;14
Resfenol 400mg + 4mg + 4mg, envelope com 5g pó para solução de uso oral;331.0;13
Lamotrigina 50mg 30 Comprimidos - Eurofarma;331.0;14
Cloridrato de Bromexina 8mg 5ml Medley Frasco 120ml + Copo Medidor;331.0;15
Rinosoro SIC 30mg/mL, frasco spray com 50mL de solução de uso nasal;331.0;12
Tamisa 20 0,075Mg + 0,020Mg, Caixa Com 63 Comprimidos Revestidos;331.0;13
Rilan 20mg/mL, caixa com 1 frasco spray com 15mL de solução de uso nasal;331.0;12
Máscara Facial Anti-idade Collagen Mask 10gr;331.0;13
Naridrin 0,5Mg Ml + 0,2Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Gotejador Com 15Ml De Solucao De Uso Nasal;331.0;14
Cloridrato De Ambroxol Cimed 6Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor;331.0;12
Hemifumarato De Bisoprolol Medley 5Mg, Caixa Com 30 Comprimidos Revestidos;331.0;13
Contraceptivo Niki 3Mg+0,02Mg Blt 28 Comprimidos  24 + 4  Caixa;331.0;13
Pergo Solução Oral 2mg mL Eurofarma 120mL;331.0;13
Diovan 160Mg, Caixa Com 28 Comprimidos Revestidos;331.0;12
Cewin Comprimido 500mg, caixa com 30 comprimidos de desintegração lenta;331.0;14
